Date,Year,Quarter,Nationality,Region,Sex,Appeals lodged
2012-07-01,2012,3,Mauritius,Africa Sub-Saharan,Female,1
2012-07-01,2012,3,Mauritius,Africa Sub-Saharan,Male,2
2012-07-01,2012,3,Mexico,America Central and South,Male,2
2012-07-01,2012,3,Mongolia,Asia East,Female,2
2012-07-01,2012,3,Mongolia,Asia East,Male,3
2012-07-01,2012,3,Morocco,Africa North,Female,3
2012-07-01,2012,3,Morocco,Africa North,Male,1
2012-07-01,2012,3,Namibia,Africa Sub-Saharan,Female,3
2012-07-01,2012,3,Nepal,Asia South,Female,2
2012-07-01,2012,3,Nepal,Asia South,Male,5
2012-07-01,2012,3,Nigeria,Africa Sub-Saharan,Female,54
2012-07-01,2012,3,Nigeria,Africa Sub-Saharan,Male,39
2012-07-01,2012,3,Occupied Palestinian Territories,Middle East,Female,2
2012-07-01,2012,3,Occupied Palestinian Territories,Middle East,Male,14
2012-07-01,2012,3,Pakistan,Asia South,Female,122
2012-07-01,2012,3,Pakistan,Asia South,Male,291
2012-07-01,2012,3,Philippines,Asia South East,Female,1
2012-07-01,2012,3,Philippines,Asia South East,Male,1
2012-07-01,2012,3,Refugee,Other,Female,1
2012-07-01,2012,3,Russia,Europe Other,Female,2
2012-07-01,2012,3,Russia,Europe Other,Male,5
2012-07-01,2012,3,Rwanda,Africa Sub-Saharan,Female,2
2012-07-01,2012,3,Saudi Arabia,Middle East,Male,1
2012-07-01,2012,3,Senegal,Africa Sub-Saharan,Female,3
2012-07-01,2012,3,Senegal,Africa Sub-Saharan,Male,3
2012-07-01,2012,3,Serbia,Europe Other,Male,1
2012-07-01,2012,3,Sierra Leone,Africa Sub-Saharan,Female,7
2012-07-01,2012,3,Sierra Leone,Africa Sub-Saharan,Male,4
2012-07-01,2012,3,Somalia,Africa Sub-Saharan,Female,5
2012-07-01,2012,3,Somalia,Africa Sub-Saharan,Male,20
2012-07-01,2012,3,South Africa,Africa Sub-Saharan,Female,2
2012-07-01,2012,3,South Africa,Africa Sub-Saharan,Male,2
2012-07-01,2012,3,Sri Lanka,Asia South,Female,48
2012-07-01,2012,3,Sri Lanka,Asia South,Male,223
2012-07-01,2012,3,Stateless,Other,Male,6
2012-07-01,2012,3,Sudan,Africa North,Female,1
2012-07-01,2012,3,Sudan,Africa North,Male,15
2012-07-01,2012,3,Syria,Middle East,Female,6
2012-07-01,2012,3,Syria,Middle East,Male,21
2012-07-01,2012,3,Taiwan,Asia East,Female,1
2012-07-01,2012,3,Tanzania,Africa Sub-Saharan,Female,1
2012-07-01,2012,3,Tanzania,Africa Sub-Saharan,Male,1
2012-07-01,2012,3,Thailand,Asia South East,Female,1
2012-07-01,2012,3,Togo,Africa Sub-Saharan,Male,1
2012-07-01,2012,3,Trinidad and Tobago,America Central and South,Female,1
2012-07-01,2012,3,Trinidad and Tobago,America Central and South,Male,3
2012-07-01,2012,3,Tunisia,Africa North,Female,1
2012-07-01,2012,3,Tunisia,Africa North,Male,2
2012-07-01,2012,3,Turkey,Europe Other,Female,4
2012-07-01,2012,3,Turkey,Europe Other,Male,16
2012-07-01,2012,3,Turkmenistan,Asia Central,Male,1
2012-07-01,2012,3,Uganda,Africa Sub-Saharan,Female,12
2012-07-01,2012,3,Uganda,Africa Sub-Saharan,Male,8
2012-07-01,2012,3,Ukraine,Europe Other,Female,2
2012-07-01,2012,3,Ukraine,Europe Other,Male,1
2012-07-01,2012,3,Uzbekistan,Asia Central,Male,1
2012-07-01,2012,3,Vietnam,Asia South East,Female,5
2012-07-01,2012,3,Vietnam,Asia South East,Male,9
2012-07-01,2012,3,Yemen,Middle East,Female,3
2012-07-01,2012,3,Yemen,Middle East,Male,5
2012-07-01,2012,3,Zambia,Africa Sub-Saharan,Female,2
2012-07-01,2012,3,Zimbabwe,Africa Sub-Saharan,Female,20
2012-07-01,2012,3,Zimbabwe,Africa Sub-Saharan,Male,20
2012-10-01,2012,4,Afghanistan,Asia Central,Female,11
2012-10-01,2012,4,Afghanistan,Asia Central,Male,114
2012-10-01,2012,4,Albania,Europe Other,Female,11
2012-10-01,2012,4,Albania,Europe Other,Male,35
2012-10-01,2012,4,Algeria,Africa North,Female,3
2012-10-01,2012,4,Algeria,Africa North,Male,14
2012-10-01,2012,4,Angola,Africa Sub-Saharan,Female,1
2012-10-01,2012,4,Angola,Africa Sub-Saharan,Male,1
2012-10-01,2012,4,Argentina,America Central and South,Male,1
2012-10-01,2012,4,Armenia,Europe Other,Male,1
2012-10-01,2012,4,Bahrain,Middle East,Male,1
2012-10-01,2012,4,Bangladesh,Asia South,Female,5
2012-10-01,2012,4,Bangladesh,Asia South,Male,81
2012-10-01,2012,4,Barbados,America Central and South,Male,1
2012-10-01,2012,4,Belarus,Europe Other,Female,1
2012-10-01,2012,4,Belarus,Europe Other,Male,1
2012-10-01,2012,4,Bosnia and Herzegovina,Europe Other,Male,1
2012-10-01,2012,4,Brazil,America Central and South,Male,1
2012-10-01,2012,4,Burma,Asia South East,Female,1
2012-10-01,2012,4,Burma,Asia South East,Male,4
2012-10-01,2012,4,Cameroon,Africa Sub-Saharan,Female,7
2012-10-01,2012,4,Cameroon,Africa Sub-Saharan,Male,6
2012-10-01,2012,4,Central African Republic,Africa Sub-Saharan,Male,2
2012-10-01,2012,4,China,Asia East,Female,32
2012-10-01,2012,4,China,Asia East,Male,42
2012-10-01,2012,4,Colombia,America Central and South,Male,3
2012-10-01,2012,4,Congo,Africa Sub-Saharan,Female,1
2012-10-01,2012,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,7
2012-10-01,2012,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,8
2012-10-01,2012,4,Croatia,EU Other,Male,1
2012-10-01,2012,4,Dominica,America Central and South,Female,2
2012-10-01,2012,4,Dominica,America Central and South,Male,1
2012-10-01,2012,4,Egypt,Africa North,Female,1
2012-10-01,2012,4,Egypt,Africa North,Male,13
2012-10-01,2012,4,El Salvador,America Central and South,Male,2
2012-10-01,2012,4,Eritrea,Africa Sub-Saharan,Female,12
2012-10-01,2012,4,Eritrea,Africa Sub-Saharan,Male,9
2012-10-01,2012,4,Ethiopia,Africa Sub-Saharan,Female,12
2012-10-01,2012,4,Ethiopia,Africa Sub-Saharan,Male,10
2012-10-01,2012,4,Former Yugoslavia,Europe Other,Male,1
2012-10-01,2012,4,Gabon,Africa Sub-Saharan,Male,1
2012-10-01,2012,4,"Gambia, The",Africa Sub-Saharan,Female,31
2012-10-01,2012,4,"Gambia, The",Africa Sub-Saharan,Male,12
2012-10-01,2012,4,Georgia,Europe Other,Male,3
2012-10-01,2012,4,Ghana,Africa Sub-Saharan,Female,6
2012-10-01,2012,4,Ghana,Africa Sub-Saharan,Male,8
2012-10-01,2012,4,Guinea,Africa Sub-Saharan,Female,3
2012-10-01,2012,4,Guinea,Africa Sub-Saharan,Male,5
2012-10-01,2012,4,Honduras,America Central and South,Female,1
2012-10-01,2012,4,Hong Kong,Asia East,Male,1
2012-10-01,2012,4,India,Asia South,Female,12
2012-10-01,2012,4,India,Asia South,Male,23
2012-10-01,2012,4,Iran,Middle East,Female,66
2012-10-01,2012,4,Iran,Middle East,Male,175
2012-10-01,2012,4,Iraq,Middle East,Female,11
2012-10-01,2012,4,Iraq,Middle East,Male,30
2012-10-01,2012,4,Iraq,Middle East,Unknown Sex,1
2012-10-01,2012,4,Israel,Middle East,Female,1
2012-10-01,2012,4,Ivory Coast,Africa Sub-Saharan,Female,3
2012-10-01,2012,4,Ivory Coast,Africa Sub-Saharan,Male,5
2012-10-01,2012,4,Jamaica,America Central and South,Female,4
2012-10-01,2012,4,Jamaica,America Central and South,Male,7
2012-10-01,2012,4,Jordan,Middle East,Male,2
2012-10-01,2012,4,Kenya,Africa Sub-Saharan,Female,11
2012-10-01,2012,4,Kenya,Africa Sub-Saharan,Male,6
2012-10-01,2012,4,Korea (North),Asia East,Female,1
2012-10-01,2012,4,Korea (South),Asia East,Male,1
2012-10-01,2012,4,Kosovo,Europe Other,Female,1
2012-10-01,2012,4,Kosovo,Europe Other,Male,3
2012-10-01,2012,4,Kuwait,Middle East,Female,1
2012-10-01,2012,4,Kuwait,Middle East,Male,9
2012-10-01,2012,4,Lebanon,Middle East,Female,1
2012-10-01,2012,4,Lebanon,Middle East,Male,2
2012-10-01,2012,4,Libya,Africa North,Male,30
2012-10-01,2012,4,Macedonia,Europe Other,Female,1
2012-10-01,2012,4,Macedonia,Europe Other,Male,1
2012-10-01,2012,4,Malawi,Africa Sub-Saharan,Female,14
2012-10-01,2012,4,Malawi,Africa Sub-Saharan,Male,3
2012-10-01,2012,4,Malaysia,Asia South East,Male,7
2012-10-01,2012,4,Mauritius,Africa Sub-Saharan,Female,2
2012-10-01,2012,4,Mauritius,Africa Sub-Saharan,Male,1
2012-10-01,2012,4,Mexico,America Central and South,Male,1
2012-10-01,2012,4,Mongolia,Asia East,Male,1
2012-10-01,2012,4,Morocco,Africa North,Male,5
2012-10-01,2012,4,Mozambique,Africa Sub-Saharan,Female,1
2012-10-01,2012,4,Nepal,Asia South,Female,4
2012-10-01,2012,4,Nepal,Asia South,Male,8
2012-10-01,2012,4,Nigeria,Africa Sub-Saharan,Female,53
2012-10-01,2012,4,Nigeria,Africa Sub-Saharan,Male,42
2012-10-01,2012,4,Occupied Palestinian Territories,Middle East,Male,11
2012-10-01,2012,4,Pakistan,Asia South,Female,95
2012-10-01,2012,4,Pakistan,Asia South,Male,290
2012-10-01,2012,4,Philippines,Asia South East,Male,2
2012-10-01,2012,4,Refugee,Other,Female,1
2012-10-01,2012,4,Refugee,Other,Male,1
2012-10-01,2012,4,Russia,Europe Other,Female,5
2012-10-01,2012,4,Russia,Europe Other,Male,4
2012-10-01,2012,4,Rwanda,Africa Sub-Saharan,Male,1
2012-10-01,2012,4,Senegal,Africa Sub-Saharan,Female,2
2012-10-01,2012,4,Senegal,Africa Sub-Saharan,Male,1
2012-10-01,2012,4,Sierra Leone,Africa Sub-Saharan,Female,5
2012-10-01,2012,4,Sierra Leone,Africa Sub-Saharan,Male,4
2012-10-01,2012,4,Somalia,Africa Sub-Saharan,Female,17
2012-10-01,2012,4,Somalia,Africa Sub-Saharan,Male,19
2012-10-01,2012,4,South Africa,Africa Sub-Saharan,Female,2
2012-10-01,2012,4,Sri Lanka,Asia South,Female,36
2012-10-01,2012,4,Sri Lanka,Asia South,Male,221
2012-10-01,2012,4,Stateless,Other,Female,1
2012-10-01,2012,4,Stateless,Other,Male,6
2012-10-01,2012,4,Sudan,Africa North,Female,7
2012-10-01,2012,4,Sudan,Africa North,Male,16
2012-10-01,2012,4,Swaziland,Africa Sub-Saharan,Female,2
2012-10-01,2012,4,Syria,Middle East,Female,5
2012-10-01,2012,4,Syria,Middle East,Male,26
2012-10-01,2012,4,Tanzania,Africa Sub-Saharan,Female,2
2012-10-01,2012,4,Tanzania,Africa Sub-Saharan,Male,1
2012-10-01,2012,4,Togo,Africa Sub-Saharan,Male,2
2012-10-01,2012,4,Trinidad and Tobago,America Central and South,Male,1
2012-10-01,2012,4,Tunisia,Africa North,Male,4
2012-10-01,2012,4,Turkey,Europe Other,Male,15
2012-10-01,2012,4,Uganda,Africa Sub-Saharan,Female,16
2012-10-01,2012,4,Uganda,Africa Sub-Saharan,Male,10
2012-10-01,2012,4,Ukraine,Europe Other,Female,1
2012-10-01,2012,4,Ukraine,Europe Other,Male,3
2012-10-01,2012,4,United States,America North,Female,1
2012-10-01,2012,4,United States,America North,Male,1
2012-10-01,2012,4,Uzbekistan,Asia Central,Female,1
2012-10-01,2012,4,Uzbekistan,Asia Central,Male,1
2012-10-01,2012,4,Vietnam,Asia South East,Female,6
2012-10-01,2012,4,Vietnam,Asia South East,Male,10
2012-10-01,2012,4,Yemen,Middle East,Female,3
2012-10-01,2012,4,Yemen,Middle East,Male,6
2012-10-01,2012,4,Zambia,Africa Sub-Saharan,Male,3
2012-10-01,2012,4,Zimbabwe,Africa Sub-Saharan,Female,33
2012-10-01,2012,4,Zimbabwe,Africa Sub-Saharan,Male,25
2013-01-01,2013,1,Afghanistan,Asia Central,Female,17
2013-01-01,2013,1,Afghanistan,Asia Central,Male,149
2013-01-01,2013,1,Albania,Europe Other,Female,37
2013-01-01,2013,1,Albania,Europe Other,Male,49
2013-01-01,2013,1,Algeria,Africa North,Female,1
2013-01-01,2013,1,Algeria,Africa North,Male,19
2013-01-01,2013,1,Angola,Africa Sub-Saharan,Male,3
2013-01-01,2013,1,Armenia,Europe Other,Male,1
2013-01-01,2013,1,Azerbaijan,Europe Other,Female,1
2013-01-01,2013,1,"Bahamas, The",America Central and South,Male,1
2013-01-01,2013,1,Bahrain,Middle East,Female,1
2013-01-01,2013,1,Bahrain,Middle East,Male,1
2013-01-01,2013,1,Bangladesh,Asia South,Female,12
2013-01-01,2013,1,Bangladesh,Asia South,Male,121
2013-01-01,2013,1,Belarus,Europe Other,Male,2
2013-01-01,2013,1,Bhutan,Asia South,Female,1
2013-01-01,2013,1,Bhutan,Asia South,Male,1
2013-01-01,2013,1,Botswana,Africa Sub-Saharan,Female,1
2013-01-01,2013,1,Botswana,Africa Sub-Saharan,Male,1
2013-01-01,2013,1,Burma,Asia South East,Female,2
2013-01-01,2013,1,Burma,Asia South East,Male,4
2013-01-01,2013,1,Burundi,Africa Sub-Saharan,Female,2
2013-01-01,2013,1,Cameroon,Africa Sub-Saharan,Female,7
2013-01-01,2013,1,Cameroon,Africa Sub-Saharan,Male,12
2013-01-01,2013,1,Canada,America North,Female,1
2013-01-01,2013,1,Central African Republic,Africa Sub-Saharan,Male,1
2013-01-01,2013,1,Chad,Africa Sub-Saharan,Female,1
2013-01-01,2013,1,Chad,Africa Sub-Saharan,Male,1
2013-01-01,2013,1,China,Asia East,Female,48
2013-01-01,2013,1,China,Asia East,Male,42
2013-01-01,2013,1,Comoros,Africa Sub-Saharan,Male,1
2013-01-01,2013,1,Congo,Africa Sub-Saharan,Female,1
2013-01-01,2013,1,Congo,Africa Sub-Saharan,Male,2
2013-01-01,2013,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,5
2013-01-01,2013,1,Congo (Democratic Republic),Africa Sub-Saharan,Male,9
2013-01-01,2013,1,Ecuador,America Central and South,Male,1
2013-01-01,2013,1,Egypt,Africa North,Female,8
2013-01-01,2013,1,Egypt,Africa North,Male,42
2013-01-01,2013,1,Eritrea,Africa Sub-Saharan,Female,13
2013-01-01,2013,1,Eritrea,Africa Sub-Saharan,Male,8
2013-01-01,2013,1,Ethiopia,Africa Sub-Saharan,Female,11
2013-01-01,2013,1,Ethiopia,Africa Sub-Saharan,Male,12
2013-01-01,2013,1,Former Yugoslavia,Europe Other,Male,1
2013-01-01,2013,1,"Gambia, The",Africa Sub-Saharan,Female,25
2013-01-01,2013,1,"Gambia, The",Africa Sub-Saharan,Male,19
2013-01-01,2013,1,Georgia,Europe Other,Female,1
2013-01-01,2013,1,Georgia,Europe Other,Male,2
2013-01-01,2013,1,Ghana,Africa Sub-Saharan,Female,5
2013-01-01,2013,1,Ghana,Africa Sub-Saharan,Male,7
2013-01-01,2013,1,Grenada,America Central and South,Female,1
2013-01-01,2013,1,Guinea,Africa Sub-Saharan,Female,6
2013-01-01,2013,1,Guinea,Africa Sub-Saharan,Male,6
2013-01-01,2013,1,India,Asia South,Female,9
2013-01-01,2013,1,India,Asia South,Male,27
2013-01-01,2013,1,Iran,Middle East,Female,65
2013-01-01,2013,1,Iran,Middle East,Male,204
2013-01-01,2013,1,Iraq,Middle East,Female,11
2013-01-01,2013,1,Iraq,Middle East,Male,27
2013-01-01,2013,1,Ivory Coast,Africa Sub-Saharan,Female,7
2013-01-01,2013,1,Ivory Coast,Africa Sub-Saharan,Male,5
2013-01-01,2013,1,Jamaica,America Central and South,Female,3
2013-01-01,2013,1,Jamaica,America Central and South,Male,5
2013-01-01,2013,1,Jordan,Middle East,Female,1
2013-01-01,2013,1,Jordan,Middle East,Male,5
2013-01-01,2013,1,Kazakhstan,Asia Central,Female,1
2013-01-01,2013,1,Kenya,Africa Sub-Saharan,Female,5
2013-01-01,2013,1,Kenya,Africa Sub-Saharan,Male,2
2013-01-01,2013,1,Korea (North),Asia East,Female,3
2013-01-01,2013,1,Korea (North),Asia East,Male,1
2013-01-01,2013,1,Kosovo,Europe Other,Male,7
2013-01-01,2013,1,Kuwait,Middle East,Female,1
2013-01-01,2013,1,Kuwait,Middle East,Male,2
2013-01-01,2013,1,Kyrgyzstan,Asia Central,Male,2
2013-01-01,2013,1,Lebanon,Middle East,Female,5
2013-01-01,2013,1,Lebanon,Middle East,Male,5
2013-01-01,2013,1,Libya,Africa North,Female,4
2013-01-01,2013,1,Libya,Africa North,Male,23
2013-01-01,2013,1,Malawi,Africa Sub-Saharan,Female,14
2013-01-01,2013,1,Malawi,Africa Sub-Saharan,Male,4
2013-01-01,2013,1,Malaysia,Asia South East,Male,2
2013-01-01,2013,1,Mali,Africa Sub-Saharan,Female,1
2013-01-01,2013,1,Mali,Africa Sub-Saharan,Male,3
2013-01-01,2013,1,Mauritania,Africa North,Male,1
2013-01-01,2013,1,Mauritius,Africa Sub-Saharan,Male,2
2013-01-01,2013,1,Mongolia,Asia East,Male,1
2013-01-01,2013,1,Morocco,Africa North,Female,1
2013-01-01,2013,1,Morocco,Africa North,Male,5
2013-01-01,2013,1,Namibia,Africa Sub-Saharan,Female,2
2013-01-01,2013,1,Namibia,Africa Sub-Saharan,Male,1
2013-01-01,2013,1,Nepal,Asia South,Female,2
2013-01-01,2013,1,Nepal,Asia South,Male,6
2013-01-01,2013,1,Nigeria,Africa Sub-Saharan,Female,48
2013-01-01,2013,1,Nigeria,Africa Sub-Saharan,Male,38
2013-01-01,2013,1,Occupied Palestinian Territories,Middle East,Female,1
2013-01-01,2013,1,Occupied Palestinian Territories,Middle East,Male,7
2013-01-01,2013,1,Other and unknown,Other,Male,1
2013-01-01,2013,1,Pakistan,Asia South,Female,134
2013-01-01,2013,1,Pakistan,Asia South,Male,331
2013-01-01,2013,1,Philippines,Asia South East,Female,1
2013-01-01,2013,1,Philippines,Asia South East,Male,1
2013-01-01,2013,1,Refugee,Other,Female,1
2013-01-01,2013,1,Refugee,Other,Male,2
2013-01-01,2013,1,Russia,Europe Other,Female,4
2013-01-01,2013,1,Russia,Europe Other,Male,3
2013-01-01,2013,1,Rwanda,Africa Sub-Saharan,Male,4
2013-01-01,2013,1,Senegal,Africa Sub-Saharan,Female,1
2013-01-01,2013,1,Senegal,Africa Sub-Saharan,Male,4
2013-01-01,2013,1,Sierra Leone,Africa Sub-Saharan,Female,5
2013-01-01,2013,1,Sierra Leone,Africa Sub-Saharan,Male,1
2013-01-01,2013,1,Somalia,Africa Sub-Saharan,Female,14
2013-01-01,2013,1,Somalia,Africa Sub-Saharan,Male,23
2013-01-01,2013,1,South Africa,Africa Sub-Saharan,Female,4
2013-01-01,2013,1,South Africa,Africa Sub-Saharan,Male,1
2013-01-01,2013,1,Sri Lanka,Asia South,Female,50
2013-01-01,2013,1,Sri Lanka,Asia South,Male,217
2013-01-01,2013,1,Stateless,Other,Female,3
2013-01-01,2013,1,Stateless,Other,Male,4
2013-01-01,2013,1,Sudan,Africa North,Female,5
2013-01-01,2013,1,Sudan,Africa North,Male,16
2013-01-01,2013,1,Swaziland,Africa Sub-Saharan,Male,1
2013-01-01,2013,1,Syria,Middle East,Female,1
2013-01-01,2013,1,Syria,Middle East,Male,22
2013-01-01,2013,1,Tanzania,Africa Sub-Saharan,Female,2
2013-01-01,2013,1,Tanzania,Africa Sub-Saharan,Male,4
2013-01-01,2013,1,Thailand,Asia South East,Female,4
2013-01-01,2013,1,Togo,Africa Sub-Saharan,Male,4
2013-01-01,2013,1,Trinidad and Tobago,America Central and South,Male,2
2013-01-01,2013,1,Tunisia,Africa North,Male,2
2013-01-01,2013,1,Turkey,Europe Other,Female,2
2013-01-01,2013,1,Turkey,Europe Other,Male,27
2013-01-01,2013,1,Turkmenistan,Asia Central,Female,2
2013-01-01,2013,1,Uganda,Africa Sub-Saharan,Female,20
2013-01-01,2013,1,Uganda,Africa Sub-Saharan,Male,8
2013-01-01,2013,1,Ukraine,Europe Other,Male,2
2013-01-01,2013,1,United States,America North,Male,1
2013-01-01,2013,1,Uzbekistan,Asia Central,Male,1
2013-01-01,2013,1,Vietnam,Asia South East,Female,11
2013-01-01,2013,1,Vietnam,Asia South East,Male,23
2013-01-01,2013,1,Western Sahara,Africa North,Male,2
2013-01-01,2013,1,Yemen,Middle East,Male,4
2013-01-01,2013,1,Zambia,Africa Sub-Saharan,Female,3
2013-01-01,2013,1,Zambia,Africa Sub-Saharan,Male,1
2013-01-01,2013,1,Zimbabwe,Africa Sub-Saharan,Female,35
2013-01-01,2013,1,Zimbabwe,Africa Sub-Saharan,Male,23
2013-04-01,2013,2,Afghanistan,Asia Central,Female,5
2013-04-01,2013,2,Afghanistan,Asia Central,Male,147
2013-04-01,2013,2,Albania,Europe Other,Female,44
2013-04-01,2013,2,Albania,Europe Other,Male,91
2013-04-01,2013,2,Algeria,Africa North,Female,3
2013-04-01,2013,2,Algeria,Africa North,Male,27
2013-04-01,2013,2,Angola,Africa Sub-Saharan,Female,5
2013-04-01,2013,2,Angola,Africa Sub-Saharan,Male,8
2013-04-01,2013,2,Armenia,Europe Other,Male,1
2013-04-01,2013,2,Azerbaijan,Europe Other,Female,1
2013-04-01,2013,2,Bangladesh,Asia South,Female,9
2013-04-01,2013,2,Bangladesh,Asia South,Male,172
2013-04-01,2013,2,Benin,Africa Sub-Saharan,Female,2
2013-04-01,2013,2,Benin,Africa Sub-Saharan,Male,1
2013-04-01,2013,2,Bolivia,America Central and South,Female,1
2013-04-01,2013,2,Burma,Asia South East,Male,3
2013-04-01,2013,2,Burundi,Africa Sub-Saharan,Male,2
2013-04-01,2013,2,Cameroon,Africa Sub-Saharan,Female,4
2013-04-01,2013,2,Cameroon,Africa Sub-Saharan,Male,18
2013-04-01,2013,2,Chad,Africa Sub-Saharan,Male,1
2013-04-01,2013,2,China,Asia East,Female,58
2013-04-01,2013,2,China,Asia East,Male,57
2013-04-01,2013,2,Congo,Africa Sub-Saharan,Female,1
2013-04-01,2013,2,Congo,Africa Sub-Saharan,Male,3
2013-04-01,2013,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,14
2013-04-01,2013,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,9
2013-04-01,2013,2,Cuba,America Central and South,Male,1
2013-04-01,2013,2,Egypt,Africa North,Female,1
2013-04-01,2013,2,Egypt,Africa North,Male,24
2013-04-01,2013,2,Equatorial Guinea,Africa Sub-Saharan,Female,1
2013-04-01,2013,2,Eritrea,Africa Sub-Saharan,Female,10
2013-04-01,2013,2,Eritrea,Africa Sub-Saharan,Male,8
2013-04-01,2013,2,Ethiopia,Africa Sub-Saharan,Female,9
2013-04-01,2013,2,Ethiopia,Africa Sub-Saharan,Male,9
2013-04-01,2013,2,Former Yugoslavia,Europe Other,Male,1
2013-04-01,2013,2,"Gambia, The",Africa Sub-Saharan,Female,20
2013-04-01,2013,2,"Gambia, The",Africa Sub-Saharan,Male,13
2013-04-01,2013,2,Georgia,Europe Other,Female,1
2013-04-01,2013,2,Georgia,Europe Other,Male,3
2013-04-01,2013,2,Ghana,Africa Sub-Saharan,Female,7
2013-04-01,2013,2,Ghana,Africa Sub-Saharan,Male,21
2013-04-01,2013,2,Guinea,Africa Sub-Saharan,Female,3
2013-04-01,2013,2,Guinea,Africa Sub-Saharan,Male,7
2013-04-01,2013,2,India,Asia South,Female,7
2013-04-01,2013,2,India,Asia South,Male,34
2013-04-01,2013,2,Indonesia,Asia South East,Female,1
2013-04-01,2013,2,Indonesia,Asia South East,Male,1
2013-04-01,2013,2,Iran,Middle East,Female,69
2013-04-01,2013,2,Iran,Middle East,Male,194
2013-04-01,2013,2,Iraq,Middle East,Female,12
2013-04-01,2013,2,Iraq,Middle East,Male,28
2013-04-01,2013,2,Israel,Middle East,Male,1
2013-04-01,2013,2,Ivory Coast,Africa Sub-Saharan,Female,4
2013-04-01,2013,2,Ivory Coast,Africa Sub-Saharan,Male,4
2013-04-01,2013,2,Jamaica,America Central and South,Female,3
2013-04-01,2013,2,Jamaica,America Central and South,Male,7
2013-04-01,2013,2,Jordan,Middle East,Female,1
2013-04-01,2013,2,Jordan,Middle East,Male,5
2013-04-01,2013,2,Kenya,Africa Sub-Saharan,Female,8
2013-04-01,2013,2,Kenya,Africa Sub-Saharan,Male,6
2013-04-01,2013,2,Korea (North),Asia East,Female,2
2013-04-01,2013,2,Kosovo,Europe Other,Female,4
2013-04-01,2013,2,Kosovo,Europe Other,Male,5
2013-04-01,2013,2,Kuwait,Middle East,Female,2
2013-04-01,2013,2,Kuwait,Middle East,Male,4
2013-04-01,2013,2,Lebanon,Middle East,Female,2
2013-04-01,2013,2,Lebanon,Middle East,Male,8
2013-04-01,2013,2,Libya,Africa North,Female,2
2013-04-01,2013,2,Libya,Africa North,Male,30
2013-04-01,2013,2,Macedonia,Europe Other,Male,1
2013-04-01,2013,2,Malawi,Africa Sub-Saharan,Female,12
2013-04-01,2013,2,Malawi,Africa Sub-Saharan,Male,5
2013-04-01,2013,2,Malaysia,Asia South East,Female,1
2013-04-01,2013,2,Malaysia,Asia South East,Male,3
2013-04-01,2013,2,Mali,Africa Sub-Saharan,Male,3
2013-04-01,2013,2,Mauritius,Africa Sub-Saharan,Female,3
2013-04-01,2013,2,Mexico,America Central and South,Male,2
2013-04-01,2013,2,Mongolia,Asia East,Female,2
2013-04-01,2013,2,Mongolia,Asia East,Male,1
2013-04-01,2013,2,Morocco,Africa North,Female,2
2013-04-01,2013,2,Morocco,Africa North,Male,5
2013-04-01,2013,2,Namibia,Africa Sub-Saharan,Female,1
2013-04-01,2013,2,Nepal,Asia South,Female,4
2013-04-01,2013,2,Nepal,Asia South,Male,5
