Date,Year,Quarter,Nationality,Region,Raised or resolved,Raised type / Resolved outcome,Age disputes
2013-10-01,2013,4,India,Asia South,Raised,Asylum application raised in quarter,1
2013-10-01,2013,4,India,Asia South,Resolved,Less than 18,1
2013-10-01,2013,4,Iran,Middle East,Raised,Existing asylum application,1
2013-10-01,2013,4,Iran,Middle East,Raised,Asylum application raised in quarter,2
2013-10-01,2013,4,Iran,Middle East,Resolved,Less than 18,7
2013-10-01,2013,4,Iran,Middle East,Resolved,18+,1
2013-10-01,2013,4,Iraq,Middle East,Raised,Asylum application raised in quarter,1
2013-10-01,2013,4,Iraq,Middle East,Resolved,Less than 18,3
2013-10-01,2013,4,Iraq,Middle East,Resolved,18+,1
2013-10-01,2013,4,Liberia,Africa Sub-Saharan,Resolved,Less than 18,1
2013-10-01,2013,4,Mali,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2013-10-01,2013,4,Mali,Africa Sub-Saharan,Resolved,18+,2
2013-10-01,2013,4,Moldova,Europe Other,Resolved,Less than 18,1
2013-10-01,2013,4,Pakistan,Asia South,Raised,Asylum application raised in quarter,1
2013-10-01,2013,4,Pakistan,Asia South,Resolved,18+,3
2013-10-01,2013,4,Romania,EU 2,Resolved,Less than 18,1
2013-10-01,2013,4,Serbia,Europe Other,Resolved,Less than 18,1
2013-10-01,2013,4,Sierra Leone,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2013-10-01,2013,4,Sierra Leone,Africa Sub-Saharan,Resolved,18+,1
2013-10-01,2013,4,Somalia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,3
2013-10-01,2013,4,Somalia,Africa Sub-Saharan,Resolved,Less than 18,2
2013-10-01,2013,4,Somalia,Africa Sub-Saharan,Resolved,18+,2
2013-10-01,2013,4,Sri Lanka,Asia South,Resolved,18+,2
2013-10-01,2013,4,Sudan,Africa North,Raised,Existing asylum application,1
2013-10-01,2013,4,Sudan,Africa North,Raised,Asylum application raised in quarter,7
2013-10-01,2013,4,Sudan,Africa North,Resolved,Less than 18,4
2013-10-01,2013,4,Sudan,Africa North,Resolved,18+,4
2013-10-01,2013,4,Syria,Middle East,Raised,Asylum application raised in quarter,8
2013-10-01,2013,4,Syria,Middle East,Resolved,Less than 18,1
2013-10-01,2013,4,Syria,Middle East,Resolved,18+,6
2013-10-01,2013,4,Uganda,Africa Sub-Saharan,Raised,Existing asylum application,1
2013-10-01,2013,4,Uganda,Africa Sub-Saharan,Resolved,Less than 18,1
2013-10-01,2013,4,Vietnam,Asia South East,Raised,Existing asylum application,1
2013-10-01,2013,4,Vietnam,Asia South East,Raised,Asylum application raised in quarter,4
2013-10-01,2013,4,Vietnam,Asia South East,Resolved,Less than 18,1
2013-10-01,2013,4,Vietnam,Asia South East,Resolved,18+,4
2014-01-01,2014,1,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,8
2014-01-01,2014,1,Afghanistan,Asia Central,Resolved,Less than 18,16
2014-01-01,2014,1,Afghanistan,Asia Central,Resolved,18+,4
2014-01-01,2014,1,Albania,Europe Other,Raised,Existing asylum application,1
2014-01-01,2014,1,Albania,Europe Other,Raised,Asylum application raised in quarter,8
2014-01-01,2014,1,Albania,Europe Other,Resolved,Less than 18,4
2014-01-01,2014,1,Albania,Europe Other,Resolved,18+,5
2014-01-01,2014,1,Algeria,Africa North,Raised,Asylum application raised in quarter,1
2014-01-01,2014,1,Algeria,Africa North,Resolved,18+,1
2014-01-01,2014,1,Angola,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2014-01-01,2014,1,Angola,Africa Sub-Saharan,Resolved,Less than 18,1
2014-01-01,2014,1,Angola,Africa Sub-Saharan,Resolved,18+,1
2014-01-01,2014,1,Bangladesh,Asia South,Resolved,18+,1
2014-01-01,2014,1,Burundi,Africa Sub-Saharan,Resolved,Less than 18,1
2014-01-01,2014,1,Burundi,Africa Sub-Saharan,Resolved,18+,1
2014-01-01,2014,1,China,Asia East,Resolved,Less than 18,3
2014-01-01,2014,1,China,Asia East,Resolved,18+,3
2014-01-01,2014,1,Congo (Democratic Republic),Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2014-01-01,2014,1,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,Less than 18,2
2014-01-01,2014,1,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,18+,1
2014-01-01,2014,1,Cuba,America Central and South,Resolved,Less than 18,1
2014-01-01,2014,1,Egypt,Africa North,Raised,Existing asylum application,1
2014-01-01,2014,1,Egypt,Africa North,Raised,Asylum application raised in quarter,5
2014-01-01,2014,1,Egypt,Africa North,Resolved,Less than 18,2
2014-01-01,2014,1,Egypt,Africa North,Resolved,18+,3
2014-01-01,2014,1,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,2
2014-01-01,2014,1,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,11
2014-01-01,2014,1,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,4
2014-01-01,2014,1,Eritrea,Africa Sub-Saharan,Resolved,18+,8
2014-01-01,2014,1,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,3
2014-01-01,2014,1,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,2
2014-01-01,2014,1,Ethiopia,Africa Sub-Saharan,Resolved,18+,1
2014-01-01,2014,1,France,EU 14,Resolved,18+,1
2014-01-01,2014,1,Guinea,Africa Sub-Saharan,Resolved,Less than 18,1
2014-01-01,2014,1,Guinea,Africa Sub-Saharan,Resolved,18+,1
2014-01-01,2014,1,India,Asia South,Resolved,Less than 18,1
2014-01-01,2014,1,Iran,Middle East,Raised,Asylum application raised in quarter,3
2014-01-01,2014,1,Iran,Middle East,Resolved,Less than 18,1
2014-01-01,2014,1,Iran,Middle East,Resolved,18+,2
2014-01-01,2014,1,Iraq,Middle East,Raised,Asylum application raised in quarter,1
2014-01-01,2014,1,Iraq,Middle East,Resolved,Less than 18,5
2014-01-01,2014,1,Iraq,Middle East,Resolved,18+,2
2014-01-01,2014,1,Kosovo,Europe Other,Resolved,Less than 18,1
2014-01-01,2014,1,Kosovo,Europe Other,Resolved,18+,1
2014-01-01,2014,1,Libya,Africa North,Raised,Asylum application raised in quarter,1
2014-01-01,2014,1,Libya,Africa North,Resolved,18+,1
2014-01-01,2014,1,Mauritania,Africa North,Raised,Asylum application raised in quarter,1
2014-01-01,2014,1,Morocco,Africa North,Raised,Asylum application raised in quarter,2
2014-01-01,2014,1,Morocco,Africa North,Resolved,Less than 18,1
2014-01-01,2014,1,Morocco,Africa North,Resolved,18+,2
2014-01-01,2014,1,Niger,Africa Sub-Saharan,Resolved,Less than 18,1
2014-01-01,2014,1,Nigeria,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2014-01-01,2014,1,Nigeria,Africa Sub-Saharan,Resolved,Less than 18,1
2014-01-01,2014,1,Nigeria,Africa Sub-Saharan,Resolved,18+,1
2014-01-01,2014,1,Occupied Palestinian Territories,Middle East,Resolved,Less than 18,1
2014-01-01,2014,1,Pakistan,Asia South,Raised,Asylum application raised in quarter,1
2014-01-01,2014,1,Pakistan,Asia South,Resolved,Less than 18,1
2014-01-01,2014,1,Pakistan,Asia South,Resolved,18+,1
2014-01-01,2014,1,Rwanda,Africa Sub-Saharan,Resolved,Less than 18,1
2014-01-01,2014,1,Sierra Leone,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2014-01-01,2014,1,Sierra Leone,Africa Sub-Saharan,Resolved,Less than 18,2
2014-01-01,2014,1,Somalia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,3
2014-01-01,2014,1,Somalia,Africa Sub-Saharan,Resolved,Less than 18,2
2014-01-01,2014,1,Somalia,Africa Sub-Saharan,Resolved,18+,1
2014-01-01,2014,1,Sudan,Africa North,Raised,Asylum application raised in quarter,3
2014-01-01,2014,1,Sudan,Africa North,Resolved,Less than 18,3
2014-01-01,2014,1,Sudan,Africa North,Resolved,18+,1
2014-01-01,2014,1,Syria,Middle East,Raised,Asylum application raised in quarter,5
2014-01-01,2014,1,Syria,Middle East,Resolved,18+,4
2014-01-01,2014,1,Turkey,Europe Other,Raised,Asylum application raised in quarter,1
2014-01-01,2014,1,Turkey,Europe Other,Resolved,Less than 18,1
2014-01-01,2014,1,Vietnam,Asia South East,Raised,Existing asylum application,1
2014-01-01,2014,1,Vietnam,Asia South East,Raised,Asylum application raised in quarter,6
2014-01-01,2014,1,Vietnam,Asia South East,Resolved,Less than 18,2
2014-01-01,2014,1,Vietnam,Asia South East,Resolved,18+,4
2014-01-01,2014,1,Zimbabwe,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2014-01-01,2014,1,Zimbabwe,Africa Sub-Saharan,Resolved,18+,1
2014-04-01,2014,2,Afghanistan,Asia Central,Raised,Existing asylum application,1
2014-04-01,2014,2,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,16
2014-04-01,2014,2,Afghanistan,Asia Central,Resolved,Less than 18,15
2014-04-01,2014,2,Afghanistan,Asia Central,Resolved,18+,15
2014-04-01,2014,2,Albania,Europe Other,Raised,Existing asylum application,1
2014-04-01,2014,2,Albania,Europe Other,Raised,Asylum application raised in quarter,7
2014-04-01,2014,2,Albania,Europe Other,Resolved,Less than 18,4
2014-04-01,2014,2,Albania,Europe Other,Resolved,18+,5
2014-04-01,2014,2,Algeria,Africa North,Raised,Asylum application raised in quarter,1
2014-04-01,2014,2,Algeria,Africa North,Resolved,Less than 18,1
2014-04-01,2014,2,Algeria,Africa North,Resolved,18+,1
2014-04-01,2014,2,Angola,Africa Sub-Saharan,Raised,Existing asylum application,1
2014-04-01,2014,2,Angola,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2014-04-01,2014,2,Angola,Africa Sub-Saharan,Resolved,Less than 18,2
2014-04-01,2014,2,Angola,Africa Sub-Saharan,Resolved,18+,1
2014-04-01,2014,2,Azerbaijan,Europe Other,Resolved,Less than 18,1
2014-04-01,2014,2,China,Asia East,Raised,Asylum application raised in quarter,1
2014-04-01,2014,2,China,Asia East,Resolved,Less than 18,4
2014-04-01,2014,2,China,Asia East,Resolved,18+,2
2014-04-01,2014,2,Congo (Democratic Republic),Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2014-04-01,2014,2,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,Less than 18,2
2014-04-01,2014,2,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,18+,1
2014-04-01,2014,2,Egypt,Africa North,Raised,Asylum application raised in quarter,1
2014-04-01,2014,2,Egypt,Africa North,Resolved,Less than 18,1
2014-04-01,2014,2,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,3
2014-04-01,2014,2,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,15
2014-04-01,2014,2,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,7
2014-04-01,2014,2,Eritrea,Africa Sub-Saharan,Resolved,18+,8
2014-04-01,2014,2,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2014-04-01,2014,2,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,2
2014-04-01,2014,2,"Gambia, The",Africa Sub-Saharan,Resolved,18+,1
2014-04-01,2014,2,India,Asia South,Resolved,Less than 18,1
2014-04-01,2014,2,India,Asia South,Resolved,18+,2
2014-04-01,2014,2,Iran,Middle East,Raised,Asylum application raised in quarter,2
2014-04-01,2014,2,Iran,Middle East,Resolved,Less than 18,5
2014-04-01,2014,2,Iran,Middle East,Resolved,18+,2
2014-04-01,2014,2,Iraq,Middle East,Resolved,Less than 18,1
2014-04-01,2014,2,Iraq,Middle East,Resolved,18+,1
2014-04-01,2014,2,Ivory Coast,Africa Sub-Saharan,Resolved,18+,1
2014-04-01,2014,2,Kenya,Africa Sub-Saharan,Resolved,Less than 18,1
2014-04-01,2014,2,Kosovo,Europe Other,Resolved,18+,1
2014-04-01,2014,2,Kuwait,Middle East,Raised,Asylum application raised in quarter,1
2014-04-01,2014,2,Kuwait,Middle East,Resolved,18+,1
2014-04-01,2014,2,Liberia,Africa Sub-Saharan,Resolved,Less than 18,2
2014-04-01,2014,2,Macedonia,Europe Other,Resolved,18+,1
2014-04-01,2014,2,Malawi,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2014-04-01,2014,2,Malawi,Africa Sub-Saharan,Resolved,Less than 18,1
2014-04-01,2014,2,Mali,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2014-04-01,2014,2,Moldova,Europe Other,Resolved,18+,1
2014-04-01,2014,2,Montenegro,Europe Other,Resolved,Less than 18,1
2014-04-01,2014,2,Morocco,Africa North,Raised,Asylum application raised in quarter,4
2014-04-01,2014,2,Morocco,Africa North,Resolved,Less than 18,2
2014-04-01,2014,2,Morocco,Africa North,Resolved,18+,2
2014-04-01,2014,2,Pakistan,Asia South,Raised,Asylum application raised in quarter,1
2014-04-01,2014,2,Pakistan,Asia South,Resolved,Less than 18,1
2014-04-01,2014,2,Rwanda,Africa Sub-Saharan,Resolved,Less than 18,1
2014-04-01,2014,2,Rwanda,Africa Sub-Saharan,Resolved,18+,1
2014-04-01,2014,2,Serbia,Europe Other,Resolved,18+,1
2014-04-01,2014,2,Sierra Leone,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2014-04-01,2014,2,Sierra Leone,Africa Sub-Saharan,Resolved,Less than 18,2
2014-04-01,2014,2,Sierra Leone,Africa Sub-Saharan,Resolved,18+,2
2014-04-01,2014,2,Somalia,Africa Sub-Saharan,Resolved,Less than 18,1
2014-04-01,2014,2,Somalia,Africa Sub-Saharan,Resolved,18+,2
2014-04-01,2014,2,Syria,Middle East,Raised,Asylum application raised in quarter,2
2014-04-01,2014,2,Syria,Middle East,Resolved,Less than 18,1
2014-04-01,2014,2,Syria,Middle East,Resolved,18+,1
2014-04-01,2014,2,Tanzania,Africa Sub-Saharan,Resolved,Less than 18,1
2014-04-01,2014,2,Togo,Africa Sub-Saharan,Resolved,Less than 18,1
2014-04-01,2014,2,Tunisia,Africa North,Raised,Asylum application raised in quarter,1
2014-04-01,2014,2,Tunisia,Africa North,Resolved,18+,1
2014-04-01,2014,2,Turkey,Europe Other,Raised,Asylum application raised in quarter,4
2014-04-01,2014,2,Turkey,Europe Other,Resolved,Less than 18,1
2014-04-01,2014,2,Turkey,Europe Other,Resolved,18+,3
2014-04-01,2014,2,Uganda,Africa Sub-Saharan,Resolved,Less than 18,2
2014-04-01,2014,2,Vietnam,Asia South East,Raised,Asylum application raised in quarter,8
2014-04-01,2014,2,Vietnam,Asia South East,Resolved,Less than 18,4
2014-04-01,2014,2,Vietnam,Asia South East,Resolved,18+,6
2014-07-01,2014,3,Afghanistan,Asia Central,Raised,Existing asylum application,1
2014-07-01,2014,3,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,13
2014-07-01,2014,3,Afghanistan,Asia Central,Resolved,Less than 18,12
2014-07-01,2014,3,Afghanistan,Asia Central,Resolved,18+,15
2014-07-01,2014,3,Albania,Europe Other,Raised,Existing asylum application,1
2014-07-01,2014,3,Albania,Europe Other,Raised,Asylum application raised in quarter,7
2014-07-01,2014,3,Albania,Europe Other,Resolved,Less than 18,3
2014-07-01,2014,3,Albania,Europe Other,Resolved,18+,4
2014-07-01,2014,3,Algeria,Africa North,Raised,Asylum application raised in quarter,1
2014-07-01,2014,3,Algeria,Africa North,Resolved,18+,1
2014-07-01,2014,3,Angola,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2014-07-01,2014,3,Angola,Africa Sub-Saharan,Resolved,Less than 18,1
2014-07-01,2014,3,Angola,Africa Sub-Saharan,Resolved,18+,1
2014-07-01,2014,3,Bangladesh,Asia South,Resolved,Less than 18,1
2014-07-01,2014,3,China,Asia East,Raised,Asylum application raised in quarter,1
2014-07-01,2014,3,China,Asia East,Resolved,Less than 18,7
2014-07-01,2014,3,Congo,Africa Sub-Saharan,Resolved,18+,1
2014-07-01,2014,3,Congo (Democratic Republic),Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2014-07-01,2014,3,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,18+,1
2014-07-01,2014,3,Egypt,Africa North,Raised,Asylum application raised in quarter,3
2014-07-01,2014,3,Egypt,Africa North,Resolved,Less than 18,2
2014-07-01,2014,3,Egypt,Africa North,Resolved,18+,2
2014-07-01,2014,3,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,1
2014-07-01,2014,3,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,19
2014-07-01,2014,3,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,8
2014-07-01,2014,3,Eritrea,Africa Sub-Saharan,Resolved,18+,12
2014-07-01,2014,3,Ethiopia,Africa Sub-Saharan,Raised,Existing asylum application,1
2014-07-01,2014,3,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2014-07-01,2014,3,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,2
2014-07-01,2014,3,Ethiopia,Africa Sub-Saharan,Resolved,18+,1
2014-07-01,2014,3,"Gambia, The",Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2014-07-01,2014,3,"Gambia, The",Africa Sub-Saharan,Resolved,18+,1
2014-07-01,2014,3,Guinea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2014-07-01,2014,3,Guinea,Africa Sub-Saharan,Resolved,18+,1
2014-07-01,2014,3,India,Asia South,Resolved,Less than 18,1
2014-07-01,2014,3,Iran,Middle East,Raised,Existing asylum application,1
2014-07-01,2014,3,Iran,Middle East,Raised,Asylum application raised in quarter,4
2014-07-01,2014,3,Iran,Middle East,Resolved,Less than 18,3
2014-07-01,2014,3,Iran,Middle East,Resolved,18+,1
2014-07-01,2014,3,Iraq,Middle East,Resolved,Less than 18,4
2014-07-01,2014,3,Iraq,Middle East,Resolved,18+,1
2014-07-01,2014,3,Kosovo,Europe Other,Resolved,18+,1
2014-07-01,2014,3,Mali,Africa Sub-Saharan,Raised,Existing asylum application,1
2014-07-01,2014,3,Mali,Africa Sub-Saharan,Resolved,18+,1
2014-07-01,2014,3,Morocco,Africa North,Raised,Existing asylum application,1
2014-07-01,2014,3,Morocco,Africa North,Resolved,18+,1
2014-07-01,2014,3,Pakistan,Asia South,Resolved,Less than 18,2
2014-07-01,2014,3,Romania,EU 2,Resolved,18+,1
2014-07-01,2014,3,Serbia,Europe Other,Resolved,Less than 18,2
2014-07-01,2014,3,Sierra Leone,Africa Sub-Saharan,Resolved,Less than 18,1
2014-07-01,2014,3,Somalia,Africa Sub-Saharan,Raised,Existing asylum application,1
2014-07-01,2014,3,Somalia,Africa Sub-Saharan,Resolved,Less than 18,2
2014-07-01,2014,3,Somalia,Africa Sub-Saharan,Resolved,18+,1
2014-07-01,2014,3,Sri Lanka,Asia South,Resolved,Less than 18,1
2014-07-01,2014,3,Stateless,Other,Raised,Asylum application raised in quarter,4
2014-07-01,2014,3,Stateless,Other,Resolved,Less than 18,1
2014-07-01,2014,3,Stateless,Other,Resolved,18+,3
2014-07-01,2014,3,Sudan,Africa North,Raised,Asylum application raised in quarter,7
2014-07-01,2014,3,Sudan,Africa North,Resolved,Less than 18,1
2014-07-01,2014,3,Sudan,Africa North,Resolved,18+,4
2014-07-01,2014,3,Syria,Middle East,Raised,Existing asylum application,1
2014-07-01,2014,3,Syria,Middle East,Raised,Asylum application raised in quarter,7
2014-07-01,2014,3,Syria,Middle East,Resolved,Less than 18,3
2014-07-01,2014,3,Syria,Middle East,Resolved,18+,4
2014-07-01,2014,3,Turkey,Europe Other,Raised,Asylum application raised in quarter,2
2014-07-01,2014,3,Turkey,Europe Other,Resolved,Less than 18,2
2014-07-01,2014,3,Vietnam,Asia South East,Raised,Asylum application raised in quarter,2
2014-07-01,2014,3,Vietnam,Asia South East,Resolved,Less than 18,6
2014-07-01,2014,3,Vietnam,Asia South East,Resolved,18+,2
2014-10-01,2014,4,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,17
2014-10-01,2014,4,Afghanistan,Asia Central,Resolved,Less than 18,10
2014-10-01,2014,4,Afghanistan,Asia Central,Resolved,18+,13
2014-10-01,2014,4,Albania,Europe Other,Raised,Asylum application raised in quarter,12
2014-10-01,2014,4,Albania,Europe Other,Resolved,Less than 18,9
2014-10-01,2014,4,Albania,Europe Other,Resolved,18+,3
2014-10-01,2014,4,Algeria,Africa North,Resolved,18+,1
2014-10-01,2014,4,Angola,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2014-10-01,2014,4,Angola,Africa Sub-Saharan,Resolved,18+,1
2014-10-01,2014,4,Cameroon,Africa Sub-Saharan,Resolved,Less than 18,1
2014-10-01,2014,4,China,Asia East,Resolved,Less than 18,3
2014-10-01,2014,4,China,Asia East,Resolved,18+,4
2014-10-01,2014,4,Congo,Africa Sub-Saharan,Raised,Existing asylum application,3
2014-10-01,2014,4,Congo,Africa Sub-Saharan,Resolved,Less than 18,1
2014-10-01,2014,4,Congo (Democratic Republic),Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2014-10-01,2014,4,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,Less than 18,1
2014-10-01,2014,4,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,18+,1
2014-10-01,2014,4,Egypt,Africa North,Raised,Asylum application raised in quarter,1
2014-10-01,2014,4,Egypt,Africa North,Resolved,Less than 18,1
2014-10-01,2014,4,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,1
2014-10-01,2014,4,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,18
2014-10-01,2014,4,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,4
2014-10-01,2014,4,Eritrea,Africa Sub-Saharan,Resolved,18+,8
