Year,Nationality,Region,Support type granted,Group type,Applications
2016,Burma,Asia South East,Closed / Invalid,Single adult,7
2016,Burundi,Africa Sub-Saharan,Accommodation,Family,2
2016,Burundi,Africa Sub-Saharan,Accommodation,Single adult,5
2016,Burundi,Africa Sub-Saharan,Closed / Invalid,Single adult,9
2016,Burundi,Africa Sub-Saharan,Subsistence Only,Single adult,2
2016,Cambodia,Asia South East,Accommodation,Single adult,1
2016,Cambodia,Asia South East,Closed / Invalid,Single adult,1
2016,Cameroon,Africa Sub-Saharan,Accommodation,Family,13
2016,Cameroon,Africa Sub-Saharan,Accommodation,Single adult,72
2016,Cameroon,Africa Sub-Saharan,Closed / Invalid,Family,1
2016,Cameroon,Africa Sub-Saharan,Closed / Invalid,Single adult,36
2016,Cameroon,Africa Sub-Saharan,Subsistence Only,Family,1
2016,Cameroon,Africa Sub-Saharan,Subsistence Only,Single adult,4
2016,Canada,America North,Accommodation,Single adult,1
2016,Canada,America North,Closed / Invalid,Single adult,3
2016,Central African Republic,Africa Sub-Saharan,Accommodation,Single adult,1
2016,Chad,Africa Sub-Saharan,Accommodation,Single adult,2
2016,China,Asia East,Accommodation,Family,140
2016,China,Asia East,Accommodation,Single adult,57
2016,China,Asia East,Closed / Invalid,Family,8
2016,China,Asia East,Closed / Invalid,Single adult,177
2016,China,Asia East,Subsistence Only,Single adult,1
2016,Colombia,America Central and South,Accommodation,Family,1
2016,Colombia,America Central and South,Accommodation,Single adult,6
2016,Colombia,America Central and South,Closed / Invalid,Single adult,2
2016,Comoros,Africa Sub-Saharan,Accommodation,Family,1
2016,Comoros,Africa Sub-Saharan,Accommodation,Single adult,1
2016,Comoros,Africa Sub-Saharan,Closed / Invalid,Family,1
2016,Comoros,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2016,Congo,Africa Sub-Saharan,Accommodation,Family,15
2016,Congo,Africa Sub-Saharan,Accommodation,Single adult,67
2016,Congo,Africa Sub-Saharan,Closed / Invalid,Family,2
2016,Congo,Africa Sub-Saharan,Closed / Invalid,Single adult,37
2016,Congo,Africa Sub-Saharan,Subsistence Only,Family,2
2016,Congo,Africa Sub-Saharan,Subsistence Only,Single adult,9
2016,Congo (Democratic Republic),Africa Sub-Saharan,Accommodation,Family,2
2016,Congo (Democratic Republic),Africa Sub-Saharan,Accommodation,Single adult,44
2016,Congo (Democratic Republic),Africa Sub-Saharan,Closed / Invalid,Single adult,14
2016,Congo (Democratic Republic),Africa Sub-Saharan,Subsistence Only,Family,1
2016,Congo (Democratic Republic),Africa Sub-Saharan,Subsistence Only,Single adult,4
2016,Cuba,America Central and South,Accommodation,Single adult,1
2016,Cuba,America Central and South,Closed / Invalid,Single adult,1
2016,Cyprus (Northern part of),Europe Other,Accommodation,Single adult,1
2016,Cyprus (Northern part of),Europe Other,Closed / Invalid,Single adult,2
2016,Cyprus (Northern part of),Europe Other,Subsistence Only,Family,1
2016,Cyprus (Northern part of),Europe Other,Subsistence Only,Single adult,2
2016,Djibouti,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2016,Dominica,America Central and South,Accommodation,Family,2
2016,Dominica,America Central and South,Accommodation,Single adult,2
2016,Dominica,America Central and South,Closed / Invalid,Single adult,2
2016,Dominican Republic,America Central and South,Accommodation,Single adult,1
2016,Ecuador,America Central and South,Subsistence Only,Single adult,1
2016,Egypt,Africa North,Accommodation,Family,19
2016,Egypt,Africa North,Accommodation,Single adult,141
2016,Egypt,Africa North,Closed / Invalid,Family,1
2016,Egypt,Africa North,Closed / Invalid,Single adult,64
2016,Egypt,Africa North,Subsistence Only,Family,1
2016,Egypt,Africa North,Subsistence Only,Single adult,2
2016,El Salvador,America Central and South,Accommodation,Family,17
2016,El Salvador,America Central and South,Accommodation,Single adult,7
2016,El Salvador,America Central and South,Closed / Invalid,Single adult,5
2016,El Salvador,America Central and South,Subsistence Only,Single adult,1
2016,Eritrea,Africa Sub-Saharan,Accommodation,Family,31
2016,Eritrea,Africa Sub-Saharan,Accommodation,Single adult,796
2016,Eritrea,Africa Sub-Saharan,Closed / Invalid,Family,1
2016,Eritrea,Africa Sub-Saharan,Closed / Invalid,Single adult,96
2016,Eritrea,Africa Sub-Saharan,Subsistence Only,Single adult,10
2016,Ethiopia,Africa Sub-Saharan,Accommodation,Family,14
2016,Ethiopia,Africa Sub-Saharan,Accommodation,Single adult,221
2016,Ethiopia,Africa Sub-Saharan,Closed / Invalid,Single adult,37
2016,"Gambia, The",Africa Sub-Saharan,Accommodation,Family,20
2016,"Gambia, The",Africa Sub-Saharan,Accommodation,Single adult,48
2016,"Gambia, The",Africa Sub-Saharan,Closed / Invalid,Single adult,28
2016,"Gambia, The",Africa Sub-Saharan,Subsistence Only,Family,1
2016,"Gambia, The",Africa Sub-Saharan,Subsistence Only,Single adult,3
2016,Georgia,Europe Other,Accommodation,Family,7
2016,Georgia,Europe Other,Accommodation,Single adult,15
2016,Georgia,Europe Other,Closed / Invalid,Family,1
2016,Georgia,Europe Other,Closed / Invalid,Single adult,10
2016,Georgia,Europe Other,Subsistence Only,Single adult,1
2016,Ghana,Africa Sub-Saharan,Accommodation,Family,25
2016,Ghana,Africa Sub-Saharan,Accommodation,Single adult,26
2016,Ghana,Africa Sub-Saharan,Closed / Invalid,Family,2
2016,Ghana,Africa Sub-Saharan,Closed / Invalid,Single adult,21
2016,Ghana,Africa Sub-Saharan,Subsistence Only,Family,1
2016,Grenada,America Central and South,Accommodation,Family,2
2016,Grenada,America Central and South,Accommodation,Single adult,1
2016,Grenada,America Central and South,Closed / Invalid,Single adult,2
2016,Guatemala,America Central and South,Accommodation,Single adult,2
2016,Guatemala,America Central and South,Subsistence Only,Single adult,1
2016,Guinea,Africa Sub-Saharan,Accommodation,Family,9
2016,Guinea,Africa Sub-Saharan,Accommodation,Single adult,19
2016,Guinea,Africa Sub-Saharan,Closed / Invalid,Family,1
2016,Guinea,Africa Sub-Saharan,Closed / Invalid,Single adult,11
2016,Guinea-Bissau,Africa Sub-Saharan,Accommodation,Family,1
2016,Guyana,America Central and South,Closed / Invalid,Single adult,1
2016,Honduras,America Central and South,Accommodation,Single adult,1
2016,Honduras,America Central and South,Closed / Invalid,Single adult,2
2016,Hong Kong,Asia East,Accommodation,Single adult,1
2016,India,Asia South,Accommodation,Family,59
2016,India,Asia South,Accommodation,Single adult,54
2016,India,Asia South,Closed / Invalid,Family,14
2016,India,Asia South,Closed / Invalid,Single adult,95
2016,India,Asia South,Subsistence Only,Family,2
2016,India,Asia South,Subsistence Only,Single adult,5
2016,Indonesia,Asia South East,Accommodation,Single adult,1
2016,Iran,Middle East,Accommodation,Family,242
2016,Iran,Middle East,Accommodation,Single adult,3394
2016,Iran,Middle East,Closed / Invalid,Family,14
2016,Iran,Middle East,Closed / Invalid,Single adult,407
2016,Iran,Middle East,Subsistence Only,Family,11
2016,Iran,Middle East,Subsistence Only,Single adult,94
2016,Iraq,Middle East,Accommodation,Family,318
2016,Iraq,Middle East,Accommodation,Single adult,1666
2016,Iraq,Middle East,Closed / Invalid,Family,30
2016,Iraq,Middle East,Closed / Invalid,Single adult,314
2016,Iraq,Middle East,Subsistence Only,Family,26
2016,Iraq,Middle East,Subsistence Only,Single adult,79
2016,Israel,Middle East,Accommodation,Family,1
2016,Israel,Middle East,Accommodation,Single adult,5
2016,Israel,Middle East,Closed / Invalid,Single adult,1
2016,Ivory Coast,Africa Sub-Saharan,Accommodation,Family,3
2016,Ivory Coast,Africa Sub-Saharan,Accommodation,Single adult,16
2016,Ivory Coast,Africa Sub-Saharan,Closed / Invalid,Single adult,4
2016,Ivory Coast,Africa Sub-Saharan,Subsistence Only,Single adult,2
2016,Jamaica,America Central and South,Accommodation,Family,3
2016,Jamaica,America Central and South,Accommodation,Single adult,14
2016,Jamaica,America Central and South,Closed / Invalid,Family,1
2016,Jamaica,America Central and South,Closed / Invalid,Single adult,19
2016,Jamaica,America Central and South,Subsistence Only,Single adult,1
2016,Japan,Asia East,Closed / Invalid,Single adult,2
2016,Jordan,Middle East,Accommodation,Family,5
2016,Jordan,Middle East,Accommodation,Single adult,13
2016,Jordan,Middle East,Closed / Invalid,Single adult,3
2016,Jordan,Middle East,Subsistence Only,Single adult,1
2016,Kazakhstan,Asia Central,Accommodation,Family,1
2016,Kazakhstan,Asia Central,Accommodation,Single adult,3
2016,Kenya,Africa Sub-Saharan,Accommodation,Family,12
2016,Kenya,Africa Sub-Saharan,Accommodation,Single adult,15
2016,Kenya,Africa Sub-Saharan,Closed / Invalid,Family,2
2016,Kenya,Africa Sub-Saharan,Closed / Invalid,Single adult,11
2016,Kenya,Africa Sub-Saharan,Subsistence Only,Single adult,4
2016,Korea (North),Asia East,Accommodation,Family,3
2016,Korea (North),Asia East,Accommodation,Single adult,3
2016,Korea (North),Asia East,Closed / Invalid,Single adult,7
2016,Korea (South),Asia East,Accommodation,Single adult,1
2016,Korea (South),Asia East,Closed / Invalid,Family,1
2016,Korea (South),Asia East,Closed / Invalid,Single adult,2
2016,Kosovo,Europe Other,Accommodation,Family,2
2016,Kosovo,Europe Other,Accommodation,Single adult,3
2016,Kosovo,Europe Other,Closed / Invalid,Single adult,4
2016,Kosovo,Europe Other,Subsistence Only,Single adult,1
2016,Kuwait,Middle East,Accommodation,Family,52
2016,Kuwait,Middle East,Accommodation,Single adult,406
2016,Kuwait,Middle East,Closed / Invalid,Family,4
2016,Kuwait,Middle East,Closed / Invalid,Single adult,81
2016,Kuwait,Middle East,Subsistence Only,Family,11
2016,Kuwait,Middle East,Subsistence Only,Single adult,33
2016,Kyrgyzstan,Asia Central,Accommodation,Family,1
2016,Kyrgyzstan,Asia Central,Accommodation,Single adult,2
2016,Kyrgyzstan,Asia Central,Closed / Invalid,Single adult,1
2016,Lebanon,Middle East,Accommodation,Family,8
2016,Lebanon,Middle East,Accommodation,Single adult,15
2016,Lebanon,Middle East,Closed / Invalid,Single adult,12
2016,Lebanon,Middle East,Subsistence Only,Family,1
2016,Lebanon,Middle East,Subsistence Only,Single adult,5
2016,Liberia,Africa Sub-Saharan,Accommodation,Family,1
2016,Liberia,Africa Sub-Saharan,Accommodation,Single adult,4
2016,Liberia,Africa Sub-Saharan,Closed / Invalid,Single adult,5
2016,Libya,Africa North,Accommodation,Family,64
2016,Libya,Africa North,Accommodation,Single adult,58
2016,Libya,Africa North,Closed / Invalid,Family,4
2016,Libya,Africa North,Closed / Invalid,Single adult,65
2016,Libya,Africa North,Subsistence Only,Family,1
2016,Libya,Africa North,Subsistence Only,Single adult,1
2016,Malawi,Africa Sub-Saharan,Accommodation,Family,16
2016,Malawi,Africa Sub-Saharan,Accommodation,Single adult,17
2016,Malawi,Africa Sub-Saharan,Closed / Invalid,Family,1
2016,Malawi,Africa Sub-Saharan,Closed / Invalid,Single adult,12
2016,Malawi,Africa Sub-Saharan,Subsistence Only,Single adult,1
2016,Malaysia,Asia South East,Accommodation,Family,5
2016,Malaysia,Asia South East,Accommodation,Single adult,8
2016,Malaysia,Asia South East,Closed / Invalid,Single adult,6
2016,Mali,Africa Sub-Saharan,Accommodation,Single adult,5
2016,Mali,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2016,Mali,Africa Sub-Saharan,Subsistence Only,Single adult,1
2016,Mauritania,Africa North,Accommodation,Single adult,1
2016,Mauritius,Africa Sub-Saharan,Accommodation,Family,4
2016,Mauritius,Africa Sub-Saharan,Accommodation,Single adult,8
2016,Mauritius,Africa Sub-Saharan,Closed / Invalid,Family,1
2016,Mauritius,Africa Sub-Saharan,Closed / Invalid,Single adult,10
2016,Mauritius,Africa Sub-Saharan,Subsistence Only,Family,1
2016,Mexico,America Central and South,Accommodation,Family,2
2016,Mexico,America Central and South,Accommodation,Single adult,5
2016,Mexico,America Central and South,Closed / Invalid,Single adult,4
2016,Mexico,America Central and South,Subsistence Only,Family,1
2016,Moldova,Europe Other,Accommodation,Single adult,1
2016,Mongolia,Asia East,Accommodation,Single adult,5
2016,Mongolia,Asia East,Closed / Invalid,Single adult,4
2016,Mongolia,Asia East,Subsistence Only,Single adult,1
2016,Morocco,Africa North,Accommodation,Family,3
2016,Morocco,Africa North,Accommodation,Single adult,27
2016,Morocco,Africa North,Closed / Invalid,Single adult,19
2016,Morocco,Africa North,Subsistence Only,Family,1
2016,Morocco,Africa North,Subsistence Only,Single adult,3
2016,Mozambique,Africa Sub-Saharan,Accommodation,Single adult,1
2016,Namibia,Africa Sub-Saharan,Accommodation,Family,11
2016,Namibia,Africa Sub-Saharan,Accommodation,Single adult,8
2016,Namibia,Africa Sub-Saharan,Closed / Invalid,Family,3
2016,Namibia,Africa Sub-Saharan,Closed / Invalid,Single adult,4
2016,Nepal,Asia South,Accommodation,Family,4
2016,Nepal,Asia South,Accommodation,Single adult,1
2016,Nepal,Asia South,Closed / Invalid,Family,3
2016,Nepal,Asia South,Closed / Invalid,Single adult,8
2016,Nepal,Asia South,Subsistence Only,Single adult,2
2016,New Zealand,Oceania,Accommodation,Single adult,1
2016,Niger,Africa Sub-Saharan,Accommodation,Single adult,1
2016,Niger,Africa Sub-Saharan,Closed / Invalid,Single adult,2
2016,Nigeria,Africa Sub-Saharan,Accommodation,Family,213
2016,Nigeria,Africa Sub-Saharan,Accommodation,Single adult,129
2016,Nigeria,Africa Sub-Saharan,Closed / Invalid,Family,12
2016,Nigeria,Africa Sub-Saharan,Closed / Invalid,Single adult,188
2016,Nigeria,Africa Sub-Saharan,Subsistence Only,Family,3
2016,Nigeria,Africa Sub-Saharan,Subsistence Only,Single adult,14
2016,Occupied Palestinian Territories,Middle East,Accommodation,Family,10
2016,Occupied Palestinian Territories,Middle East,Accommodation,Single adult,62
2016,Occupied Palestinian Territories,Middle East,Closed / Invalid,Family,1
2016,Occupied Palestinian Territories,Middle East,Closed / Invalid,Single adult,37
2016,Occupied Palestinian Territories,Middle East,Subsistence Only,Single adult,8
2016,Oman,Middle East,Accommodation,Family,1
2016,Oman,Middle East,Accommodation,Single adult,2
2016,Other and Unknown,Other,Accommodation,Family,22
2016,Other and Unknown,Other,Accommodation,Single adult,111
2016,Other and Unknown,Other,Closed / Invalid,Family,1
2016,Other and Unknown,Other,Closed / Invalid,Single adult,69
2016,Other and Unknown,Other,Subsistence Only,Family,3
2016,Other and Unknown,Other,Subsistence Only,Single adult,6
2016,Pakistan,Asia South,Accommodation,Family,158
2016,Pakistan,Asia South,Accommodation,Single adult,241
2016,Pakistan,Asia South,Closed / Invalid,Family,39
2016,Pakistan,Asia South,Closed / Invalid,Single adult,389
2016,Pakistan,Asia South,Subsistence Only,Family,10
2016,Pakistan,Asia South,Subsistence Only,Single adult,46
2016,Papua New Guinea,Oceania,Accommodation,Family,1
2016,Peru,America Central and South,Accommodation,Single adult,2
2016,Philippines,Asia South East,Accommodation,Family,2
2016,Philippines,Asia South East,Accommodation,Single adult,7
2016,Philippines,Asia South East,Closed / Invalid,Family,1
2016,Philippines,Asia South East,Closed / Invalid,Single adult,7
2016,Poland,EU 8,Closed / Invalid,Single adult,3
2016,Poland,EU 8,Subsistence Only,Single adult,1
2016,Portugal,EU 14,Closed / Invalid,Single adult,1
2016,Qatar,Middle East,Subsistence Only,Single adult,1
2016,Romania,EU 2,Accommodation,Single adult,1
2016,Romania,EU 2,Closed / Invalid,Single adult,1
2016,Russia,Europe Other,Accommodation,Family,13
2016,Russia,Europe Other,Accommodation,Single adult,37
2016,Russia,Europe Other,Closed / Invalid,Family,1
2016,Russia,Europe Other,Closed / Invalid,Single adult,12
2016,Rwanda,Africa Sub-Saharan,Accommodation,Single adult,9
2016,Rwanda,Africa Sub-Saharan,Closed / Invalid,Single adult,11
2016,Saudi Arabia,Middle East,Accommodation,Family,3
2016,Saudi Arabia,Middle East,Accommodation,Single adult,14
2016,Saudi Arabia,Middle East,Closed / Invalid,Family,2
2016,Saudi Arabia,Middle East,Closed / Invalid,Single adult,16
2016,Saudi Arabia,Middle East,Subsistence Only,Single adult,2
2016,Senegal,Africa Sub-Saharan,Accommodation,Family,5
2016,Senegal,Africa Sub-Saharan,Accommodation,Single adult,12
2016,Senegal,Africa Sub-Saharan,Closed / Invalid,Single adult,2
2016,Serbia,Europe Other,Accommodation,Single adult,2
2016,Seychelles,Africa Sub-Saharan,Accommodation,Single adult,1
2016,Sierra Leone,Africa Sub-Saharan,Accommodation,Family,9
2016,Sierra Leone,Africa Sub-Saharan,Accommodation,Single adult,6
2016,Sierra Leone,Africa Sub-Saharan,Closed / Invalid,Single adult,13
2016,Sierra Leone,Africa Sub-Saharan,Subsistence Only,Family,1
2016,Singapore,Asia South East,Accommodation,Family,1
2016,Slovakia,EU 8,Accommodation,Single adult,1
2016,Slovakia,EU 8,Closed / Invalid,Single adult,2
2016,Somalia,Africa Sub-Saharan,Accommodation,Family,15
2016,Somalia,Africa Sub-Saharan,Accommodation,Single adult,159
2016,Somalia,Africa Sub-Saharan,Closed / Invalid,Family,4
2016,Somalia,Africa Sub-Saharan,Closed / Invalid,Single adult,63
2016,Somalia,Africa Sub-Saharan,Subsistence Only,Family,2
2016,Somalia,Africa Sub-Saharan,Subsistence Only,Single adult,40
2016,South Africa,Africa Sub-Saharan,Accommodation,Family,3
2016,South Africa,Africa Sub-Saharan,Accommodation,Single adult,14
2016,South Africa,Africa Sub-Saharan,Closed / Invalid,Single adult,15
2016,South Africa,Africa Sub-Saharan,Subsistence Only,Single adult,1
2016,Spain,EU 14,Closed / Invalid,Single adult,1
2016,Sri Lanka,Asia South,Accommodation,Family,66
2016,Sri Lanka,Asia South,Accommodation,Single adult,49
2016,Sri Lanka,Asia South,Closed / Invalid,Family,11
2016,Sri Lanka,Asia South,Closed / Invalid,Single adult,130
