Date,Year,Quarter,Nationality,Region,Sex,Age,Visas granted
2013-04-01,2013,2,Pakistan,Asia South,Male,18-29,8
2013-04-01,2013,2,Pakistan,Asia South,Male,30-49,8
2013-04-01,2013,2,Pakistan,Asia South,Male,50-69,1
2013-04-01,2013,2,Pakistan,Asia South,Male,70+,1
2013-04-01,2013,2,Pakistan,Asia South,Male,Under 18,32
2013-04-01,2013,2,Sierra Leone,Africa Sub-Saharan,Female,30-49,1
2013-04-01,2013,2,Sierra Leone,Africa Sub-Saharan,Male,Under 18,1
2013-04-01,2013,2,Somalia,Africa Sub-Saharan,Female,18-29,14
2013-04-01,2013,2,Somalia,Africa Sub-Saharan,Female,30-49,5
2013-04-01,2013,2,Somalia,Africa Sub-Saharan,Female,50-69,1
2013-04-01,2013,2,Somalia,Africa Sub-Saharan,Female,Under 18,38
2013-04-01,2013,2,Somalia,Africa Sub-Saharan,Male,18-29,3
2013-04-01,2013,2,Somalia,Africa Sub-Saharan,Male,30-49,5
2013-04-01,2013,2,Somalia,Africa Sub-Saharan,Male,Under 18,57
2013-04-01,2013,2,Sri Lanka,Asia South,Female,18-29,19
2013-04-01,2013,2,Sri Lanka,Asia South,Female,30-49,19
2013-04-01,2013,2,Sri Lanka,Asia South,Female,50-69,1
2013-04-01,2013,2,Sri Lanka,Asia South,Female,Under 18,30
2013-04-01,2013,2,Sri Lanka,Asia South,Male,30-49,1
2013-04-01,2013,2,Sri Lanka,Asia South,Male,Under 18,26
2013-04-01,2013,2,Sudan,Africa North,Female,18-29,22
2013-04-01,2013,2,Sudan,Africa North,Female,30-49,7
2013-04-01,2013,2,Sudan,Africa North,Female,Under 18,14
2013-04-01,2013,2,Sudan,Africa North,Male,30-49,3
2013-04-01,2013,2,Sudan,Africa North,Male,50-69,1
2013-04-01,2013,2,Sudan,Africa North,Male,Under 18,11
2013-04-01,2013,2,Switzerland,Europe Other,Female,Under 18,1
2013-04-01,2013,2,Syria,Middle East,Female,18-29,15
2013-04-01,2013,2,Syria,Middle East,Female,30-49,13
2013-04-01,2013,2,Syria,Middle East,Female,50-69,3
2013-04-01,2013,2,Syria,Middle East,Female,Under 18,44
2013-04-01,2013,2,Syria,Middle East,Male,18-29,2
2013-04-01,2013,2,Syria,Middle East,Male,30-49,2
2013-04-01,2013,2,Syria,Middle East,Male,50-69,3
2013-04-01,2013,2,Syria,Middle East,Male,70+,1
2013-04-01,2013,2,Syria,Middle East,Male,Under 18,36
2013-04-01,2013,2,Togo,Africa Sub-Saharan,Male,Under 18,1
2013-04-01,2013,2,Uganda,Africa Sub-Saharan,Female,Under 18,9
2013-04-01,2013,2,Uganda,Africa Sub-Saharan,Male,Under 18,6
2013-04-01,2013,2,Uzbekistan,Asia Central,Female,30-49,1
2013-04-01,2013,2,Uzbekistan,Asia Central,Female,Under 18,1
2013-04-01,2013,2,Uzbekistan,Asia Central,Male,Under 18,1
2013-04-01,2013,2,Yemen,Middle East,Female,18-29,1
2013-04-01,2013,2,Yemen,Middle East,Female,30-49,2
2013-04-01,2013,2,Yemen,Middle East,Female,Under 18,1
2013-04-01,2013,2,Yemen,Middle East,Male,Under 18,4
2013-04-01,2013,2,Zimbabwe,Africa Sub-Saharan,Female,18-29,3
2013-04-01,2013,2,Zimbabwe,Africa Sub-Saharan,Female,30-49,1
2013-04-01,2013,2,Zimbabwe,Africa Sub-Saharan,Female,50-69,1
2013-04-01,2013,2,Zimbabwe,Africa Sub-Saharan,Female,Under 18,18
2013-04-01,2013,2,Zimbabwe,Africa Sub-Saharan,Male,30-49,2
2013-04-01,2013,2,Zimbabwe,Africa Sub-Saharan,Male,50-69,2
2013-04-01,2013,2,Zimbabwe,Africa Sub-Saharan,Male,Under 18,20
2013-07-01,2013,3,Afghanistan,Asia Central,Female,18-29,8
2013-07-01,2013,3,Afghanistan,Asia Central,Female,30-49,7
2013-07-01,2013,3,Afghanistan,Asia Central,Female,Under 18,25
2013-07-01,2013,3,Afghanistan,Asia Central,Male,18-29,1
2013-07-01,2013,3,Afghanistan,Asia Central,Male,30-49,1
2013-07-01,2013,3,Afghanistan,Asia Central,Male,50-69,3
2013-07-01,2013,3,Afghanistan,Asia Central,Male,Under 18,28
2013-07-01,2013,3,Albania,Europe Other,Female,Under 18,1
2013-07-01,2013,3,Bahrain,Middle East,Male,30-49,1
2013-07-01,2013,3,Bangladesh,Asia South,Female,18-29,1
2013-07-01,2013,3,Bangladesh,Asia South,Male,Under 18,2
2013-07-01,2013,3,Bolivia,America Central and South,Female,Under 18,1
2013-07-01,2013,3,Burma,Asia South East,Female,30-49,1
2013-07-01,2013,3,Burma,Asia South East,Female,Under 18,1
2013-07-01,2013,3,Burma,Asia South East,Male,18-29,1
2013-07-01,2013,3,Burundi,Africa Sub-Saharan,Female,30-49,1
2013-07-01,2013,3,Burundi,Africa Sub-Saharan,Male,Under 18,3
2013-07-01,2013,3,Cameroon,Africa Sub-Saharan,Female,18-29,2
2013-07-01,2013,3,Cameroon,Africa Sub-Saharan,Female,30-49,2
2013-07-01,2013,3,Cameroon,Africa Sub-Saharan,Female,Under 18,5
2013-07-01,2013,3,Cameroon,Africa Sub-Saharan,Male,Under 18,7
2013-07-01,2013,3,China,Asia East,Female,30-49,1
2013-07-01,2013,3,China,Asia East,Female,Under 18,5
2013-07-01,2013,3,China,Asia East,Male,Under 18,3
2013-07-01,2013,3,Congo,Africa Sub-Saharan,Female,30-49,1
2013-07-01,2013,3,Congo,Africa Sub-Saharan,Female,Under 18,6
2013-07-01,2013,3,Congo,Africa Sub-Saharan,Male,Under 18,3
2013-07-01,2013,3,Congo (Democratic Republic),Africa Sub-Saharan,Female,18-29,1
2013-07-01,2013,3,Congo (Democratic Republic),Africa Sub-Saharan,Female,30-49,3
2013-07-01,2013,3,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,6
2013-07-01,2013,3,Congo (Democratic Republic),Africa Sub-Saharan,Male,30-49,1
2013-07-01,2013,3,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,4
2013-07-01,2013,3,Egypt,Africa North,Female,18-29,1
2013-07-01,2013,3,Egypt,Africa North,Female,30-49,1
2013-07-01,2013,3,Egypt,Africa North,Female,Under 18,4
2013-07-01,2013,3,Egypt,Africa North,Male,Under 18,1
2013-07-01,2013,3,Eritrea,Africa Sub-Saharan,Female,18-29,27
2013-07-01,2013,3,Eritrea,Africa Sub-Saharan,Female,30-49,7
2013-07-01,2013,3,Eritrea,Africa Sub-Saharan,Female,50-69,1
2013-07-01,2013,3,Eritrea,Africa Sub-Saharan,Female,Under 18,29
2013-07-01,2013,3,Eritrea,Africa Sub-Saharan,Male,18-29,6
2013-07-01,2013,3,Eritrea,Africa Sub-Saharan,Male,30-49,14
2013-07-01,2013,3,Eritrea,Africa Sub-Saharan,Male,Under 18,22
2013-07-01,2013,3,Ethiopia,Africa Sub-Saharan,Female,18-29,6
2013-07-01,2013,3,Ethiopia,Africa Sub-Saharan,Female,30-49,2
2013-07-01,2013,3,Ethiopia,Africa Sub-Saharan,Female,Under 18,8
2013-07-01,2013,3,Ethiopia,Africa Sub-Saharan,Male,30-49,1
2013-07-01,2013,3,Ethiopia,Africa Sub-Saharan,Male,Under 18,6
2013-07-01,2013,3,"Gambia, The",Africa Sub-Saharan,Female,30-49,1
2013-07-01,2013,3,"Gambia, The",Africa Sub-Saharan,Female,Under 18,6
2013-07-01,2013,3,"Gambia, The",Africa Sub-Saharan,Male,Under 18,8
2013-07-01,2013,3,Georgia,Europe Other,Female,30-49,1
2013-07-01,2013,3,Georgia,Europe Other,Female,Under 18,4
2013-07-01,2013,3,Georgia,Europe Other,Male,Under 18,1
2013-07-01,2013,3,Guinea,Africa Sub-Saharan,Female,Under 18,2
2013-07-01,2013,3,Guinea,Africa Sub-Saharan,Male,Under 18,2
2013-07-01,2013,3,India,Asia South,Male,50-69,1
2013-07-01,2013,3,Iran,Middle East,Female,18-29,19
2013-07-01,2013,3,Iran,Middle East,Female,30-49,32
2013-07-01,2013,3,Iran,Middle East,Female,50-69,2
2013-07-01,2013,3,Iran,Middle East,Female,Under 18,32
2013-07-01,2013,3,Iran,Middle East,Male,18-29,1
2013-07-01,2013,3,Iran,Middle East,Male,30-49,5
2013-07-01,2013,3,Iran,Middle East,Male,50-69,3
2013-07-01,2013,3,Iran,Middle East,Male,Under 18,28
2013-07-01,2013,3,Iraq,Middle East,Female,18-29,1
2013-07-01,2013,3,Iraq,Middle East,Female,30-49,1
2013-07-01,2013,3,Iraq,Middle East,Male,30-49,1
2013-07-01,2013,3,Ivory Coast,Africa Sub-Saharan,Female,18-29,2
2013-07-01,2013,3,Ivory Coast,Africa Sub-Saharan,Female,Under 18,3
2013-07-01,2013,3,Ivory Coast,Africa Sub-Saharan,Male,Under 18,1
2013-07-01,2013,3,Kazakhstan,Asia Central,Female,Under 18,1
2013-07-01,2013,3,Kazakhstan,Asia Central,Male,Under 18,1
2013-07-01,2013,3,Kenya,Africa Sub-Saharan,Female,Under 18,2
2013-07-01,2013,3,Kuwait,Middle East,Male,Under 18,2
2013-07-01,2013,3,Lebanon,Middle East,Female,18-29,1
2013-07-01,2013,3,Lebanon,Middle East,Female,30-49,1
2013-07-01,2013,3,Lebanon,Middle East,Female,Under 18,3
2013-07-01,2013,3,Mauritania,Africa North,Male,Under 18,1
2013-07-01,2013,3,Nigeria,Africa Sub-Saharan,Female,Under 18,1
2013-07-01,2013,3,Nigeria,Africa Sub-Saharan,Male,Under 18,1
2013-07-01,2013,3,Other and unknown,Other,Female,18-29,5
2013-07-01,2013,3,Other and unknown,Other,Female,30-49,3
2013-07-01,2013,3,Other and unknown,Other,Female,50-69,1
2013-07-01,2013,3,Other and unknown,Other,Female,Under 18,7
2013-07-01,2013,3,Other and unknown,Other,Male,18-29,1
2013-07-01,2013,3,Other and unknown,Other,Male,Under 18,8
2013-07-01,2013,3,Pakistan,Asia South,Female,18-29,14
2013-07-01,2013,3,Pakistan,Asia South,Female,30-49,16
2013-07-01,2013,3,Pakistan,Asia South,Female,50-69,1
2013-07-01,2013,3,Pakistan,Asia South,Female,70+,1
2013-07-01,2013,3,Pakistan,Asia South,Female,Under 18,32
2013-07-01,2013,3,Pakistan,Asia South,Male,18-29,3
2013-07-01,2013,3,Pakistan,Asia South,Male,30-49,6
2013-07-01,2013,3,Pakistan,Asia South,Male,50-69,5
2013-07-01,2013,3,Pakistan,Asia South,Male,Under 18,40
2013-07-01,2013,3,Russia,Europe Other,Male,18-29,1
2013-07-01,2013,3,Russia,Europe Other,Male,30-49,1
2013-07-01,2013,3,Russia,Europe Other,Male,Under 18,1
2013-07-01,2013,3,Rwanda,Africa Sub-Saharan,Female,18-29,2
2013-07-01,2013,3,Rwanda,Africa Sub-Saharan,Female,Under 18,1
2013-07-01,2013,3,Rwanda,Africa Sub-Saharan,Male,18-29,3
2013-07-01,2013,3,Rwanda,Africa Sub-Saharan,Male,Under 18,1
2013-07-01,2013,3,Sierra Leone,Africa Sub-Saharan,Male,Under 18,1
2013-07-01,2013,3,Somalia,Africa Sub-Saharan,Female,18-29,13
2013-07-01,2013,3,Somalia,Africa Sub-Saharan,Female,30-49,12
2013-07-01,2013,3,Somalia,Africa Sub-Saharan,Female,50-69,1
2013-07-01,2013,3,Somalia,Africa Sub-Saharan,Female,Under 18,58
2013-07-01,2013,3,Somalia,Africa Sub-Saharan,Male,18-29,5
2013-07-01,2013,3,Somalia,Africa Sub-Saharan,Male,30-49,8
2013-07-01,2013,3,Somalia,Africa Sub-Saharan,Male,50-69,2
2013-07-01,2013,3,Somalia,Africa Sub-Saharan,Male,70+,1
2013-07-01,2013,3,Somalia,Africa Sub-Saharan,Male,Under 18,64
2013-07-01,2013,3,South Africa,Africa Sub-Saharan,Male,Under 18,1
2013-07-01,2013,3,Sri Lanka,Asia South,Female,18-29,8
2013-07-01,2013,3,Sri Lanka,Asia South,Female,30-49,15
2013-07-01,2013,3,Sri Lanka,Asia South,Female,50-69,1
2013-07-01,2013,3,Sri Lanka,Asia South,Female,Under 18,19
2013-07-01,2013,3,Sri Lanka,Asia South,Male,18-29,1
2013-07-01,2013,3,Sri Lanka,Asia South,Male,30-49,1
2013-07-01,2013,3,Sri Lanka,Asia South,Male,Under 18,17
2013-07-01,2013,3,Sudan,Africa North,Female,18-29,28
2013-07-01,2013,3,Sudan,Africa North,Female,30-49,12
2013-07-01,2013,3,Sudan,Africa North,Female,Under 18,20
2013-07-01,2013,3,Sudan,Africa North,Male,18-29,1
2013-07-01,2013,3,Sudan,Africa North,Male,30-49,5
2013-07-01,2013,3,Sudan,Africa North,Male,50-69,1
2013-07-01,2013,3,Sudan,Africa North,Male,Under 18,45
2013-07-01,2013,3,Syria,Middle East,Female,18-29,32
2013-07-01,2013,3,Syria,Middle East,Female,30-49,14
2013-07-01,2013,3,Syria,Middle East,Female,50-69,2
2013-07-01,2013,3,Syria,Middle East,Female,Under 18,61
2013-07-01,2013,3,Syria,Middle East,Male,18-29,2
2013-07-01,2013,3,Syria,Middle East,Male,30-49,4
2013-07-01,2013,3,Syria,Middle East,Male,50-69,1
2013-07-01,2013,3,Syria,Middle East,Male,70+,1
2013-07-01,2013,3,Syria,Middle East,Male,Under 18,60
2013-07-01,2013,3,Togo,Africa Sub-Saharan,Female,18-29,1
2013-07-01,2013,3,Togo,Africa Sub-Saharan,Female,30-49,1
2013-07-01,2013,3,Togo,Africa Sub-Saharan,Female,Under 18,1
2013-07-01,2013,3,Togo,Africa Sub-Saharan,Male,Under 18,1
2013-07-01,2013,3,Turkey,Europe Other,Male,Under 18,1
2013-07-01,2013,3,Uganda,Africa Sub-Saharan,Female,18-29,1
2013-07-01,2013,3,Uganda,Africa Sub-Saharan,Female,Under 18,6
2013-07-01,2013,3,Uganda,Africa Sub-Saharan,Male,18-29,1
2013-07-01,2013,3,Uganda,Africa Sub-Saharan,Male,30-49,1
2013-07-01,2013,3,Uganda,Africa Sub-Saharan,Male,Under 18,7
2013-07-01,2013,3,Uzbekistan,Asia Central,Female,50-69,1
2013-07-01,2013,3,Zimbabwe,Africa Sub-Saharan,Female,30-49,3
2013-07-01,2013,3,Zimbabwe,Africa Sub-Saharan,Female,Under 18,19
2013-07-01,2013,3,Zimbabwe,Africa Sub-Saharan,Male,30-49,2
2013-07-01,2013,3,Zimbabwe,Africa Sub-Saharan,Male,50-69,3
2013-07-01,2013,3,Zimbabwe,Africa Sub-Saharan,Male,Under 18,18
2013-10-01,2013,4,Afghanistan,Asia Central,Female,18-29,4
2013-10-01,2013,4,Afghanistan,Asia Central,Female,30-49,2
2013-10-01,2013,4,Afghanistan,Asia Central,Female,Under 18,10
2013-10-01,2013,4,Afghanistan,Asia Central,Male,18-29,1
2013-10-01,2013,4,Afghanistan,Asia Central,Male,30-49,2
2013-10-01,2013,4,Afghanistan,Asia Central,Male,Under 18,13
2013-10-01,2013,4,Algeria,Africa North,Female,30-49,1
2013-10-01,2013,4,Azerbaijan,Europe Other,Female,18-29,1
2013-10-01,2013,4,Azerbaijan,Europe Other,Male,Under 18,1
2013-10-01,2013,4,Bangladesh,Asia South,Female,18-29,1
2013-10-01,2013,4,China,Asia East,Female,18-29,1
2013-10-01,2013,4,China,Asia East,Female,30-49,1
2013-10-01,2013,4,China,Asia East,Female,Under 18,5
2013-10-01,2013,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,18-29,2
2013-10-01,2013,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,30-49,1
2013-10-01,2013,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,50-69,1
2013-10-01,2013,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,6
2013-10-01,2013,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,30-49,1
2013-10-01,2013,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,50-69,1
2013-10-01,2013,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,5
2013-10-01,2013,4,Egypt,Africa North,Female,Under 18,1
2013-10-01,2013,4,Eritrea,Africa Sub-Saharan,Female,18-29,30
2013-10-01,2013,4,Eritrea,Africa Sub-Saharan,Female,30-49,9
2013-10-01,2013,4,Eritrea,Africa Sub-Saharan,Female,Under 18,15
2013-10-01,2013,4,Eritrea,Africa Sub-Saharan,Male,18-29,4
2013-10-01,2013,4,Eritrea,Africa Sub-Saharan,Male,30-49,9
2013-10-01,2013,4,Eritrea,Africa Sub-Saharan,Male,Under 18,15
2013-10-01,2013,4,Ethiopia,Africa Sub-Saharan,Female,18-29,5
2013-10-01,2013,4,Ethiopia,Africa Sub-Saharan,Female,30-49,1
2013-10-01,2013,4,Ethiopia,Africa Sub-Saharan,Female,Under 18,11
2013-10-01,2013,4,Ethiopia,Africa Sub-Saharan,Male,30-49,1
2013-10-01,2013,4,Ethiopia,Africa Sub-Saharan,Male,Under 18,7
2013-10-01,2013,4,"Gambia, The",Africa Sub-Saharan,Female,18-29,1
2013-10-01,2013,4,"Gambia, The",Africa Sub-Saharan,Female,Under 18,5
2013-10-01,2013,4,"Gambia, The",Africa Sub-Saharan,Male,Under 18,7
2013-10-01,2013,4,Ghana,Africa Sub-Saharan,Male,50-69,1
2013-10-01,2013,4,Guinea,Africa Sub-Saharan,Female,18-29,1
2013-10-01,2013,4,Guinea,Africa Sub-Saharan,Male,Under 18,1
2013-10-01,2013,4,Indonesia,Asia South East,Female,18-29,1
2013-10-01,2013,4,Iran,Middle East,Female,18-29,21
2013-10-01,2013,4,Iran,Middle East,Female,30-49,41
2013-10-01,2013,4,Iran,Middle East,Female,50-69,4
2013-10-01,2013,4,Iran,Middle East,Female,Under 18,29
2013-10-01,2013,4,Iran,Middle East,Male,18-29,2
2013-10-01,2013,4,Iran,Middle East,Male,30-49,6
2013-10-01,2013,4,Iran,Middle East,Male,50-69,4
2013-10-01,2013,4,Iran,Middle East,Male,Under 18,44
2013-10-01,2013,4,Iraq,Middle East,Female,30-49,1
2013-10-01,2013,4,Iraq,Middle East,Female,Under 18,2
2013-10-01,2013,4,Iraq,Middle East,Male,Under 18,1
2013-10-01,2013,4,Ivory Coast,Africa Sub-Saharan,Female,18-29,1
2013-10-01,2013,4,Ivory Coast,Africa Sub-Saharan,Female,30-49,1
2013-10-01,2013,4,Ivory Coast,Africa Sub-Saharan,Female,Under 18,3
2013-10-01,2013,4,Ivory Coast,Africa Sub-Saharan,Male,Under 18,2
2013-10-01,2013,4,Kenya,Africa Sub-Saharan,Female,Under 18,3
2013-10-01,2013,4,Kenya,Africa Sub-Saharan,Male,Under 18,1
2013-10-01,2013,4,Kuwait,Middle East,Female,30-49,1
2013-10-01,2013,4,Libya,Africa North,Female,18-29,2
2013-10-01,2013,4,Libya,Africa North,Female,30-49,1
2013-10-01,2013,4,Libya,Africa North,Female,Under 18,3
2013-10-01,2013,4,Libya,Africa North,Male,Under 18,3
2013-10-01,2013,4,Mali,Africa Sub-Saharan,Female,Under 18,1
2013-10-01,2013,4,Mali,Africa Sub-Saharan,Male,Under 18,2
2013-10-01,2013,4,Nepal,Asia South,Female,18-29,1
2013-10-01,2013,4,Nepal,Asia South,Female,30-49,1
2013-10-01,2013,4,Nepal,Asia South,Male,Under 18,1
2013-10-01,2013,4,Nigeria,Africa Sub-Saharan,Female,30-49,1
2013-10-01,2013,4,Nigeria,Africa Sub-Saharan,Female,Under 18,2
2013-10-01,2013,4,Nigeria,Africa Sub-Saharan,Male,Under 18,2
2013-10-01,2013,4,Other and unknown,Other,Female,18-29,3
2013-10-01,2013,4,Other and unknown,Other,Female,30-49,6
2013-10-01,2013,4,Other and unknown,Other,Female,Under 18,19
2013-10-01,2013,4,Other and unknown,Other,Male,18-29,2
2013-10-01,2013,4,Other and unknown,Other,Male,30-49,1
2013-10-01,2013,4,Other and unknown,Other,Male,Under 18,17
2013-10-01,2013,4,Pakistan,Asia South,Female,18-29,5
2013-10-01,2013,4,Pakistan,Asia South,Female,30-49,12
2013-10-01,2013,4,Pakistan,Asia South,Female,50-69,3
2013-10-01,2013,4,Pakistan,Asia South,Female,70+,1
2013-10-01,2013,4,Pakistan,Asia South,Female,Under 18,16
2013-10-01,2013,4,Pakistan,Asia South,Male,18-29,1
2013-10-01,2013,4,Pakistan,Asia South,Male,30-49,3
2013-10-01,2013,4,Pakistan,Asia South,Male,50-69,2
2013-10-01,2013,4,Pakistan,Asia South,Male,Under 18,17
2013-10-01,2013,4,Russia,Europe Other,Male,30-49,1
2013-10-01,2013,4,Russia,Europe Other,Male,50-69,1
2013-10-01,2013,4,Rwanda,Africa Sub-Saharan,Female,30-49,1
2013-10-01,2013,4,Rwanda,Africa Sub-Saharan,Male,Under 18,2
2013-10-01,2013,4,Somalia,Africa Sub-Saharan,Female,18-29,10
2013-10-01,2013,4,Somalia,Africa Sub-Saharan,Female,30-49,6
2013-10-01,2013,4,Somalia,Africa Sub-Saharan,Female,50-69,4
2013-10-01,2013,4,Somalia,Africa Sub-Saharan,Female,Under 18,40
2013-10-01,2013,4,Somalia,Africa Sub-Saharan,Male,18-29,9
2013-10-01,2013,4,Somalia,Africa Sub-Saharan,Male,30-49,12
2013-10-01,2013,4,Somalia,Africa Sub-Saharan,Male,50-69,2
2013-10-01,2013,4,Somalia,Africa Sub-Saharan,Male,70+,1
2013-10-01,2013,4,Somalia,Africa Sub-Saharan,Male,Under 18,38
2013-10-01,2013,4,Sri Lanka,Asia South,Female,18-29,13
2013-10-01,2013,4,Sri Lanka,Asia South,Female,30-49,32
2013-10-01,2013,4,Sri Lanka,Asia South,Female,50-69,2
2013-10-01,2013,4,Sri Lanka,Asia South,Female,Under 18,33
2013-10-01,2013,4,Sri Lanka,Asia South,Male,18-29,2
2013-10-01,2013,4,Sri Lanka,Asia South,Male,30-49,3
2013-10-01,2013,4,Sri Lanka,Asia South,Male,Under 18,45
2013-10-01,2013,4,Sudan,Africa North,Female,18-29,23
2013-10-01,2013,4,Sudan,Africa North,Female,30-49,16
2013-10-01,2013,4,Sudan,Africa North,Female,50-69,1
2013-10-01,2013,4,Sudan,Africa North,Female,Under 18,23
2013-10-01,2013,4,Sudan,Africa North,Male,18-29,1
2013-10-01,2013,4,Sudan,Africa North,Male,30-49,2
2013-10-01,2013,4,Sudan,Africa North,Male,50-69,2
2013-10-01,2013,4,Sudan,Africa North,Male,Under 18,27
2013-10-01,2013,4,Syria,Middle East,Female,18-29,34
2013-10-01,2013,4,Syria,Middle East,Female,30-49,21
2013-10-01,2013,4,Syria,Middle East,Female,50-69,1
2013-10-01,2013,4,Syria,Middle East,Female,70+,1
2013-10-01,2013,4,Syria,Middle East,Female,Under 18,56
2013-10-01,2013,4,Syria,Middle East,Male,18-29,1
2013-10-01,2013,4,Syria,Middle East,Male,30-49,4
2013-10-01,2013,4,Syria,Middle East,Male,50-69,4
2013-10-01,2013,4,Syria,Middle East,Male,70+,1
2013-10-01,2013,4,Syria,Middle East,Male,Under 18,86
2013-10-01,2013,4,Tanzania,Africa Sub-Saharan,Male,Under 18,2
2013-10-01,2013,4,Turkey,Europe Other,Female,18-29,1
2013-10-01,2013,4,Turkey,Europe Other,Female,30-49,2
2013-10-01,2013,4,Turkey,Europe Other,Female,50-69,1
2013-10-01,2013,4,Turkey,Europe Other,Female,Under 18,3
2013-10-01,2013,4,Turkey,Europe Other,Male,Under 18,3
2013-10-01,2013,4,Uganda,Africa Sub-Saharan,Female,18-29,1
2013-10-01,2013,4,Uganda,Africa Sub-Saharan,Female,30-49,1
2013-10-01,2013,4,Uganda,Africa Sub-Saharan,Female,Under 18,13
2013-10-01,2013,4,Uganda,Africa Sub-Saharan,Male,30-49,1
2013-10-01,2013,4,Uganda,Africa Sub-Saharan,Male,Under 18,10
2013-10-01,2013,4,United Arab Emirates,Middle East,Male,Under 18,1
2013-10-01,2013,4,United States,America North,Female,30-49,1
2013-10-01,2013,4,Yemen,Middle East,Female,30-49,1
2013-10-01,2013,4,Yemen,Middle East,Female,Under 18,2
2013-10-01,2013,4,Yemen,Middle East,Male,50-69,1
2013-10-01,2013,4,Yemen,Middle East,Male,Under 18,2
2013-10-01,2013,4,Zimbabwe,Africa Sub-Saharan,Female,18-29,2
2013-10-01,2013,4,Zimbabwe,Africa Sub-Saharan,Female,Under 18,13
2013-10-01,2013,4,Zimbabwe,Africa Sub-Saharan,Male,18-29,2
2013-10-01,2013,4,Zimbabwe,Africa Sub-Saharan,Male,30-49,1
2013-10-01,2013,4,Zimbabwe,Africa Sub-Saharan,Male,Under 18,14
2014-01-01,2014,1,Afghanistan,Asia Central,Female,18-29,4
2014-01-01,2014,1,Afghanistan,Asia Central,Female,30-49,9
2014-01-01,2014,1,Afghanistan,Asia Central,Female,50-69,2
2014-01-01,2014,1,Afghanistan,Asia Central,Female,Under 18,26
2014-01-01,2014,1,Afghanistan,Asia Central,Male,18-29,1
2014-01-01,2014,1,Afghanistan,Asia Central,Male,70+,1
2014-01-01,2014,1,Afghanistan,Asia Central,Male,Under 18,24
2014-01-01,2014,1,Albania,Europe Other,Female,18-29,1
2014-01-01,2014,1,Albania,Europe Other,Female,30-49,1
2014-01-01,2014,1,Albania,Europe Other,Female,Under 18,2
2014-01-01,2014,1,Albania,Europe Other,Male,Under 18,3
2014-01-01,2014,1,Bahrain,Middle East,Female,Under 18,1
2014-01-01,2014,1,Burundi,Africa Sub-Saharan,Female,Under 18,1
2014-01-01,2014,1,Burundi,Africa Sub-Saharan,Male,Under 18,1
2014-01-01,2014,1,Cameroon,Africa Sub-Saharan,Female,18-29,3
2014-01-01,2014,1,Cameroon,Africa Sub-Saharan,Female,30-49,2
2014-01-01,2014,1,Cameroon,Africa Sub-Saharan,Female,Under 18,9
2014-01-01,2014,1,Cameroon,Africa Sub-Saharan,Male,Under 18,9
2014-01-01,2014,1,Chad,Africa Sub-Saharan,Female,18-29,1
2014-01-01,2014,1,China,Asia East,Female,Under 18,3
2014-01-01,2014,1,China,Asia East,Male,30-49,1
2014-01-01,2014,1,China,Asia East,Male,Under 18,1
2014-01-01,2014,1,Congo,Africa Sub-Saharan,Male,30-49,1
2014-01-01,2014,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,30-49,1
2014-01-01,2014,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,70+,1
2014-01-01,2014,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,4
2014-01-01,2014,1,Congo (Democratic Republic),Africa Sub-Saharan,Male,30-49,1
2014-01-01,2014,1,Congo (Democratic Republic),Africa Sub-Saharan,Male,50-69,2
2014-01-01,2014,1,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,8
2014-01-01,2014,1,Cuba,America Central and South,Female,50-69,1
2014-01-01,2014,1,Cuba,America Central and South,Male,70+,1
2014-01-01,2014,1,Egypt,Africa North,Female,18-29,1
2014-01-01,2014,1,Egypt,Africa North,Female,Under 18,1
2014-01-01,2014,1,Egypt,Africa North,Male,Under 18,1
2014-01-01,2014,1,Eritrea,Africa Sub-Saharan,Female,18-29,33
2014-01-01,2014,1,Eritrea,Africa Sub-Saharan,Female,30-49,9
