Date,Year,Quarter,Nationality,Region,Grant,Refused,Initial grant rate
2004-04-01,2004,2004 Q2,Kyrgyzstan,Asia Central,NA,4,NA
2004-04-01,2004,2004 Q2,Latvia,EU 8,NA,5,NA
2004-04-01,2004,2004 Q2,Lebanon,Middle East,2,36,0.05263157894736842
2004-04-01,2004,2004 Q2,Liberia,Africa Sub-Saharan,13,101,0.11403508771929824
2004-04-01,2004,2004 Q2,Libya,Africa North,3,31,0.08823529411764706
2004-04-01,2004,2004 Q2,Lithuania,EU 8,NA,11,NA
2004-04-01,2004,2004 Q2,Macedonia,Europe Other,3,9,0.25
2004-04-01,2004,2004 Q2,Madagascar,Africa Sub-Saharan,NA,1,NA
2004-04-01,2004,2004 Q2,Malawi,Africa Sub-Saharan,2,36,0.05263157894736842
2004-04-01,2004,2004 Q2,Malaysia,Asia South East,NA,3,NA
2004-04-01,2004,2004 Q2,Maldives,Asia South,1,1,0.5
2004-04-01,2004,2004 Q2,Mali,Africa Sub-Saharan,NA,4,NA
2004-04-01,2004,2004 Q2,Mauritania,Africa North,2,5,0.2857142857142857
2004-04-01,2004,2004 Q2,Mauritius,Africa Sub-Saharan,NA,8,NA
2004-04-01,2004,2004 Q2,Moldova,Europe Other,5,62,0.07462686567164178
2004-04-01,2004,2004 Q2,Mongolia,Asia East,1,42,0.023255813953488372
2004-04-01,2004,2004 Q2,Morocco,Africa North,1,9,0.1
2004-04-01,2004,2004 Q2,Nepal,Asia South,2,78,0.025
2004-04-01,2004,2004 Q2,Niger,Africa Sub-Saharan,NA,1,NA
2004-04-01,2004,2004 Q2,Nigeria,Africa Sub-Saharan,10,276,0.03496503496503497
2004-04-01,2004,2004 Q2,Occupied Palestinian Territories,Middle East,5,124,0.03875968992248062
2004-04-01,2004,2004 Q2,Other and unknown,Other,1,6,0.14285714285714285
2004-04-01,2004,2004 Q2,Pakistan,Asia South,34,451,0.07010309278350516
2004-04-01,2004,2004 Q2,Peru,America Central and South,NA,3,NA
2004-04-01,2004,2004 Q2,Philippines,Asia South East,NA,10,NA
2004-04-01,2004,2004 Q2,Poland,EU 8,NA,15,NA
2004-04-01,2004,2004 Q2,Refugee,Other,NA,8,NA
2004-04-01,2004,2004 Q2,Romania,EU 2,15,78,0.16129032258064516
2004-04-01,2004,2004 Q2,Russia,Europe Other,5,57,0.08064516129032258
2004-04-01,2004,2004 Q2,Rwanda,Africa Sub-Saharan,11,65,0.14473684210526316
2004-04-01,2004,2004 Q2,Senegal,Africa Sub-Saharan,NA,6,NA
2004-04-01,2004,2004 Q2,Serbia and Montenegro,Europe Other,60,421,0.12474012474012475
2004-04-01,2004,2004 Q2,Seychelles,Africa Sub-Saharan,NA,3,NA
2004-04-01,2004,2004 Q2,Sierra Leone,Africa Sub-Saharan,13,100,0.11504424778761062
2004-04-01,2004,2004 Q2,Slovakia,EU 8,NA,1,NA
2004-04-01,2004,2004 Q2,Somalia,Africa Sub-Saharan,233,607,0.2773809523809524
2004-04-01,2004,2004 Q2,South Africa,Africa Sub-Saharan,1,53,0.018518518518518517
2004-04-01,2004,2004 Q2,Sri Lanka,Asia South,13,140,0.08496732026143791
2004-04-01,2004,2004 Q2,Stateless,Other,NA,2,NA
2004-04-01,2004,2004 Q2,Sudan,Africa North,22,348,0.05945945945945946
2004-04-01,2004,2004 Q2,Swaziland,Africa Sub-Saharan,NA,1,NA
2004-04-01,2004,2004 Q2,Syria,Middle East,7,53,0.11666666666666667
2004-04-01,2004,2004 Q2,Tanzania,Africa Sub-Saharan,6,4,0.6
2004-04-01,2004,2004 Q2,Thailand,Asia South East,NA,2,NA
2004-04-01,2004,2004 Q2,Togo,Africa Sub-Saharan,4,26,0.13333333333333333
2004-04-01,2004,2004 Q2,Trinidad and Tobago,America Central and South,NA,4,NA
2004-04-01,2004,2004 Q2,Tunisia,Africa North,1,3,0.25
2004-04-01,2004,2004 Q2,Turkey,Europe Other,52,518,0.0912280701754386
2004-04-01,2004,2004 Q2,Turkmenistan,Asia Central,2,NA,NA
2004-04-01,2004,2004 Q2,Uganda,Africa Sub-Saharan,42,82,0.3387096774193548
2004-04-01,2004,2004 Q2,Ukraine,Europe Other,3,42,0.06666666666666667
2004-04-01,2004,2004 Q2,United States,America North,NA,2,NA
2004-04-01,2004,2004 Q2,Uzbekistan,Asia Central,1,9,0.1
2004-04-01,2004,2004 Q2,Venezuela,America Central and South,1,2,0.3333333333333333
2004-04-01,2004,2004 Q2,Vietnam,Asia South East,50,174,0.22321428571428573
2004-04-01,2004,2004 Q2,Western Sahara,Africa North,NA,1,NA
2004-04-01,2004,2004 Q2,Yemen,Middle East,4,22,0.15384615384615385
2004-04-01,2004,2004 Q2,Zambia,Africa Sub-Saharan,1,3,0.25
2004-04-01,2004,2004 Q2,Zimbabwe,Africa Sub-Saharan,62,486,0.11313868613138686
2004-07-01,2004,2004 Q3,Afghanistan,Asia Central,134,844,0.13701431492842536
2004-07-01,2004,2004 Q3,Albania,Europe Other,15,66,0.18518518518518517
2004-07-01,2004,2004 Q3,Algeria,Africa North,9,137,0.06164383561643835
2004-07-01,2004,2004 Q3,Angola,Africa Sub-Saharan,17,102,0.14285714285714285
2004-07-01,2004,2004 Q3,Armenia,Europe Other,NA,15,NA
2004-07-01,2004,2004 Q3,Azerbaijan,Europe Other,NA,11,NA
2004-07-01,2004,2004 Q3,Bahrain,Middle East,NA,2,NA
2004-07-01,2004,2004 Q3,Bangladesh,Asia South,65,66,0.4961832061068702
2004-07-01,2004,2004 Q3,Belarus,Europe Other,1,15,0.0625
2004-07-01,2004,2004 Q3,Benin,Africa Sub-Saharan,NA,3,NA
2004-07-01,2004,2004 Q3,Bhutan,Asia South,2,8,0.2
2004-07-01,2004,2004 Q3,Bolivia,America Central and South,NA,2,NA
2004-07-01,2004,2004 Q3,Bosnia and Herzegovina,Europe Other,1,7,0.125
2004-07-01,2004,2004 Q3,Botswana,Africa Sub-Saharan,NA,1,NA
2004-07-01,2004,2004 Q3,Brazil,America Central and South,NA,7,NA
2004-07-01,2004,2004 Q3,Bulgaria,EU 2,NA,4,NA
2004-07-01,2004,2004 Q3,Burkina,Africa Sub-Saharan,NA,4,NA
2004-07-01,2004,2004 Q3,Burma,Asia South East,3,22,0.12
2004-07-01,2004,2004 Q3,Burundi,Africa Sub-Saharan,22,52,0.2972972972972973
2004-07-01,2004,2004 Q3,Cameroon,Africa Sub-Saharan,10,80,0.1111111111111111
2004-07-01,2004,2004 Q3,Cape Verde,Africa Sub-Saharan,NA,2,NA
2004-07-01,2004,2004 Q3,Central African Republic,Africa Sub-Saharan,NA,1,NA
2004-07-01,2004,2004 Q3,Chad,Africa Sub-Saharan,1,7,0.125
2004-07-01,2004,2004 Q3,Chile,America Central and South,NA,1,NA
2004-07-01,2004,2004 Q3,China,Asia East,29,636,0.04360902255639098
2004-07-01,2004,2004 Q3,Colombia,America Central and South,1,36,0.02702702702702703
2004-07-01,2004,2004 Q3,Congo,Africa Sub-Saharan,6,45,0.11764705882352941
2004-07-01,2004,2004 Q3,Congo (Democratic Republic),Africa Sub-Saharan,50,326,0.13297872340425532
2004-07-01,2004,2004 Q3,Croatia,EU Other,NA,10,NA
2004-07-01,2004,2004 Q3,Cuba,America Central and South,NA,2,NA
2004-07-01,2004,2004 Q3,Cyprus (Northern part of),Europe Other,NA,3,NA
2004-07-01,2004,2004 Q3,Czech Republic,EU 8,NA,11,NA
2004-07-01,2004,2004 Q3,Djibouti,Africa Sub-Saharan,NA,2,NA
2004-07-01,2004,2004 Q3,Dominica,America Central and South,NA,3,NA
2004-07-01,2004,2004 Q3,Ecuador,America Central and South,NA,9,NA
2004-07-01,2004,2004 Q3,Egypt,Africa North,NA,24,NA
2004-07-01,2004,2004 Q3,El Salvador,America Central and South,NA,2,NA
2004-07-01,2004,2004 Q3,Eritrea,Africa Sub-Saharan,50,153,0.24630541871921183
2004-07-01,2004,2004 Q3,Estonia,EU 8,NA,1,NA
2004-07-01,2004,2004 Q3,Ethiopia,Africa Sub-Saharan,26,117,0.18181818181818182
2004-07-01,2004,2004 Q3,"Gambia, The",Africa Sub-Saharan,NA,26,NA
2004-07-01,2004,2004 Q3,Georgia,Europe Other,1,32,0.030303030303030304
2004-07-01,2004,2004 Q3,Ghana,Africa Sub-Saharan,NA,56,NA
2004-07-01,2004,2004 Q3,Guinea,Africa Sub-Saharan,13,58,0.18309859154929578
2004-07-01,2004,2004 Q3,Guinea-Bissau,Africa Sub-Saharan,NA,1,NA
2004-07-01,2004,2004 Q3,India,Asia South,4,412,0.009615384615384616
2004-07-01,2004,2004 Q3,Indonesia,Asia South East,NA,5,NA
2004-07-01,2004,2004 Q3,Iran,Middle East,82,1013,0.07488584474885844
2004-07-01,2004,2004 Q3,Iraq,Middle East,46,1411,0.031571722717913524
2004-07-01,2004,2004 Q3,Ireland,EU 14,NA,2,NA
2004-07-01,2004,2004 Q3,Israel,Middle East,NA,15,NA
2004-07-01,2004,2004 Q3,Ivory Coast,Africa Sub-Saharan,6,64,0.08571428571428572
2004-07-01,2004,2004 Q3,Jamaica,America Central and South,2,126,0.015625
2004-07-01,2004,2004 Q3,Japan,Asia East,NA,1,NA
2004-07-01,2004,2004 Q3,Jordan,Middle East,1,4,0.2
2004-07-01,2004,2004 Q3,Kazakhstan,Asia Central,2,2,0.5
2004-07-01,2004,2004 Q3,Kenya,Africa Sub-Saharan,10,32,0.23809523809523808
2004-07-01,2004,2004 Q3,Korea (North),Asia East,6,16,0.2727272727272727
2004-07-01,2004,2004 Q3,Korea (South),Asia East,NA,1,NA
2004-07-01,2004,2004 Q3,Kuwait,Middle East,NA,11,NA
2004-07-01,2004,2004 Q3,Kyrgyzstan,Asia Central,1,6,0.14285714285714285
2004-07-01,2004,2004 Q3,Latvia,EU 8,NA,2,NA
2004-07-01,2004,2004 Q3,Lebanon,Middle East,2,23,0.08
2004-07-01,2004,2004 Q3,Liberia,Africa Sub-Saharan,15,103,0.1271186440677966
2004-07-01,2004,2004 Q3,Libya,Africa North,3,46,0.061224489795918366
2004-07-01,2004,2004 Q3,Lithuania,EU 8,NA,14,NA
2004-07-01,2004,2004 Q3,Macedonia,Europe Other,NA,4,NA
2004-07-01,2004,2004 Q3,Madagascar,Africa Sub-Saharan,NA,1,NA
2004-07-01,2004,2004 Q3,Malawi,Africa Sub-Saharan,3,34,0.08108108108108109
2004-07-01,2004,2004 Q3,Malaysia,Asia South East,NA,2,NA
2004-07-01,2004,2004 Q3,Mali,Africa Sub-Saharan,NA,2,NA
2004-07-01,2004,2004 Q3,Mauritania,Africa North,2,2,0.5
2004-07-01,2004,2004 Q3,Mauritius,Africa Sub-Saharan,1,5,0.16666666666666666
2004-07-01,2004,2004 Q3,Moldova,Europe Other,6,33,0.15384615384615385
2004-07-01,2004,2004 Q3,Mongolia,Asia East,2,23,0.08
2004-07-01,2004,2004 Q3,Morocco,Africa North,NA,9,NA
2004-07-01,2004,2004 Q3,Mozambique,Africa Sub-Saharan,NA,1,NA
2004-07-01,2004,2004 Q3,Namibia,Africa Sub-Saharan,NA,2,NA
2004-07-01,2004,2004 Q3,Nepal,Asia South,NA,33,NA
2004-07-01,2004,2004 Q3,Netherlands,EU 14,NA,1,NA
2004-07-01,2004,2004 Q3,Niger,Africa Sub-Saharan,NA,3,NA
2004-07-01,2004,2004 Q3,Nigeria,Africa Sub-Saharan,11,210,0.049773755656108594
2004-07-01,2004,2004 Q3,Occupied Palestinian Territories,Middle East,4,133,0.029197080291970802
2004-07-01,2004,2004 Q3,Other and unknown,Other,1,7,0.125
2004-07-01,2004,2004 Q3,Pakistan,Asia South,34,494,0.06439393939393939
2004-07-01,2004,2004 Q3,Peru,America Central and South,NA,2,NA
2004-07-01,2004,2004 Q3,Philippines,Asia South East,NA,3,NA
2004-07-01,2004,2004 Q3,Poland,EU 8,NA,12,NA
2004-07-01,2004,2004 Q3,Qatar,Middle East,NA,2,NA
2004-07-01,2004,2004 Q3,Refugee,Other,NA,20,NA
2004-07-01,2004,2004 Q3,Romania,EU 2,8,52,0.13333333333333333
2004-07-01,2004,2004 Q3,Russia,Europe Other,6,45,0.11764705882352941
2004-07-01,2004,2004 Q3,Rwanda,Africa Sub-Saharan,8,39,0.1702127659574468
2004-07-01,2004,2004 Q3,Senegal,Africa Sub-Saharan,NA,7,NA
2004-07-01,2004,2004 Q3,Serbia and Montenegro,Europe Other,14,223,0.05907172995780591
2004-07-01,2004,2004 Q3,Seychelles,Africa Sub-Saharan,NA,2,NA
2004-07-01,2004,2004 Q3,Sierra Leone,Africa Sub-Saharan,10,61,0.14084507042253522
2004-07-01,2004,2004 Q3,Singapore,Asia South East,NA,1,NA
2004-07-01,2004,2004 Q3,Slovakia,EU 8,NA,4,NA
2004-07-01,2004,2004 Q3,Somalia,Africa Sub-Saharan,188,404,0.31756756756756754
2004-07-01,2004,2004 Q3,South Africa,Africa Sub-Saharan,NA,86,NA
2004-07-01,2004,2004 Q3,Sri Lanka,Asia South,27,106,0.20300751879699247
2004-07-01,2004,2004 Q3,St. Lucia,America Central and South,NA,3,NA
2004-07-01,2004,2004 Q3,Stateless,Other,NA,1,NA
2004-07-01,2004,2004 Q3,Sudan,Africa North,21,308,0.06382978723404255
2004-07-01,2004,2004 Q3,Swaziland,Africa Sub-Saharan,NA,2,NA
2004-07-01,2004,2004 Q3,Syria,Middle East,6,76,0.07317073170731707
2004-07-01,2004,2004 Q3,Tajikistan,Asia Central,NA,1,NA
2004-07-01,2004,2004 Q3,Tanzania,Africa Sub-Saharan,NA,8,NA
2004-07-01,2004,2004 Q3,Togo,Africa Sub-Saharan,NA,25,NA
2004-07-01,2004,2004 Q3,Trinidad and Tobago,America Central and South,1,2,0.3333333333333333
2004-07-01,2004,2004 Q3,Tunisia,Africa North,NA,3,NA
2004-07-01,2004,2004 Q3,Turkey,Europe Other,31,370,0.0773067331670823
2004-07-01,2004,2004 Q3,Turkmenistan,Asia Central,3,2,0.6
2004-07-01,2004,2004 Q3,Uganda,Africa Sub-Saharan,23,67,0.25555555555555554
2004-07-01,2004,2004 Q3,Ukraine,Europe Other,1,28,0.034482758620689655
2004-07-01,2004,2004 Q3,Uzbekistan,Asia Central,NA,8,NA
2004-07-01,2004,2004 Q3,Venezuela,America Central and South,NA,1,NA
2004-07-01,2004,2004 Q3,Vietnam,Asia South East,57,128,0.3081081081081081
2004-07-01,2004,2004 Q3,Yemen,Middle East,6,26,0.1875
2004-07-01,2004,2004 Q3,Zambia,Africa Sub-Saharan,1,3,0.25
2004-07-01,2004,2004 Q3,Zimbabwe,Africa Sub-Saharan,55,579,0.08675078864353312
2004-10-01,2004,2004 Q4,Afghanistan,Asia Central,109,322,0.2529002320185615
2004-10-01,2004,2004 Q4,Albania,Europe Other,16,52,0.23529411764705882
2004-10-01,2004,2004 Q4,Algeria,Africa North,4,101,0.0380952380952381
2004-10-01,2004,2004 Q4,Angola,Africa Sub-Saharan,13,61,0.17567567567567569
2004-10-01,2004,2004 Q4,Armenia,Europe Other,NA,9,NA
2004-10-01,2004,2004 Q4,Azerbaijan,Europe Other,4,20,0.16666666666666666
2004-10-01,2004,2004 Q4,Bangladesh,Asia South,51,83,0.3805970149253731
2004-10-01,2004,2004 Q4,Belarus,Europe Other,NA,9,NA
2004-10-01,2004,2004 Q4,Belgium,EU 14,NA,1,NA
2004-10-01,2004,2004 Q4,Benin,Africa Sub-Saharan,NA,1,NA
2004-10-01,2004,2004 Q4,Bhutan,Asia South,NA,5,NA
2004-10-01,2004,2004 Q4,Bolivia,America Central and South,NA,3,NA
2004-10-01,2004,2004 Q4,Bosnia and Herzegovina,Europe Other,NA,1,NA
2004-10-01,2004,2004 Q4,Botswana,Africa Sub-Saharan,NA,3,NA
2004-10-01,2004,2004 Q4,Brazil,America Central and South,NA,6,NA
2004-10-01,2004,2004 Q4,British overseas citizens,Other,NA,1,NA
2004-10-01,2004,2004 Q4,Bulgaria,EU 2,1,3,0.25
2004-10-01,2004,2004 Q4,Burkina,Africa Sub-Saharan,NA,2,NA
2004-10-01,2004,2004 Q4,Burma,Asia South East,2,7,0.2222222222222222
2004-10-01,2004,2004 Q4,Burundi,Africa Sub-Saharan,18,45,0.2857142857142857
2004-10-01,2004,2004 Q4,Cameroon,Africa Sub-Saharan,23,58,0.2839506172839506
2004-10-01,2004,2004 Q4,Canada,America North,NA,1,NA
2004-10-01,2004,2004 Q4,Chad,Africa Sub-Saharan,NA,4,NA
2004-10-01,2004,2004 Q4,Chile,America Central and South,NA,1,NA
2004-10-01,2004,2004 Q4,China,Asia East,24,487,0.046966731898238745
2004-10-01,2004,2004 Q4,Colombia,America Central and South,3,26,0.10344827586206896
2004-10-01,2004,2004 Q4,Congo,Africa Sub-Saharan,9,27,0.25
2004-10-01,2004,2004 Q4,Congo (Democratic Republic),Africa Sub-Saharan,68,350,0.16267942583732056
2004-10-01,2004,2004 Q4,Croatia,EU Other,1,5,0.16666666666666666
2004-10-01,2004,2004 Q4,Cuba,America Central and South,NA,6,NA
2004-10-01,2004,2004 Q4,Cyprus (Northern part of),Europe Other,NA,3,NA
2004-10-01,2004,2004 Q4,Czech Republic,EU 8,NA,7,NA
2004-10-01,2004,2004 Q4,Djibouti,Africa Sub-Saharan,NA,2,NA
2004-10-01,2004,2004 Q4,Dominican Republic,America Central and South,NA,1,NA
2004-10-01,2004,2004 Q4,Ecuador,America Central and South,NA,7,NA
2004-10-01,2004,2004 Q4,Egypt,Africa North,1,18,0.05263157894736842
2004-10-01,2004,2004 Q4,El Salvador,America Central and South,1,NA,NA
2004-10-01,2004,2004 Q4,Equatorial Guinea,Africa Sub-Saharan,NA,3,NA
2004-10-01,2004,2004 Q4,Eritrea,Africa Sub-Saharan,96,264,0.26666666666666666
2004-10-01,2004,2004 Q4,Estonia,EU 8,NA,2,NA
2004-10-01,2004,2004 Q4,Ethiopia,Africa Sub-Saharan,40,131,0.23391812865497075
2004-10-01,2004,2004 Q4,Gabon,Africa Sub-Saharan,NA,1,NA
2004-10-01,2004,2004 Q4,"Gambia, The",Africa Sub-Saharan,NA,30,NA
2004-10-01,2004,2004 Q4,Georgia,Europe Other,2,17,0.10526315789473684
2004-10-01,2004,2004 Q4,Ghana,Africa Sub-Saharan,3,76,0.0379746835443038
2004-10-01,2004,2004 Q4,Guinea,Africa Sub-Saharan,15,67,0.18292682926829268
2004-10-01,2004,2004 Q4,Guinea-Bissau,Africa Sub-Saharan,1,12,0.07692307692307693
2004-10-01,2004,2004 Q4,Guyana,America Central and South,NA,1,NA
2004-10-01,2004,2004 Q4,India,Asia South,7,308,0.022222222222222223
2004-10-01,2004,2004 Q4,Iran,Middle East,100,823,0.10834236186348863
2004-10-01,2004,2004 Q4,Iraq,Middle East,49,414,0.10583153347732181
2004-10-01,2004,2004 Q4,Israel,Middle East,NA,9,NA
2004-10-01,2004,2004 Q4,Italy,EU 14,NA,1,NA
2004-10-01,2004,2004 Q4,Ivory Coast,Africa Sub-Saharan,5,65,0.07142857142857142
2004-10-01,2004,2004 Q4,Jamaica,America Central and South,6,86,0.06521739130434782
2004-10-01,2004,2004 Q4,Jordan,Middle East,NA,2,NA
2004-10-01,2004,2004 Q4,Kazakhstan,Asia Central,NA,2,NA
2004-10-01,2004,2004 Q4,Kenya,Africa Sub-Saharan,2,23,0.08
2004-10-01,2004,2004 Q4,Korea (North),Asia East,3,3,0.5
2004-10-01,2004,2004 Q4,Kuwait,Middle East,2,3,0.4
2004-10-01,2004,2004 Q4,Kyrgyzstan,Asia Central,NA,1,NA
2004-10-01,2004,2004 Q4,Latvia,EU 8,NA,4,NA
2004-10-01,2004,2004 Q4,Lebanon,Middle East,1,21,0.045454545454545456
2004-10-01,2004,2004 Q4,Liberia,Africa Sub-Saharan,15,69,0.17857142857142858
2004-10-01,2004,2004 Q4,Libya,Africa North,5,40,0.1111111111111111
2004-10-01,2004,2004 Q4,Lithuania,EU 8,NA,4,NA
2004-10-01,2004,2004 Q4,Macedonia,Europe Other,NA,3,NA
2004-10-01,2004,2004 Q4,Malawi,Africa Sub-Saharan,1,41,0.023809523809523808
2004-10-01,2004,2004 Q4,Malaysia,Asia South East,NA,2,NA
2004-10-01,2004,2004 Q4,Mali,Africa Sub-Saharan,1,1,0.5
2004-10-01,2004,2004 Q4,Mauritania,Africa North,NA,3,NA
2004-10-01,2004,2004 Q4,Mauritius,Africa Sub-Saharan,NA,4,NA
2004-10-01,2004,2004 Q4,Moldova,Europe Other,7,27,0.20588235294117646
2004-10-01,2004,2004 Q4,Mongolia,Asia East,4,17,0.19047619047619047
2004-10-01,2004,2004 Q4,Morocco,Africa North,1,5,0.16666666666666666
2004-10-01,2004,2004 Q4,Mozambique,Africa Sub-Saharan,NA,1,NA
2004-10-01,2004,2004 Q4,Nepal,Asia South,NA,22,NA
2004-10-01,2004,2004 Q4,Niger,Africa Sub-Saharan,NA,1,NA
2004-10-01,2004,2004 Q4,Nigeria,Africa Sub-Saharan,11,215,0.048672566371681415
2004-10-01,2004,2004 Q4,Occupied Palestinian Territories,Middle East,7,93,0.07
2004-10-01,2004,2004 Q4,Other and unknown,Other,NA,3,NA
2004-10-01,2004,2004 Q4,Pakistan,Asia South,55,363,0.13157894736842105
2004-10-01,2004,2004 Q4,Peru,America Central and South,NA,2,NA
2004-10-01,2004,2004 Q4,Philippines,Asia South East,NA,3,NA
2004-10-01,2004,2004 Q4,Poland,EU 8,NA,14,NA
2004-10-01,2004,2004 Q4,Refugee,Other,1,9,0.1
2004-10-01,2004,2004 Q4,Romania,EU 2,27,51,0.34615384615384615
2004-10-01,2004,2004 Q4,Russia,Europe Other,5,41,0.10869565217391304
2004-10-01,2004,2004 Q4,Rwanda,Africa Sub-Saharan,7,15,0.3181818181818182
2004-10-01,2004,2004 Q4,Senegal,Africa Sub-Saharan,1,2,0.3333333333333333
2004-10-01,2004,2004 Q4,Serbia and Montenegro,Europe Other,19,67,0.22093023255813954
2004-10-01,2004,2004 Q4,Seychelles,Africa Sub-Saharan,NA,1,NA
2004-10-01,2004,2004 Q4,Sierra Leone,Africa Sub-Saharan,8,39,0.1702127659574468
2004-10-01,2004,2004 Q4,Slovenia,EU 8,NA,1,NA
2004-10-01,2004,2004 Q4,Somalia,Africa Sub-Saharan,221,353,0.38501742160278746
2004-10-01,2004,2004 Q4,South Africa,Africa Sub-Saharan,1,47,0.020833333333333332
2004-10-01,2004,2004 Q4,Sri Lanka,Asia South,26,87,0.23008849557522124
2004-10-01,2004,2004 Q4,Stateless,Other,NA,1,NA
2004-10-01,2004,2004 Q4,Sudan,Africa North,31,321,0.08806818181818182
2004-10-01,2004,2004 Q4,Syria,Middle East,13,75,0.14772727272727273
2004-10-01,2004,2004 Q4,Tajikistan,Asia Central,NA,1,NA
2004-10-01,2004,2004 Q4,Tanzania,Africa Sub-Saharan,1,4,0.2
2004-10-01,2004,2004 Q4,Thailand,Asia South East,NA,2,NA
2004-10-01,2004,2004 Q4,Togo,Africa Sub-Saharan,2,17,0.10526315789473684
2004-10-01,2004,2004 Q4,Tunisia,Africa North,3,1,0.75
2004-10-01,2004,2004 Q4,Turkey,Europe Other,23,260,0.0812720848056537
2004-10-01,2004,2004 Q4,Turkmenistan,Asia Central,NA,3,NA
2004-10-01,2004,2004 Q4,Uganda,Africa Sub-Saharan,24,63,0.27586206896551724
2004-10-01,2004,2004 Q4,Ukraine,Europe Other,3,16,0.15789473684210525
2004-10-01,2004,2004 Q4,United States,America North,NA,1,NA
2004-10-01,2004,2004 Q4,Uzbekistan,Asia Central,NA,5,NA
2004-10-01,2004,2004 Q4,Venezuela,America Central and South,1,3,0.25
2004-10-01,2004,2004 Q4,Vietnam,Asia South East,53,107,0.33125
2004-10-01,2004,2004 Q4,Yemen,Middle East,6,15,0.2857142857142857
2004-10-01,2004,2004 Q4,Zambia,Africa Sub-Saharan,NA,4,NA
2004-10-01,2004,2004 Q4,Zimbabwe,Africa Sub-Saharan,31,503,0.05805243445692884
2005-01-01,2005,2005 Q1,Afghanistan,Asia Central,104,241,0.30144927536231886
2005-01-01,2005,2005 Q1,Albania,Europe Other,11,44,0.2
2005-01-01,2005,2005 Q1,Algeria,Africa North,8,95,0.07766990291262135
2005-01-01,2005,2005 Q1,Angola,Africa Sub-Saharan,20,68,0.22727272727272727
2005-01-01,2005,2005 Q1,Argentina,America Central and South,NA,1,NA
2005-01-01,2005,2005 Q1,Armenia,Europe Other,1,11,0.08333333333333333
2005-01-01,2005,2005 Q1,Azerbaijan,Europe Other,1,6,0.14285714285714285
2005-01-01,2005,2005 Q1,Bangladesh,Asia South,30,43,0.410958904109589
2005-01-01,2005,2005 Q1,Belarus,Europe Other,NA,14,NA
2005-01-01,2005,2005 Q1,Benin,Africa Sub-Saharan,NA,5,NA
2005-01-01,2005,2005 Q1,Bhutan,Asia South,NA,5,NA
2005-01-01,2005,2005 Q1,Bolivia,America Central and South,3,2,0.6
2005-01-01,2005,2005 Q1,Bosnia and Herzegovina,Europe Other,NA,1,NA
2005-01-01,2005,2005 Q1,Botswana,Africa Sub-Saharan,NA,2,NA
2005-01-01,2005,2005 Q1,Brazil,America Central and South,NA,1,NA
2005-01-01,2005,2005 Q1,Bulgaria,EU 2,2,NA,NA
2005-01-01,2005,2005 Q1,Burkina,Africa Sub-Saharan,1,2,0.3333333333333333
2005-01-01,2005,2005 Q1,Burma,Asia South East,7,12,0.3684210526315789
2005-01-01,2005,2005 Q1,Burundi,Africa Sub-Saharan,15,37,0.28846153846153844
2005-01-01,2005,2005 Q1,Cameroon,Africa Sub-Saharan,15,71,0.1744186046511628
2005-01-01,2005,2005 Q1,Chad,Africa Sub-Saharan,2,3,0.4
2005-01-01,2005,2005 Q1,Chile,America Central and South,NA,1,NA
2005-01-01,2005,2005 Q1,China,Asia East,16,450,0.034334763948497854
2005-01-01,2005,2005 Q1,Colombia,America Central and South,3,18,0.14285714285714285
2005-01-01,2005,2005 Q1,Congo,Africa Sub-Saharan,5,28,0.15151515151515152
2005-01-01,2005,2005 Q1,Congo (Democratic Republic),Africa Sub-Saharan,68,352,0.1619047619047619
2005-01-01,2005,2005 Q1,Croatia,EU Other,2,3,0.4
2005-01-01,2005,2005 Q1,Cuba,America Central and South,1,5,0.16666666666666666
2005-01-01,2005,2005 Q1,Czech Republic,EU 8,NA,3,NA
2005-01-01,2005,2005 Q1,Djibouti,Africa Sub-Saharan,1,NA,NA
2005-01-01,2005,2005 Q1,Ecuador,America Central and South,NA,7,NA
2005-01-01,2005,2005 Q1,Egypt,Africa North,NA,22,NA
2005-01-01,2005,2005 Q1,Eritrea,Africa Sub-Saharan,101,253,0.2853107344632768
2005-01-01,2005,2005 Q1,Ethiopia,Africa Sub-Saharan,13,114,0.10236220472440945
2005-01-01,2005,2005 Q1,"Gambia, The",Africa Sub-Saharan,1,27,0.03571428571428571
2005-01-01,2005,2005 Q1,Georgia,Europe Other,2,33,0.05714285714285714
2005-01-01,2005,2005 Q1,Ghana,Africa Sub-Saharan,7,56,0.1111111111111111
2005-01-01,2005,2005 Q1,Guinea,Africa Sub-Saharan,16,58,0.21621621621621623
2005-01-01,2005,2005 Q1,Guinea-Bissau,Africa Sub-Saharan,NA,1,NA
2005-01-01,2005,2005 Q1,Guyana,America Central and South,NA,1,NA
2005-01-01,2005,2005 Q1,Haiti,America Central and South,NA,2,NA
2005-01-01,2005,2005 Q1,Hong Kong,Asia East,NA,1,NA
2005-01-01,2005,2005 Q1,India,Asia South,7,270,0.02527075812274368
2005-01-01,2005,2005 Q1,Indonesia,Asia South East,NA,1,NA
2005-01-01,2005,2005 Q1,Iran,Middle East,133,834,0.1375387797311272
2005-01-01,2005,2005 Q1,Iraq,Middle East,57,513,0.1
2005-01-01,2005,2005 Q1,Ireland,EU 14,NA,1,NA
