Date,Year,Quarter,Nationality,Region,Asylum Case Outcome,Asylum Case Outcome Group,Applicant type,UASC,Sex,Age Group,Decisions
2020-12-31,2020,4,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,1
2020-12-31,2020,4,Ethiopia,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,2
2020-12-31,2020,4,"Gambia, The",Africa Sub-Saharan,3rd Country Refusal,Refused,Main applicant,UASC,Male,17 and under,1
2020-12-31,2020,4,"Gambia, The",Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,2
2020-12-31,2020,4,"Gambia, The",Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,2
2020-12-31,2020,4,Guinea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,3
2020-12-31,2020,4,Guinea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,2
2020-12-31,2020,4,Guinea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,1
2020-12-31,2020,4,Guinea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,18 to 24,1
2020-12-31,2020,4,Guinea,Africa Sub-Saharan,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,1
2020-12-31,2020,4,Guinea,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2020-12-31,2020,4,India,Asia South,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,2
2020-12-31,2020,4,India,Asia South,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,India,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2020-12-31,2020,4,India,Asia South,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,India,Asia South,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,2
2020-12-31,2020,4,Iran,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Female,25 to 39,1
2020-12-31,2020,4,Iran,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,10
2020-12-31,2020,4,Iran,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,29
2020-12-31,2020,4,Iran,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,40 and over,4
2020-12-31,2020,4,Iran,Middle East,3rd Country Refusal,Refused,Main applicant,UASC,Male,17 and under,1
2020-12-31,2020,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,4
2020-12-31,2020,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,2
2020-12-31,2020,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,4
2020-12-31,2020,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,1
2020-12-31,2020,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,2
2020-12-31,2020,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,2
2020-12-31,2020,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,1
2020-12-31,2020,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,32
2020-12-31,2020,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,64
2020-12-31,2020,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,14
2020-12-31,2020,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,5
2020-12-31,2020,4,Iran,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Female,17 and under,2
2020-12-31,2020,4,Iran,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Female,18 to 24,1
2020-12-31,2020,4,Iran,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Female,25 to 39,3
2020-12-31,2020,4,Iran,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Male,17 and under,3
2020-12-31,2020,4,Iran,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,9
2020-12-31,2020,4,Iran,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,22
2020-12-31,2020,4,Iran,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,40 and over,4
2020-12-31,2020,4,Iran,Middle East,Other Refusals,Refused,Main applicant,UASC,Male,17 and under,5
2020-12-31,2020,4,Iran,Middle East,Other Withdrawal,Withdrawn,Dependant,Non-UASC,Female,25 to 39,2
2020-12-31,2020,4,Iran,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Female,25 to 39,1
2020-12-31,2020,4,Iran,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,4
2020-12-31,2020,4,Iran,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,17 and under,2
2020-12-31,2020,4,Iran,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,25 to 39,6
2020-12-31,2020,4,Iran,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,40 and over,1
2020-12-31,2020,4,Iran,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,17 and under,1
2020-12-31,2020,4,Iran,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,18 to 24,2
2020-12-31,2020,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,25 to 39,16
2020-12-31,2020,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,40 and over,2
2020-12-31,2020,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,17 and under,1
2020-12-31,2020,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,33
2020-12-31,2020,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,160
2020-12-31,2020,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,20
2020-12-31,2020,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,22
2020-12-31,2020,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,18 to 24,1
2020-12-31,2020,4,Iraq,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,5
2020-12-31,2020,4,Iraq,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,12
2020-12-31,2020,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,10
2020-12-31,2020,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,18 to 24,1
2020-12-31,2020,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,5
2020-12-31,2020,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,40 and over,3
2020-12-31,2020,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,17
2020-12-31,2020,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,2
2020-12-31,2020,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,2
2020-12-31,2020,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,19
2020-12-31,2020,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,29
2020-12-31,2020,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,11
2020-12-31,2020,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,2
2020-12-31,2020,4,Iraq,Middle East,Humanitarian Protection,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2020-12-31,2020,4,Iraq,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2020-12-31,2020,4,Iraq,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Female,18 to 24,1
2020-12-31,2020,4,Iraq,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Male,17 and under,1
2020-12-31,2020,4,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Female,25 to 39,1
2020-12-31,2020,4,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,1
2020-12-31,2020,4,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,2
2020-12-31,2020,4,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,Iraq,Middle East,Other Withdrawal,Withdrawn,Dependant,Non-UASC,Female,17 and under,2
2020-12-31,2020,4,Iraq,Middle East,Other Withdrawal,Withdrawn,Dependant,Non-UASC,Male,17 and under,2
2020-12-31,2020,4,Iraq,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,2
2020-12-31,2020,4,Iraq,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,17 and under,2
2020-12-31,2020,4,Iraq,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,17 and under,2
2020-12-31,2020,4,Iraq,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,25 to 39,1
2020-12-31,2020,4,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,40 and over,1
2020-12-31,2020,4,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,2
2020-12-31,2020,4,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,4
2020-12-31,2020,4,Ivory Coast,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,18 to 24,1
2020-12-31,2020,4,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2020-12-31,2020,4,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,Libya,Africa North,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,1
2020-12-31,2020,4,Libya,Africa North,Humanitarian Protection,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2020-12-31,2020,4,Libya,Africa North,Humanitarian Protection,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,2
2020-12-31,2020,4,Mali,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,3
2020-12-31,2020,4,Mali,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,2
2020-12-31,2020,4,Mali,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,2
2020-12-31,2020,4,Mali,Africa Sub-Saharan,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,Mali,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2020-12-31,2020,4,Morocco,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,1
2020-12-31,2020,4,Nigeria,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,1
2020-12-31,2020,4,Occupied Palestinian Territories,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,1
2020-12-31,2020,4,Occupied Palestinian Territories,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,3
2020-12-31,2020,4,Occupied Palestinian Territories,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2020-12-31,2020,4,Pakistan,Asia South,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,2
2020-12-31,2020,4,Pakistan,Asia South,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,3
2020-12-31,2020,4,Pakistan,Asia South,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,Pakistan,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,2
2020-12-31,2020,4,Pakistan,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,14
2020-12-31,2020,4,Pakistan,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,Pakistan,Asia South,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,1
2020-12-31,2020,4,Pakistan,Asia South,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,10
2020-12-31,2020,4,Pakistan,Asia South,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,2
2020-12-31,2020,4,Pakistan,Asia South,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,Refugee,Other,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,2
2020-12-31,2020,4,Refugee,Other,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,2
2020-12-31,2020,4,Refugee,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,2
2020-12-31,2020,4,Refugee,Other,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,17 and under,4
2020-12-31,2020,4,Refugee,Other,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,25 to 39,2
2020-12-31,2020,4,Refugee,Other,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,40 and over,2
2020-12-31,2020,4,Refugee,Other,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,17 and under,3
2020-12-31,2020,4,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,40 and over,1
2020-12-31,2020,4,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2020-12-31,2020,4,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,3
2020-12-31,2020,4,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,4
2020-12-31,2020,4,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,2
2020-12-31,2020,4,Senegal,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,2
2020-12-31,2020,4,Senegal,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2020-12-31,2020,4,Somalia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,1
2020-12-31,2020,4,Somalia,Africa Sub-Saharan,Humanitarian Protection,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2020-12-31,2020,4,Somalia,Africa Sub-Saharan,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,2
2020-12-31,2020,4,Somalia,Africa Sub-Saharan,Other Refusals,Refused,Main applicant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,Somalia,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,40 and over,1
2020-12-31,2020,4,Somalia,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2020-12-31,2020,4,South Sudan,Africa Sub-Saharan,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,1
2020-12-31,2020,4,South Sudan,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,2
2020-12-31,2020,4,South Sudan,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2020-12-31,2020,4,South Sudan,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,2
2020-12-31,2020,4,Sri Lanka,Asia South,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,2
2020-12-31,2020,4,Sri Lanka,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2020-12-31,2020,4,Sri Lanka,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,Sri Lanka,Asia South,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2020-12-31,2020,4,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,2
2020-12-31,2020,4,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,40 and over,1
2020-12-31,2020,4,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,2
2020-12-31,2020,4,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2020-12-31,2020,4,Stateless,Other,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,17 and under,2
2020-12-31,2020,4,Stateless,Other,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,17 and under,1
2020-12-31,2020,4,Stateless,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2020-12-31,2020,4,Stateless,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,2
2020-12-31,2020,4,Sudan,Africa North,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,2
2020-12-31,2020,4,Sudan,Africa North,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,7
2020-12-31,2020,4,Sudan,Africa North,3rd Country Refusal,Refused,Main applicant,UASC,Male,17 and under,3
2020-12-31,2020,4,Sudan,Africa North,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,1
2020-12-31,2020,4,Sudan,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,1
2020-12-31,2020,4,Sudan,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,2
2020-12-31,2020,4,Sudan,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,16
2020-12-31,2020,4,Sudan,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,17
