Date,Nationality,Region,Support Type,Support Sub-Type,UK Region,People
2017-06-30,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,East of England,1
2017-06-30,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,London,4
2017-06-30,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,North West,3
2017-06-30,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,1
2017-06-30,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,Yorkshire and The Humber,1
2017-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,29
2017-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,2
2017-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,22
2017-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,27
2017-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,114
2017-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,3
2017-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,25
2017-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,4
2017-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,12
2017-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,38
2017-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,61
2017-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,44
2017-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Subsistence Only,London,4
2017-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Subsistence Only,South East,1
2017-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,2
2017-06-30,France,EU 14,Section 95,Dispersed Accommodation,East of England,2
2017-06-30,France,EU 14,Section 95,Dispersed Accommodation,North West,1
2017-06-30,French Guiana,America Central and South,Section 95,Dispersed Accommodation,North West,2
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,7
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,11
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,25
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,89
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,51
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,12
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,Unknown,4
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,15
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,60
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,37
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,East of England,1
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,London,8
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,North West,1
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,South West,2
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,1
2017-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,Yorkshire and The Humber,2
2017-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,East Midlands,3
2017-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,East of England,3
2017-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,London,27
2017-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,North East,20
2017-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,North West,24
2017-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,Northern Ireland,2
2017-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,Scotland,26
2017-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,South East,6
2017-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,South West,7
2017-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,Wales,19
2017-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,West Midlands,14
2017-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,Yorkshire and The Humber,9
2017-06-30,Georgia,Europe Other,Section 95,Subsistence Only,West Midlands,2
2017-06-30,Georgia,Europe Other,Section 95,Subsistence Only,Yorkshire and The Humber,1
2017-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,24
2017-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,16
2017-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,13
2017-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,42
2017-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,19
2017-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,6
2017-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,12
2017-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,12
2017-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,26
2017-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,9
2017-06-30,Ghana,Africa Sub-Saharan,Section 95,Subsistence Only,London,5
2017-06-30,Grenada,America Central and South,Section 95,Dispersed Accommodation,Wales,3
2017-06-30,Guatemala,America Central and South,Section 95,Dispersed Accommodation,West Midlands,4
2017-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,6
2017-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,12
2017-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,5
2017-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,11
2017-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,5
2017-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,1
2017-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,6
2017-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,15
2017-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,8
2017-06-30,Guinea,Africa Sub-Saharan,Section 95,Subsistence Only,London,1
2017-06-30,Guinea,Africa Sub-Saharan,Section 95,Subsistence Only,South East,5
2017-06-30,Guinea,Africa Sub-Saharan,Section 95,Subsistence Only,Yorkshire and The Humber,2
2017-06-30,Guinea-Bissau,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,2
2017-06-30,Guinea-Bissau,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,2
2017-06-30,Guyana,America Central and South,Section 95,Dispersed Accommodation,East Midlands,1
2017-06-30,Guyana,America Central and South,Section 95,Dispersed Accommodation,North West,6
2017-06-30,Honduras,America Central and South,Section 95,Dispersed Accommodation,North West,4
2017-06-30,Honduras,America Central and South,Section 95,Dispersed Accommodation,West Midlands,1
2017-06-30,Hong Kong,Asia East,Section 95,Dispersed Accommodation,North East,1
2017-06-30,Hong Kong,Asia East,Section 95,Dispersed Accommodation,North West,1
2017-06-30,India,Asia South,Section 95,Dispersed Accommodation,East Midlands,29
2017-06-30,India,Asia South,Section 95,Dispersed Accommodation,East of England,8
2017-06-30,India,Asia South,Section 95,Dispersed Accommodation,London,69
2017-06-30,India,Asia South,Section 95,Dispersed Accommodation,North East,67
2017-06-30,India,Asia South,Section 95,Dispersed Accommodation,North West,155
2017-06-30,India,Asia South,Section 95,Dispersed Accommodation,Northern Ireland,4
2017-06-30,India,Asia South,Section 95,Dispersed Accommodation,Scotland,35
2017-06-30,India,Asia South,Section 95,Dispersed Accommodation,South East,2
2017-06-30,India,Asia South,Section 95,Dispersed Accommodation,South West,5
2017-06-30,India,Asia South,Section 95,Dispersed Accommodation,Wales,52
2017-06-30,India,Asia South,Section 95,Dispersed Accommodation,West Midlands,107
2017-06-30,India,Asia South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,76
2017-06-30,India,Asia South,Section 95,Subsistence Only,East Midlands,13
2017-06-30,India,Asia South,Section 95,Subsistence Only,East of England,6
2017-06-30,India,Asia South,Section 95,Subsistence Only,London,37
2017-06-30,India,Asia South,Section 95,Subsistence Only,North West,5
2017-06-30,India,Asia South,Section 95,Subsistence Only,Scotland,4
2017-06-30,India,Asia South,Section 95,Subsistence Only,South East,8
2017-06-30,India,Asia South,Section 95,Subsistence Only,West Midlands,12
2017-06-30,India,Asia South,Section 95,Subsistence Only,Yorkshire and The Humber,3
2017-06-30,Indonesia,Asia South East,Section 95,Dispersed Accommodation,North West,6
2017-06-30,Indonesia,Asia South East,Section 95,Dispersed Accommodation,West Midlands,5
2017-06-30,Indonesia,Asia South East,Section 95,Subsistence Only,London,1
2017-06-30,Indonesia,Asia South East,Section 95,Subsistence Only,North West,3
2017-06-30,Indonesia,Asia South East,Section 95,Subsistence Only,South East,1
2017-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,East Midlands,319
2017-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,East of England,51
2017-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,London,322
2017-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,North East,307
2017-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,North West,1067
2017-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,Northern Ireland,34
2017-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,Scotland,460
2017-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,South East,19
2017-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,South West,79
2017-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,Unknown,8
2017-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,Wales,268
2017-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,West Midlands,487
2017-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,545
2017-06-30,Iran,Middle East,Section 95,Subsistence Only,East Midlands,15
2017-06-30,Iran,Middle East,Section 95,Subsistence Only,East of England,4
2017-06-30,Iran,Middle East,Section 95,Subsistence Only,London,91
2017-06-30,Iran,Middle East,Section 95,Subsistence Only,North East,11
2017-06-30,Iran,Middle East,Section 95,Subsistence Only,North West,35
2017-06-30,Iran,Middle East,Section 95,Subsistence Only,Scotland,5
2017-06-30,Iran,Middle East,Section 95,Subsistence Only,South East,15
2017-06-30,Iran,Middle East,Section 95,Subsistence Only,South West,7
2017-06-30,Iran,Middle East,Section 95,Subsistence Only,Unknown,2
2017-06-30,Iran,Middle East,Section 95,Subsistence Only,Wales,7
2017-06-30,Iran,Middle East,Section 95,Subsistence Only,West Midlands,27
2017-06-30,Iran,Middle East,Section 95,Subsistence Only,Yorkshire and The Humber,20
2017-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,East Midlands,356
2017-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,East of England,45
2017-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,London,253
2017-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,North East,319
2017-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,North West,1018
2017-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,Northern Ireland,20
2017-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,Scotland,355
2017-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,South East,12
2017-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,South West,49
2017-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,Unknown,28
2017-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,Wales,213
2017-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,West Midlands,641
2017-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,643
2017-06-30,Iraq,Middle East,Section 95,Subsistence Only,East Midlands,36
2017-06-30,Iraq,Middle East,Section 95,Subsistence Only,East of England,17
2017-06-30,Iraq,Middle East,Section 95,Subsistence Only,London,41
2017-06-30,Iraq,Middle East,Section 95,Subsistence Only,North East,17
2017-06-30,Iraq,Middle East,Section 95,Subsistence Only,North West,47
2017-06-30,Iraq,Middle East,Section 95,Subsistence Only,Scotland,6
2017-06-30,Iraq,Middle East,Section 95,Subsistence Only,South East,14
2017-06-30,Iraq,Middle East,Section 95,Subsistence Only,South West,11
2017-06-30,Iraq,Middle East,Section 95,Subsistence Only,Unknown,1
2017-06-30,Iraq,Middle East,Section 95,Subsistence Only,Wales,4
2017-06-30,Iraq,Middle East,Section 95,Subsistence Only,West Midlands,62
2017-06-30,Iraq,Middle East,Section 95,Subsistence Only,Yorkshire and The Humber,38
2017-06-30,Israel,Middle East,Section 95,Dispersed Accommodation,East Midlands,6
2017-06-30,Israel,Middle East,Section 95,Dispersed Accommodation,North West,12
2017-06-30,Israel,Middle East,Section 95,Dispersed Accommodation,Scotland,1
2017-06-30,Israel,Middle East,Section 95,Dispersed Accommodation,Wales,2
2017-06-30,Israel,Middle East,Section 95,Dispersed Accommodation,West Midlands,1
2017-06-30,Israel,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,2
2017-06-30,Israel,Middle East,Section 95,Subsistence Only,West Midlands,2
2017-06-30,Israel,Middle East,Section 95,Subsistence Only,Yorkshire and The Humber,1
2017-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,19
2017-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,12
2017-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,11
2017-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,19
2017-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,4
2017-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,1
2017-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,6
2017-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,7
2017-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,16
2017-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Subsistence Only,London,12
2017-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Subsistence Only,South West,1
2017-06-30,Jamaica,America Central and South,Section 95,Dispersed Accommodation,East Midlands,6
2017-06-30,Jamaica,America Central and South,Section 95,Dispersed Accommodation,East of England,2
2017-06-30,Jamaica,America Central and South,Section 95,Dispersed Accommodation,London,14
2017-06-30,Jamaica,America Central and South,Section 95,Dispersed Accommodation,North West,7
2017-06-30,Jamaica,America Central and South,Section 95,Dispersed Accommodation,Scotland,1
2017-06-30,Jamaica,America Central and South,Section 95,Dispersed Accommodation,South East,5
2017-06-30,Jamaica,America Central and South,Section 95,Dispersed Accommodation,South West,1
2017-06-30,Jamaica,America Central and South,Section 95,Dispersed Accommodation,Wales,3
2017-06-30,Jamaica,America Central and South,Section 95,Dispersed Accommodation,West Midlands,9
2017-06-30,Jamaica,America Central and South,Section 95,Subsistence Only,East Midlands,1
2017-06-30,Jamaica,America Central and South,Section 95,Subsistence Only,London,7
2017-06-30,Jamaica,America Central and South,Section 95,Subsistence Only,West Midlands,1
2017-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,North East,7
2017-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,North West,18
2017-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,Northern Ireland,5
2017-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,South East,4
2017-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,South West,1
2017-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,Unknown,4
2017-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,West Midlands,5
2017-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,4
2017-06-30,Jordan,Middle East,Section 95,Subsistence Only,London,4
2017-06-30,Jordan,Middle East,Section 95,Subsistence Only,North East,1
2017-06-30,Jordan,Middle East,Section 95,Subsistence Only,Scotland,4
2017-06-30,Jordan,Middle East,Section 95,Subsistence Only,South West,1
2017-06-30,Jordan,Middle East,Section 95,Subsistence Only,Yorkshire and The Humber,4
2017-06-30,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,East Midlands,3
2017-06-30,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,East of England,7
2017-06-30,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,North West,7
2017-06-30,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,Northern Ireland,3
2017-06-30,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,West Midlands,5
2017-06-30,Kazakhstan,Asia Central,Section 95,Subsistence Only,North West,1
