Year,Nationality,Region,Grant,Refused,Initial grant rate
2019,India,Asia South,28,578,0.0462046204620462
2019,Indonesia,Asia South East,3,3,0.5
2019,Iran,Middle East,2253,1207,0.6511560693641618
2019,Iraq,Middle East,648,1539,0.2962962962962963
2019,Israel,Middle East,0,1,0
2019,Italy,EU 14,0,7,0
2019,Ivory Coast,Africa Sub-Saharan,13,21,0.38235294117647056
2019,Jamaica,America Central and South,8,59,0.11940298507462686
2019,Japan,Asia East,0,2,0
2019,Jordan,Middle East,3,16,0.15789473684210525
2019,Kazakhstan,Asia Central,0,8,0
2019,Kenya,Africa Sub-Saharan,24,53,0.3116883116883117
2019,Kosovo,Europe Other,4,9,0.3076923076923077
2019,Kuwait,Middle East,21,19,0.525
2019,Kyrgyzstan,Asia Central,3,4,0.42857142857142855
2019,Latvia,EU 8,0,5,0
2019,Lebanon,Middle East,3,15,0.16666666666666666
2019,Liberia,Africa Sub-Saharan,1,1,0.5
2019,Libya,Africa North,280,16,0.9459459459459459
2019,Lithuania,EU 8,0,7,0
2019,Malawi,Africa Sub-Saharan,13,19,0.40625
2019,Malaysia,Asia South East,29,35,0.453125
2019,Maldives,Asia South,1,1,0.5
2019,Mali,Africa Sub-Saharan,2,5,0.2857142857142857
2019,Mauritania,Africa North,0,1,0
2019,Mauritius,Africa Sub-Saharan,2,33,0.05714285714285714
2019,Mexico,America Central and South,1,2,0.3333333333333333
2019,Moldova,Europe Other,0,1,0
2019,Mongolia,Asia East,2,9,0.18181818181818182
2019,Morocco,Africa North,16,31,0.3404255319148936
2019,Mozambique,Africa Sub-Saharan,0,3,0
2019,Myanmar (Burma),Asia South East,7,8,0.4666666666666667
2019,Namibia,Africa Sub-Saharan,15,128,0.1048951048951049
2019,Nepal,Asia South,3,32,0.08571428571428572
2019,Netherlands,EU 14,0,2,0
2019,Nicaragua,America Central and South,5,13,0.2777777777777778
2019,Niger,Africa Sub-Saharan,1,4,0.2
2019,Nigeria,Africa Sub-Saharan,200,465,0.3007518796992481
2019,North Korea,Asia East,0,4,0
2019,Occupied Palestinian Territories,Middle East,41,49,0.45555555555555555
2019,Oman,Middle East,1,2,0.3333333333333333
2019,Other and unknown,Other,4,0,1
2019,Pakistan,Asia South,293,557,0.3447058823529412
2019,Paraguay,America Central and South,0,1,0
2019,Philippines,Asia South East,3,32,0.08571428571428572
2019,Poland,EU 8,0,13,0
2019,Portugal,EU 14,0,4,0
2019,Refugee,Other,287,58,0.8318840579710145
2019,Romania,EU 2,0,8,0
2019,Russia,Europe Other,70,35,0.6666666666666666
2019,Rwanda,Africa Sub-Saharan,4,3,0.5714285714285714
2019,Saudi Arabia,Middle East,44,12,0.7857142857142857
2019,Senegal,Africa Sub-Saharan,1,10,0.09090909090909091
2019,Seychelles,Africa Sub-Saharan,0,1,0
2019,Sierra Leone,Africa Sub-Saharan,19,25,0.4318181818181818
2019,Singapore,Asia South East,0,1,0
2019,Slovakia,EU 8,0,3,0
2019,Somalia,Africa Sub-Saharan,138,70,0.6634615384615384
2019,South Africa,Africa Sub-Saharan,9,47,0.16071428571428573
2019,South Korea,Asia East,0,2,0
2019,South Sudan,Africa Sub-Saharan,9,5,0.6428571428571429
2019,Spain,EU 14,0,1,0
2019,Sri Lanka,Asia South,82,154,0.3474576271186441
2019,St Kitts and Nevis,America Central and South,0,4,0
2019,St Lucia,America Central and South,2,10,0.16666666666666666
2019,St Vincent and the Grenadines,America Central and South,6,1,0.8571428571428571
2019,Stateless,Other,75,74,0.5033557046979866
2019,Sudan,Africa North,1428,247,0.8525373134328358
2019,Sweden,EU 14,0,2,0
2019,Syria,Middle East,539,62,0.8968386023294509
2019,Taiwan,Asia East,0,1,0
2019,Tajikistan,Asia Central,0,4,0
2019,Tanzania,Africa Sub-Saharan,4,27,0.12903225806451613
2019,Thailand,Asia South East,2,9,0.18181818181818182
2019,Togo,Africa Sub-Saharan,1,6,0.14285714285714285
2019,Trinidad and Tobago,America Central and South,6,10,0.375
2019,Tunisia,Africa North,4,11,0.26666666666666666
2019,Turkey,Europe Other,317,159,0.6659663865546218
2019,Turkmenistan,Asia Central,0,1,0
2019,Uganda,Africa Sub-Saharan,33,24,0.5789473684210527
2019,Ukraine,Europe Other,6,94,0.06
2019,United Arab Emirates,Middle East,3,1,0.75
2019,United States,America North,0,3,0
2019,Uzbekistan,Asia Central,3,1,0.75
2019,Venezuela,America Central and South,4,6,0.4
2019,Vietnam,Asia South East,330,286,0.5357142857142857
2019,Western Sahara,Africa North,1,1,0.5
2019,Yemen,Middle East,149,19,0.8869047619047619
2019,Zambia,Africa Sub-Saharan,5,3,0.625
2019,Zimbabwe,Africa Sub-Saharan,21,64,0.24705882352941178
2020,Afghanistan,Asia Central,355,376,0.4856361149110807
2020,Albania,Europe Other,231,410,0.36037441497659906
2020,Algeria,Africa North,9,36,0.2
2020,Angola,Africa Sub-Saharan,2,19,0.09523809523809523
2020,Argentina,America Central and South,0,1,0
2020,Australia,Oceania,0,1,0
2020,Azerbaijan,Europe Other,1,5,0.16666666666666666
2020,Bahrain,Middle East,3,2,0.6
2020,Bangladesh,Asia South,57,273,0.17272727272727273
2020,Barbados,America Central and South,1,1,0.5
2020,Belarus,Europe Other,2,2,0.5
2020,Benin,Africa Sub-Saharan,0,3,0
2020,Bolivia,America Central and South,1,3,0.25
2020,Botswana,Africa Sub-Saharan,2,2,0.5
2020,Brazil,America Central and South,3,47,0.06
2020,British overseas citizens,Other,1,0,1
2020,Bulgaria,EU 2,0,1,0
2020,Burkina Faso,Africa Sub-Saharan,1,1,0.5
2020,Burundi,Africa Sub-Saharan,2,4,0.3333333333333333
2020,Cameroon,Africa Sub-Saharan,48,35,0.5783132530120482
2020,Canada,America North,0,1,0
2020,Central African Republic,Africa Sub-Saharan,0,2,0
2020,Chad,Africa Sub-Saharan,5,42,0.10638297872340426
2020,Chile,America Central and South,0,1,0
2020,China,Asia East,33,132,0.2
2020,Colombia,America Central and South,2,4,0.3333333333333333
2020,Congo,Africa Sub-Saharan,2,2,0.5
2020,Congo (Democratic Republic),Africa Sub-Saharan,14,24,0.3684210526315789
2020,Costa Rica,America Central and South,0,1,0
2020,Croatia,EU Other,0,1,0
2020,Cuba,America Central and South,2,4,0.3333333333333333
2020,Denmark,EU 14,0,1,0
2020,Dominica,America Central and South,1,2,0.3333333333333333
2020,Dominican Republic,America Central and South,0,1,0
2020,Egypt,Africa North,40,70,0.36363636363636365
2020,El Salvador,America Central and South,98,84,0.5384615384615384
2020,Eritrea,Africa Sub-Saharan,786,279,0.7380281690140845
2020,Eswatini,Africa Sub-Saharan,1,1,0.5
2020,Ethiopia,Africa Sub-Saharan,34,162,0.17346938775510204
2020,"Gambia, The",Africa Sub-Saharan,17,27,0.38636363636363635
2020,Georgia,Europe Other,3,18,0.14285714285714285
2020,Germany,EU 14,0,1,0
2020,Ghana,Africa Sub-Saharan,17,59,0.2236842105263158
2020,Greece,EU 14,0,1,0
2020,Grenada,America Central and South,1,5,0.16666666666666666
2020,Guatemala,America Central and South,0,2,0
2020,Guinea,Africa Sub-Saharan,6,14,0.3
2020,Guyana,America Central and South,1,1,0.5
2020,Honduras,America Central and South,12,20,0.375
2020,Hong Kong,Asia East,3,2,0.6
2020,Hungary,EU 8,0,2,0
2020,India,Asia South,19,420,0.04328018223234624
2020,Indonesia,Asia South East,3,2,0.6
2020,Iran,Middle East,1180,994,0.5427782888684453
2020,Iraq,Middle East,368,1131,0.24549699799866578
2020,Israel,Middle East,0,2,0
2020,Italy,EU 14,0,3,0
2020,Ivory Coast,Africa Sub-Saharan,2,9,0.18181818181818182
2020,Jamaica,America Central and South,3,20,0.13043478260869565
2020,Jordan,Middle East,6,14,0.3
2020,Kazakhstan,Asia Central,1,6,0.14285714285714285
2020,Kenya,Africa Sub-Saharan,17,36,0.32075471698113206
2020,Kosovo,Europe Other,2,4,0.3333333333333333
2020,Kuwait,Middle East,40,45,0.47058823529411764
2020,Kyrgyzstan,Asia Central,1,3,0.25
2020,Latvia,EU 8,0,2,0
2020,Lebanon,Middle East,6,8,0.42857142857142855
2020,Lesotho,Africa Sub-Saharan,0,1,0
2020,Liberia,Africa Sub-Saharan,0,6,0
2020,Libya,Africa North,246,18,0.9318181818181818
2020,Lithuania,EU 8,0,3,0
2020,Malawi,Africa Sub-Saharan,5,10,0.3333333333333333
2020,Malaysia,Asia South East,36,31,0.5373134328358209
2020,Maldives,Asia South,1,0,1
2020,Mali,Africa Sub-Saharan,5,9,0.35714285714285715
2020,Mauritania,Africa North,1,1,0.5
2020,Mauritius,Africa Sub-Saharan,2,12,0.14285714285714285
2020,Mexico,America Central and South,1,4,0.2
2020,Mongolia,Asia East,2,8,0.2
2020,Morocco,Africa North,17,27,0.38636363636363635
2020,Mozambique,Africa Sub-Saharan,1,1,0.5
2020,Myanmar (Burma),Asia South East,2,6,0.25
2020,Namibia,Africa Sub-Saharan,13,109,0.10655737704918032
2020,Nepal,Asia South,2,17,0.10526315789473684
2020,Netherlands,EU 14,0,2,0
2020,Nicaragua,America Central and South,7,9,0.4375
2020,Niger,Africa Sub-Saharan,0,4,0
2020,Nigeria,Africa Sub-Saharan,139,280,0.3317422434367542
2020,Occupied Palestinian Territories,Middle East,44,35,0.5569620253164557
2020,Oman,Middle East,1,2,0.3333333333333333
2020,Other and unknown,Other,0,1,0
2020,Pakistan,Asia South,231,409,0.3609375
2020,Philippines,Asia South East,4,14,0.2222222222222222
2020,Poland,EU 8,0,3,0
2020,Qatar,Middle East,3,0,1
2020,Refugee,Other,164,29,0.8497409326424871
2020,Romania,EU 2,0,8,0
2020,Russia,Europe Other,59,38,0.6082474226804123
2020,Rwanda,Africa Sub-Saharan,4,4,0.5
2020,Saudi Arabia,Middle East,37,4,0.9024390243902439
2020,Senegal,Africa Sub-Saharan,4,15,0.21052631578947367
2020,Sierra Leone,Africa Sub-Saharan,10,25,0.2857142857142857
2020,Slovakia,EU 8,0,4,0
2020,Somalia,Africa Sub-Saharan,78,48,0.6190476190476191
2020,South Africa,Africa Sub-Saharan,4,32,0.1111111111111111
2020,South Korea,Asia East,0,1,0
2020,South Sudan,Africa Sub-Saharan,10,15,0.4
2020,Spain,EU 14,0,1,0
2020,Sri Lanka,Asia South,42,147,0.2222222222222222
2020,St Kitts and Nevis,America Central and South,0,1,0
2020,St Lucia,America Central and South,2,4,0.3333333333333333
2020,St Vincent and the Grenadines,America Central and South,1,2,0.3333333333333333
2020,Stateless,Other,65,227,0.2226027397260274
2020,Sudan,Africa North,706,522,0.5749185667752443
2020,Suriname,America Central and South,0,1,0
2020,Sweden,EU 14,0,1,0
2020,Syria,Middle East,425,148,0.7417102966841187
2020,Tajikistan,Asia Central,2,3,0.4
2020,Tanzania,Africa Sub-Saharan,7,12,0.3684210526315789
2020,Thailand,Asia South East,0,6,0
2020,Togo,Africa Sub-Saharan,0,6,0
2020,Trinidad and Tobago,America Central and South,11,13,0.4583333333333333
2020,Tunisia,Africa North,2,7,0.2222222222222222
2020,Turkey,Europe Other,158,100,0.6124031007751938
2020,Turkmenistan,Asia Central,3,0,1
2020,Uganda,Africa Sub-Saharan,49,30,0.620253164556962
2020,Ukraine,Europe Other,6,59,0.09230769230769231
2020,United Arab Emirates,Middle East,2,0,1
2020,United States,America North,3,4,0.42857142857142855
2020,Uzbekistan,Asia Central,2,3,0.4
2020,Venezuela,America Central and South,8,6,0.5714285714285714
2020,Vietnam,Asia South East,317,145,0.6861471861471862
2020,Yemen,Middle East,125,128,0.49407114624505927
2020,Zambia,Africa Sub-Saharan,4,3,0.5714285714285714
2020,Zimbabwe,Africa Sub-Saharan,20,55,0.26666666666666666
2021,Afghanistan,Asia Central,644,151,0.810062893081761
2021,Albania,Europe Other,235,277,0.458984375
2021,Algeria,Africa North,13,46,0.22033898305084745
2021,Angola,Africa Sub-Saharan,3,14,0.17647058823529413
2021,Antigua and Barbuda,America Central and South,0,1,0
2021,Argentina,America Central and South,0,1,0
2021,Azerbaijan,Europe Other,3,6,0.3333333333333333
2021,Bahrain,Middle East,1,0,1
2021,Bangladesh,Asia South,105,260,0.2876712328767123
2021,Barbados,America Central and South,1,1,0.5
2021,Belarus,Europe Other,3,1,0.75
2021,Belize,America Central and South,0,1,0
2021,Benin,Africa Sub-Saharan,0,1,0
2021,Bolivia,America Central and South,0,5,0
2021,Botswana,Africa Sub-Saharan,4,6,0.4
2021,Brazil,America Central and South,6,30,0.16666666666666666
2021,British overseas citizens,Other,0,1,0
2021,Bulgaria,EU 2,0,2,0
2021,Burkina Faso,Africa Sub-Saharan,1,1,0.5
2021,Burundi,Africa Sub-Saharan,3,2,0.6
2021,Cameroon,Africa Sub-Saharan,71,41,0.6339285714285714
2021,Central African Republic,Africa Sub-Saharan,1,2,0.3333333333333333
2021,Chad,Africa Sub-Saharan,40,7,0.851063829787234
2021,Chile,America Central and South,0,4,0
2021,China,Asia East,28,82,0.2545454545454545
2021,Colombia,America Central and South,1,4,0.2
2021,Congo,Africa Sub-Saharan,4,4,0.5
2021,Congo (Democratic Republic),Africa Sub-Saharan,16,13,0.5517241379310345
2021,Cuba,America Central and South,2,0,1
2021,Cyprus,EU Other,0,1,0
2021,Cyprus (Northern part of),Europe Other,0,1,0
2021,Czechia,EU 8,0,4,0
2021,Djibouti,Africa Sub-Saharan,2,0,1
2021,Dominican Republic,America Central and South,0,1,0
2021,Ecuador,America Central and South,0,2,0
2021,Egypt,Africa North,54,73,0.4251968503937008
2021,El Salvador,America Central and South,109,103,0.5141509433962265
2021,Eritrea,Africa Sub-Saharan,1427,48,0.967457627118644
2021,Ethiopia,Africa Sub-Saharan,84,87,0.49122807017543857
2021,Gabon,Africa Sub-Saharan,1,0,1
2021,"Gambia, The",Africa Sub-Saharan,8,15,0.34782608695652173
2021,Georgia,Europe Other,5,23,0.17857142857142858
2021,Ghana,Africa Sub-Saharan,17,44,0.2786885245901639
2021,Grenada,America Central and South,1,6,0.14285714285714285
2021,Guatemala,America Central and South,1,0,1
2021,Guinea,Africa Sub-Saharan,17,7,0.7083333333333334
2021,Guinea-Bissau,Africa Sub-Saharan,0,1,0
2021,Guyana,America Central and South,0,1,0
2021,Honduras,America Central and South,20,18,0.5263157894736842
2021,Hong Kong,Asia East,11,20,0.3548387096774194
2021,Hungary,EU 8,0,4,0
2021,India,Asia South,9,198,0.043478260869565216
2021,Indonesia,Asia South East,5,4,0.5555555555555556
2021,Iran,Middle East,2252,266,0.8943606036536934
2021,Iraq,Middle East,550,611,0.4737295434969854
2021,Israel,Middle East,0,1,0
2021,Ivory Coast,Africa Sub-Saharan,8,9,0.47058823529411764
2021,Jamaica,America Central and South,10,33,0.23255813953488372
2021,Jordan,Middle East,11,6,0.6470588235294118
2021,Kazakhstan,Asia Central,5,3,0.625
2021,Kenya,Africa Sub-Saharan,40,29,0.5797101449275363
2021,Kosovo,Europe Other,5,8,0.38461538461538464
2021,Kuwait,Middle East,43,7,0.86
2021,Kyrgyzstan,Asia Central,3,0,1
2021,Latvia,EU 8,0,2,0
2021,Lebanon,Middle East,18,15,0.5454545454545454
2021,Liberia,Africa Sub-Saharan,0,3,0
2021,Libya,Africa North,161,1,0.9938271604938271
2021,Lithuania,EU 8,0,1,0
2021,Luxembourg,EU 14,0,1,0
2021,Macau,Asia East,0,2,0
2021,Malawi,Africa Sub-Saharan,5,4,0.5555555555555556
2021,Malaysia,Asia South East,22,28,0.44
2021,Maldives,Asia South,3,2,0.6
2021,Mali,Africa Sub-Saharan,3,3,0.5
2021,Mauritania,Africa North,2,0,1
2021,Mauritius,Africa Sub-Saharan,4,5,0.4444444444444444
2021,Mexico,America Central and South,1,3,0.25
2021,Mongolia,Asia East,1,4,0.2
2021,Morocco,Africa North,20,29,0.40816326530612246
2021,Myanmar (Burma),Asia South East,16,1,0.9411764705882353
2021,Namibia,Africa Sub-Saharan,23,62,0.27058823529411763
2021,Nepal,Asia South,4,23,0.14814814814814814
2021,Netherlands,EU 14,0,1,0
2021,Nicaragua,America Central and South,9,2,0.8181818181818182
2021,Niger,Africa Sub-Saharan,3,0,1
2021,Nigeria,Africa Sub-Saharan,107,140,0.4331983805668016
2021,North Korea,Asia East,1,1,0.5
2021,Occupied Palestinian Territories,Middle East,61,15,0.8026315789473685
2021,Oman,Middle East,2,0,1
2021,Other and unknown,Other,2,0,1
2021,Pakistan,Asia South,334,294,0.5318471337579618
2021,Philippines,Asia South East,6,39,0.13333333333333333
2021,Poland,EU 8,0,22,0
2021,Qatar,Middle East,8,0,1
2021,Refugee,Other,354,12,0.9672131147540983
2021,Romania,EU 2,0,11,0
2021,Russia,Europe Other,46,20,0.696969696969697
2021,Rwanda,Africa Sub-Saharan,2,2,0.5
2021,Saudi Arabia,Middle East,31,3,0.9117647058823529
2021,Senegal,Africa Sub-Saharan,3,3,0.5
2021,Seychelles,Africa Sub-Saharan,1,0,1
2021,Sierra Leone,Africa Sub-Saharan,23,32,0.41818181818181815
2021,Slovakia,EU 8,0,1,0
2021,Slovenia,EU 8,0,1,0
2021,Somalia,Africa Sub-Saharan,165,35,0.825
2021,South Africa,Africa Sub-Saharan,3,18,0.14285714285714285
2021,South Sudan,Africa Sub-Saharan,10,1,0.9090909090909091
2021,Spain,EU 14,0,2,0
2021,Sri Lanka,Asia South,90,100,0.47368421052631576
2021,St Vincent and the Grenadines,America Central and South,3,4,0.42857142857142855
2021,Stateless,Other,41,15,0.7321428571428571
2021,Sudan,Africa North,820,37,0.9568261376896149
2021,Syria,Middle East,983,14,0.9859578736208626
2021,Tajikistan,Asia Central,0,1,0
2021,Tanzania,Africa Sub-Saharan,6,5,0.5454545454545454
2021,Thailand,Asia South East,2,10,0.16666666666666666
2021,Togo,Africa Sub-Saharan,1,0,1
2021,Trinidad and Tobago,America Central and South,4,9,0.3076923076923077
2021,Tunisia,Africa North,4,7,0.36363636363636365
2021,Turkey,Europe Other,297,88,0.7714285714285715
2021,Turkmenistan,Asia Central,4,0,1
2021,Uganda,Africa Sub-Saharan,54,31,0.6352941176470588
2021,Ukraine,Europe Other,6,43,0.12244897959183673
2021,United Arab Emirates,Middle East,2,0,1
2021,United States,America North,0,1,0
2021,Uzbekistan,Asia Central,0,7,0
2021,Venezuela,America Central and South,8,4,0.6666666666666666
2021,Vietnam,Asia South East,508,211,0.7065368567454798
2021,Western Sahara,Africa North,4,0,1
2021,Yemen,Middle East,267,4,0.985239852398524
2021,Zambia,Africa Sub-Saharan,5,1,0.8333333333333334
2021,Zimbabwe,Africa Sub-Saharan,22,30,0.4230769230769231
2022,Afghanistan,Asia Central,1803,40,0.9782962561041779
2022,Albania,Europe Other,361,387,0.48262032085561496
2022,Algeria,Africa North,9,46,0.16363636363636364
2022,Angola,Africa Sub-Saharan,8,7,0.5333333333333333
2022,Antigua and Barbuda,America Central and South,2,0,1
2022,Argentina,America Central and South,0,1,0
2022,Armenia,Europe Other,0,1,0
2022,Azerbaijan,Europe Other,6,3,0.6666666666666666
2022,Bahrain,Middle East,1,0,1
2022,Bangladesh,Asia South,105,193,0.3523489932885906
2022,Barbados,America Central and South,1,0,1
2022,Belarus,Europe Other,6,2,0.75
2022,Benin,Africa Sub-Saharan,3,1,0.75
2022,Bolivia,America Central and South,1,1,0.5
2022,Botswana,Africa Sub-Saharan,5,5,0.5
2022,Brazil,America Central and South,2,38,0.05
2022,British overseas citizens,Other,1,1,0.5
2022,Bulgaria,EU 2,0,4,0
2022,Burkina Faso,Africa Sub-Saharan,2,0,1
2022,Burundi,Africa Sub-Saharan,2,4,0.3333333333333333
2022,Cameroon,Africa Sub-Saharan,68,29,0.7010309278350515
2022,Central African Republic,Africa Sub-Saharan,3,0,1
2022,Chad,Africa Sub-Saharan,58,17,0.7733333333333333
2022,China,Asia East,47,244,0.16151202749140894
2022,Colombia,America Central and South,1,4,0.2
2022,Congo,Africa Sub-Saharan,6,2,0.75
2022,Congo (Democratic Republic),Africa Sub-Saharan,34,11,0.7555555555555555
2022,Costa Rica,America Central and South,0,1,0
2022,Cuba,America Central and South,3,0,1
2022,Dominica,America Central and South,0,1,0
2022,Ecuador,America Central and South,0,1,0
2022,Egypt,Africa North,77,86,0.4723926380368098
2022,El Salvador,America Central and South,130,161,0.44673539518900346
2022,Equatorial Guinea,Africa Sub-Saharan,1,0,1
2022,Eritrea,Africa Sub-Saharan,2463,42,0.9832335329341317
2022,Ethiopia,Africa Sub-Saharan,245,105,0.7
2022,Finland,EU 14,0,1,0
2022,Gabon,Africa Sub-Saharan,1,0,1
2022,"Gambia, The",Africa Sub-Saharan,13,9,0.5909090909090909
2022,Georgia,Europe Other,6,20,0.23076923076923078
2022,Germany,EU 14,0,2,0
2022,Ghana,Africa Sub-Saharan,16,25,0.3902439024390244
2022,Greece,EU 14,0,2,0
2022,Grenada,America Central and South,2,3,0.4
2022,Guatemala,America Central and South,0,3,0
2022,Guinea,Africa Sub-Saharan,21,21,0.5
2022,Guinea-Bissau,Africa Sub-Saharan,3,1,0.75
2022,Guyana,America Central and South,2,0,1
2022,Honduras,America Central and South,22,31,0.41509433962264153
2022,Hong Kong,Asia East,9,9,0.5
2022,Hungary,EU 8,0,4,0
2022,India,Asia South,11,216,0.048458149779735685
2022,Indonesia,Asia South East,7,0,1
2022,Iran,Middle East,2530,626,0.8016476552598225
2022,Iraq,Middle East,594,474,0.5561797752808989
2022,Ireland,EU 14,0,1,0
2022,Israel,Middle East,0,1,0
2022,Italy,EU 14,0,1,0
2022,Ivory Coast,Africa Sub-Saharan,4,12,0.25
2022,Jamaica,America Central and South,7,11,0.3888888888888889
2022,Jordan,Middle East,6,5,0.5454545454545454
2022,Kazakhstan,Asia Central,3,1,0.75
2022,Kenya,Africa Sub-Saharan,28,16,0.6363636363636364
2022,Kosovo,Europe Other,0,2,0
2022,Kuwait,Middle East,47,10,0.8245614035087719
2022,Kyrgyzstan,Asia Central,2,4,0.3333333333333333
2022,Latvia,EU 8,0,3,0
2022,Lebanon,Middle East,14,11,0.56
2022,Liberia,Africa Sub-Saharan,1,4,0.2
2022,Libya,Africa North,147,2,0.9865771812080537
2022,Lithuania,EU 8,0,3,0
2022,Malawi,Africa Sub-Saharan,1,1,0.5
2022,Malaysia,Asia South East,25,40,0.38461538461538464
2022,Maldives,Asia South,1,0,1
2022,Mali,Africa Sub-Saharan,8,3,0.7272727272727273
2022,Mauritius,Africa Sub-Saharan,1,4,0.2
2022,Mexico,America Central and South,0,3,0
2022,Mongolia,Asia East,0,2,0
2022,Morocco,Africa North,27,30,0.47368421052631576
2022,Myanmar (Burma),Asia South East,13,2,0.8666666666666667
2022,Namibia,Africa Sub-Saharan,16,118,0.11940298507462686
2022,Nepal,Asia South,3,24,0.1111111111111111
2022,Nicaragua,America Central and South,8,8,0.5
2022,Niger,Africa Sub-Saharan,1,0,1
2022,Nigeria,Africa Sub-Saharan,153,125,0.5503597122302158
2022,North Korea,Asia East,0,1,0
2022,Occupied Palestinian Territories,Middle East,72,35,0.6728971962616822
2022,Oman,Middle East,0,1,0
2022,Other and unknown,Other,2,0,1
2022,Pakistan,Asia South,339,222,0.6042780748663101
2022,Philippines,Asia South East,3,61,0.046875
2022,Poland,EU 8,0,5,0
2022,Portugal,EU 14,0,2,0
2022,Qatar,Middle East,0,1,0
2022,Refugee,Other,397,13,0.9682926829268292
2022,Romania,EU 2,0,11,0
2022,Russia,Europe Other,90,22,0.8035714285714286
2022,Rwanda,Africa Sub-Saharan,4,3,0.5714285714285714
2022,Saudi Arabia,Middle East,33,3,0.9166666666666666
2022,Senegal,Africa Sub-Saharan,8,3,0.7272727272727273
2022,Sierra Leone,Africa Sub-Saharan,27,24,0.5294117647058824
2022,Singapore,Asia South East,0,1,0
2022,Somalia,Africa Sub-Saharan,223,58,0.7935943060498221
2022,South Africa,Africa Sub-Saharan,3,9,0.25
2022,South Sudan,Africa Sub-Saharan,44,0,1
2022,Spain,EU 14,0,5,0
2022,Sri Lanka,Asia South,173,63,0.7330508474576272
2022,St Kitts and Nevis,America Central and South,1,2,0.3333333333333333
2022,St Lucia,America Central and South,7,3,0.7
2022,St Vincent and the Grenadines,America Central and South,3,0,1
2022,Stateless,Other,75,10,0.8823529411764706
2022,Sudan,Africa North,984,189,0.8388746803069054
2022,Sweden,EU 14,0,1,0
2022,Syria,Middle East,1406,23,0.9839048285514346
2022,Tajikistan,Asia Central,4,9,0.3076923076923077
2022,Tanzania,Africa Sub-Saharan,11,5,0.6875
2022,Thailand,Asia South East,1,12,0.07692307692307693
2022,Togo,Africa Sub-Saharan,4,4,0.5
2022,Trinidad and Tobago,America Central and South,6,7,0.46153846153846156
2022,Tunisia,Africa North,5,1,0.8333333333333334
2022,Turkey,Europe Other,279,68,0.8040345821325648
2022,Turkmenistan,Asia Central,0,2,0
2022,Uganda,Africa Sub-Saharan,73,5,0.9358974358974359
2022,Ukraine,Europe Other,2,1,0.6666666666666666
2022,United Arab Emirates,Middle East,2,0,1
2022,United States,America North,1,5,0.16666666666666666
2022,Uzbekistan,Asia Central,3,2,0.6
2022,Venezuela,America Central and South,3,1,0.75
2022,Vietnam,Asia South East,524,184,0.7401129943502824
2022,Yemen,Middle East,320,4,0.9876543209876543
2022,Zambia,Africa Sub-Saharan,2,2,0.5
2022,Zimbabwe,Africa Sub-Saharan,29,26,0.5272727272727272
2023,Afghanistan,Asia Central,8380,71,0.9915986273813749
2023,Albania,Europe Other,484,5131,0.08619768477292965
2023,Algeria,Africa North,26,142,0.15476190476190477
2023,Angola,Africa Sub-Saharan,25,39,0.390625
2023,Antigua and Barbuda,America Central and South,1,6,0.14285714285714285
2023,Argentina,America Central and South,2,9,0.18181818181818182
2023,Armenia,Europe Other,5,3,0.625
2023,Australia,Oceania,0,2,0
2023,Azerbaijan,Europe Other,17,10,0.6296296296296297
2023,"Bahamas, The",America Central and South,0,1,0
2023,Bahrain,Middle East,5,5,0.5
2023,Bangladesh,Asia South,728,1863,0.28097259745272096
2023,Barbados,America Central and South,2,8,0.2
2023,Belarus,Europe Other,35,22,0.6140350877192983
2023,Belize,America Central and South,1,0,1
2023,Benin,Africa Sub-Saharan,5,12,0.29411764705882354
2023,Bhutan,Asia South,0,1,0
2023,Bolivia,America Central and South,3,9,0.25
2023,Bosnia and Herzegovina,Europe Other,0,1,0
2023,Botswana,Africa Sub-Saharan,15,71,0.1744186046511628
2023,Brazil,America Central and South,10,226,0.0423728813559322
2023,British overseas citizens,Other,2,0,1
2023,Brunei,Asia South East,1,0,1
2023,Bulgaria,EU 2,0,2,0
2023,Burkina Faso,Africa Sub-Saharan,9,2,0.8181818181818182
2023,Burundi,Africa Sub-Saharan,7,3,0.7
2023,Cameroon,Africa Sub-Saharan,289,41,0.8757575757575757
2023,Canada,America North,0,5,0
2023,Central African Republic,Africa Sub-Saharan,9,2,0.8181818181818182
2023,Chad,Africa Sub-Saharan,108,156,0.4090909090909091
2023,Chile,America Central and South,1,4,0.2
2023,China,Asia East,179,942,0.15967885816235505
2023,Colombia,America Central and South,8,15,0.34782608695652173
2023,Congo,Africa Sub-Saharan,12,25,0.32432432432432434
2023,Congo (Democratic Republic),Africa Sub-Saharan,61,79,0.4357142857142857
2023,Costa Rica,America Central and South,0,3,0
2023,Cuba,America Central and South,5,5,0.5
2023,Cyprus (Northern part of),Europe Other,1,1,0.5
2023,Czechia,EU 8,0,5,0
2023,Djibouti,Africa Sub-Saharan,1,2,0.3333333333333333
2023,Dominica,America Central and South,5,15,0.25
2023,Dominican Republic,America Central and South,0,3,0
2023,East Timor,Asia South East,0,2,0
2023,Ecuador,America Central and South,5,11,0.3125
2023,Egypt,Africa North,140,470,0.22950819672131148
2023,El Salvador,America Central and South,1170,34,0.9717607973421927
2023,Equatorial Guinea,Africa Sub-Saharan,2,1,0.6666666666666666
