Date,Year,Quarter,Nationality,Region,Initial decisions from designated states,Refusals from designated states,Clearly unfounded refusals (designated states),Clearly unfounded refusals (non-designated states),Total clearly unfounded refusals
2020-12-31,2020,4,Mali,Africa Sub-Saharan,2,1,0,0,0
2020-12-31,2020,4,Mauritius,Africa Sub-Saharan,1,1,0,0,0
2020-12-31,2020,4,Namibia,Africa Sub-Saharan,0,0,0,1,1
2020-12-31,2020,4,Nigeria,Africa Sub-Saharan,37,26,8,1,9
2020-12-31,2020,4,Pakistan,Asia South,0,0,0,9,9
2020-12-31,2020,4,Sierra Leone,Africa Sub-Saharan,7,6,2,0,2
2020-12-31,2020,4,South Africa,Africa Sub-Saharan,8,6,1,0,1
2020-12-31,2020,4,South Korea,Asia East,1,1,1,0,1
2020-12-31,2020,4,Ukraine,Europe Other,8,8,1,0,1
2021-03-31,2021,1,Albania,Europe Other,147,88,39,0,39
2021-03-31,2021,1,Bolivia,America Central and South,1,1,0,0,0
2021-03-31,2021,1,Botswana,Africa Sub-Saharan,0,0,0,1,1
2021-03-31,2021,1,Brazil,America Central and South,9,6,6,0,6
2021-03-31,2021,1,"Gambia, The",Africa Sub-Saharan,4,3,1,0,1
2021-03-31,2021,1,Ghana,Africa Sub-Saharan,14,11,5,0,5
2021-03-31,2021,1,India,Asia South,60,55,27,0,27
2021-03-31,2021,1,Iraq,Middle East,0,0,0,1,1
2021-03-31,2021,1,Jamaica,America Central and South,0,0,0,5,5
2021-03-31,2021,1,Kenya,Africa Sub-Saharan,8,4,0,0,0
2021-03-31,2021,1,Korea (North),Asia East,0,0,0,1,1
2021-03-31,2021,1,Malawi,Africa Sub-Saharan,1,0,0,0,0
2021-03-31,2021,1,Mauritius,Africa Sub-Saharan,4,2,1,0,1
2021-03-31,2021,1,Mongolia,Asia East,3,2,0,0,0
2021-03-31,2021,1,Nigeria,Africa Sub-Saharan,34,21,11,0,11
2021-03-31,2021,1,Pakistan,Asia South,0,0,0,3,3
2021-03-31,2021,1,Sierra Leone,Africa Sub-Saharan,6,5,0,0,0
2021-03-31,2021,1,Somalia,Africa Sub-Saharan,0,0,0,1,1
2021-03-31,2021,1,South Africa,Africa Sub-Saharan,7,7,3,0,3
2021-03-31,2021,1,Ukraine,Europe Other,16,15,3,0,3
2021-06-30,2021,2,Albania,Europe Other,124,67,24,0,24
2021-06-30,2021,2,Bolivia,America Central and South,1,1,0,0,0
2021-06-30,2021,2,Brazil,America Central and South,7,7,5,0,5
2021-06-30,2021,2,Ecuador,America Central and South,1,1,0,0,0
2021-06-30,2021,2,"Gambia, The",Africa Sub-Saharan,3,3,1,0,1
2021-06-30,2021,2,Ghana,Africa Sub-Saharan,12,10,5,0,5
2021-06-30,2021,2,India,Asia South,47,46,26,0,26
2021-06-30,2021,2,Iraq,Middle East,0,0,0,1,1
2021-06-30,2021,2,Jamaica,America Central and South,0,0,0,1,1
2021-06-30,2021,2,Kenya,Africa Sub-Saharan,6,3,0,0,0
2021-06-30,2021,2,Kosovo,Europe Other,3,0,0,0,0
2021-06-30,2021,2,Mali,Africa Sub-Saharan,1,0,0,0,0
2021-06-30,2021,2,Mongolia,Asia East,1,1,0,0,0
2021-06-30,2021,2,Namibia,Africa Sub-Saharan,0,0,0,1,1
2021-06-30,2021,2,Nepal,Asia South,0,0,0,1,1
2021-06-30,2021,2,Nigeria,Africa Sub-Saharan,32,18,1,0,1
2021-06-30,2021,2,Pakistan,Asia South,0,0,0,2,2
2021-06-30,2021,2,Sierra Leone,Africa Sub-Saharan,5,3,0,0,0
2021-06-30,2021,2,South Africa,Africa Sub-Saharan,4,4,1,0,1
2021-06-30,2021,2,Thailand,Asia South East,0,0,0,1,1
2021-06-30,2021,2,Ukraine,Europe Other,9,6,4,0,4
2021-06-30,2021,2,United States,America North,0,0,0,1,1
2021-06-30,2021,2,Vietnam,Asia South East,0,0,0,5,5
2021-09-30,2021,3,Albania,Europe Other,109,52,27,0,27
2021-09-30,2021,3,Algeria,Africa North,0,0,0,1,1
2021-09-30,2021,3,Brazil,America Central and South,5,5,3,0,3
2021-09-30,2021,3,China,Asia East,0,0,0,1,1
2021-09-30,2021,3,"Gambia, The",Africa Sub-Saharan,4,4,1,0,1
2021-09-30,2021,3,Ghana,Africa Sub-Saharan,3,2,0,0,0
2021-09-30,2021,3,India,Asia South,52,50,22,0,22
2021-09-30,2021,3,Jamaica,America Central and South,0,0,0,1,1
2021-09-30,2021,3,Kenya,Africa Sub-Saharan,8,4,0,0,0
2021-09-30,2021,3,Kosovo,Europe Other,3,2,1,0,1
2021-09-30,2021,3,Mali,Africa Sub-Saharan,5,3,0,0,0
2021-09-30,2021,3,Mauritius,Africa Sub-Saharan,3,2,0,0,0
2021-09-30,2021,3,Mongolia,Asia East,1,1,0,0,0
2021-09-30,2021,3,Nigeria,Africa Sub-Saharan,24,18,7,0,7
2021-09-30,2021,3,Pakistan,Asia South,0,0,0,4,4
2021-09-30,2021,3,Sierra Leone,Africa Sub-Saharan,4,3,0,0,0
2021-09-30,2021,3,South Africa,Africa Sub-Saharan,6,5,0,0,0
2021-09-30,2021,3,Ukraine,Europe Other,7,6,6,0,6
2021-09-30,2021,3,Vietnam,Asia South East,0,0,0,2,2
2021-12-31,2021,4,Albania,Europe Other,136,73,34,0,34
2021-12-31,2021,4,Bangladesh,Asia South,0,0,0,1,1
2021-12-31,2021,4,Bolivia,America Central and South,3,3,2,0,2
2021-12-31,2021,4,Brazil,America Central and South,15,12,6,0,6
2021-12-31,2021,4,Ecuador,America Central and South,1,1,0,0,0
2021-12-31,2021,4,"Gambia, The",Africa Sub-Saharan,5,3,0,0,0
2021-12-31,2021,4,Ghana,Africa Sub-Saharan,10,8,2,0,2
2021-12-31,2021,4,India,Asia South,54,52,36,0,36
2021-12-31,2021,4,Kenya,Africa Sub-Saharan,5,2,0,0,0
2021-12-31,2021,4,Kosovo,Europe Other,7,6,4,0,4
2021-12-31,2021,4,Liberia,Africa Sub-Saharan,1,1,0,0,0
2021-12-31,2021,4,Malawi,Africa Sub-Saharan,2,2,1,0,1
2021-12-31,2021,4,Mauritius,Africa Sub-Saharan,2,1,1,0,1
2021-12-31,2021,4,Morocco,Africa North,0,0,0,1,1
2021-12-31,2021,4,Nigeria,Africa Sub-Saharan,27,18,3,0,3
2021-12-31,2021,4,Pakistan,Asia South,0,0,0,1,1
2021-12-31,2021,4,Philippines,Asia South East,0,0,0,2,2
2021-12-31,2021,4,Sierra Leone,Africa Sub-Saharan,9,6,0,0,0
2021-12-31,2021,4,South Africa,Africa Sub-Saharan,5,3,0,0,0
2021-12-31,2021,4,Ukraine,Europe Other,16,15,12,0,12
2022-03-31,2022,1,Albania,Europe Other,196,74,39,0,39
2022-03-31,2022,1,Brazil,America Central and South,7,7,6,0,6
2022-03-31,2022,1,Ecuador,America Central and South,1,1,0,0,0
2022-03-31,2022,1,"Gambia, The",Africa Sub-Saharan,1,1,0,0,0
2022-03-31,2022,1,Ghana,Africa Sub-Saharan,7,6,3,0,3
2022-03-31,2022,1,India,Asia South,58,57,36,0,36
2022-03-31,2022,1,Liberia,Africa Sub-Saharan,1,1,0,0,0
2022-03-31,2022,1,Mauritius,Africa Sub-Saharan,1,1,0,0,0
2022-03-31,2022,1,Namibia,Africa Sub-Saharan,0,0,0,2,2
2022-03-31,2022,1,Nigeria,Africa Sub-Saharan,23,17,8,0,8
2022-03-31,2022,1,Philippines,Asia South East,0,0,0,1,1
2022-03-31,2022,1,Russia,Europe Other,0,0,0,1,1
2022-03-31,2022,1,Sierra Leone,Africa Sub-Saharan,4,4,0,0,0
2022-03-31,2022,1,South Africa,Africa Sub-Saharan,2,1,0,0,0
2022-03-31,2022,1,Ukraine,Europe Other,1,1,1,0,1
2022-03-31,2022,1,United States,America North,0,0,0,1,1
2022-06-30,2022,2,Albania,Europe Other,178,96,35,0,35
2022-06-30,2022,2,Bolivia,America Central and South,2,1,1,0,1
2022-06-30,2022,2,Brazil,America Central and South,9,9,7,0,7
2022-06-30,2022,2,El Salvador,America Central and South,0,0,0,1,1
2022-06-30,2022,2,"Gambia, The",Africa Sub-Saharan,4,2,0,0,0
2022-06-30,2022,2,Ghana,Africa Sub-Saharan,5,3,1,0,1
2022-06-30,2022,2,India,Asia South,70,66,38,0,38
2022-06-30,2022,2,Kenya,Africa Sub-Saharan,6,3,1,0,1
2022-06-30,2022,2,Kosovo,Europe Other,1,1,1,0,1
2022-06-30,2022,2,Mali,Africa Sub-Saharan,2,1,0,0,0
2022-06-30,2022,2,Mauritius,Africa Sub-Saharan,1,1,0,0,0
2022-06-30,2022,2,Nigeria,Africa Sub-Saharan,22,14,1,0,1
2022-06-30,2022,2,Poland,EU 8,0,0,0,1,1
2022-06-30,2022,2,Sierra Leone,Africa Sub-Saharan,4,1,0,0,0
2022-06-30,2022,2,United States,America North,0,0,0,1,1
2022-09-30,2022,3,Albania,Europe Other,151,83,18,0,18
2022-09-30,2022,3,Brazil,America Central and South,3,3,2,0,2
2022-09-30,2022,3,"Gambia, The",Africa Sub-Saharan,3,2,1,0,1
2022-09-30,2022,3,Ghana,Africa Sub-Saharan,6,2,0,0,0
2022-09-30,2022,3,India,Asia South,52,49,33,0,33
2022-09-30,2022,3,Kenya,Africa Sub-Saharan,1,0,0,0,0
2022-09-30,2022,3,Liberia,Africa Sub-Saharan,1,1,0,0,0
2022-09-30,2022,3,Mali,Africa Sub-Saharan,3,0,0,0,0
2022-09-30,2022,3,Mauritius,Africa Sub-Saharan,1,1,1,0,1
2022-09-30,2022,3,Morocco,Africa North,0,0,0,1,1
2022-09-30,2022,3,Namibia,Africa Sub-Saharan,0,0,0,2,2
2022-09-30,2022,3,Nigeria,Africa Sub-Saharan,29,14,2,0,2
2022-09-30,2022,3,Pakistan,Asia South,0,0,0,1,1
2022-09-30,2022,3,Sierra Leone,Africa Sub-Saharan,4,4,0,0,0
2022-09-30,2022,3,South Africa,Africa Sub-Saharan,4,3,1,0,1
2022-12-31,2022,4,Albania,Europe Other,223,134,53,0,53
2022-12-31,2022,4,Bangladesh,Asia South,0,0,0,2,2
2022-12-31,2022,4,Brazil,America Central and South,21,19,17,0,17
2022-12-31,2022,4,"Gambia, The",Africa Sub-Saharan,5,1,0,0,0
2022-12-31,2022,4,Ghana,Africa Sub-Saharan,8,5,0,0,0
2022-12-31,2022,4,India,Asia South,47,44,31,0,31
2022-12-31,2022,4,Kenya,Africa Sub-Saharan,6,4,3,0,3
2022-12-31,2022,4,Kosovo,Europe Other,1,1,1,0,1
2022-12-31,2022,4,Mali,Africa Sub-Saharan,3,2,0,0,0
2022-12-31,2022,4,Mauritius,Africa Sub-Saharan,2,1,1,0,1
2022-12-31,2022,4,Mongolia,Asia East,2,2,0,0,0
2022-12-31,2022,4,Namibia,Africa Sub-Saharan,0,0,0,3,3
2022-12-31,2022,4,Nigeria,Africa Sub-Saharan,30,18,2,0,2
2022-12-31,2022,4,Pakistan,Asia South,0,0,0,1,1
2022-12-31,2022,4,Philippines,Asia South East,0,0,0,2,2
2022-12-31,2022,4,Poland,EU 8,0,0,0,2,2
2022-12-31,2022,4,Sierra Leone,Africa Sub-Saharan,10,5,0,0,0
2022-12-31,2022,4,South Africa,Africa Sub-Saharan,6,5,2,0,2
2022-12-31,2022,4,Ukraine,Europe Other,2,0,0,0,0
2022-12-31,2022,4,Vietnam,Asia South East,0,0,0,1,1
2022-12-31,2022,4,Zimbabwe,Africa Sub-Saharan,0,0,0,1,1
2023-03-31,2023,1,Albania,Europe Other,488,375,187,0,187
2023-03-31,2023,1,Algeria,Africa North,0,0,0,1,1
2023-03-31,2023,1,Bolivia,America Central and South,2,1,1,0,1
2023-03-31,2023,1,Brazil,America Central and South,22,22,19,0,19
2023-03-31,2023,1,China,Asia East,0,0,0,1,1
2023-03-31,2023,1,Ecuador,America Central and South,1,1,0,0,0
2023-03-31,2023,1,"Gambia, The",Africa Sub-Saharan,7,2,1,0,1
2023-03-31,2023,1,Ghana,Africa Sub-Saharan,7,5,3,0,3
2023-03-31,2023,1,India,Asia South,75,72,66,0,66
2023-03-31,2023,1,Iraq,Middle East,0,0,0,2,2
2023-03-31,2023,1,Kenya,Africa Sub-Saharan,3,1,0,0,0
2023-03-31,2023,1,Kosovo,Europe Other,1,0,0,0,0
2023-03-31,2023,1,Mali,Africa Sub-Saharan,1,0,0,0,0
2023-03-31,2023,1,Mauritius,Africa Sub-Saharan,2,2,1,0,1
2023-03-31,2023,1,Nigeria,Africa Sub-Saharan,19,15,3,0,3
2023-03-31,2023,1,Pakistan,Asia South,0,0,0,2,2
2023-03-31,2023,1,Philippines,Asia South East,0,0,0,1,1
2023-03-31,2023,1,Poland,EU 8,0,0,0,1,1
2023-03-31,2023,1,Sierra Leone,Africa Sub-Saharan,4,2,0,0,0
2023-03-31,2023,1,South Africa,Africa Sub-Saharan,5,4,0,0,0
2023-03-31,2023,1,Sri Lanka,Asia South,0,0,0,1,1
2023-03-31,2023,1,Stateless,Other,0,0,0,1,1
2023-03-31,2023,1,Thailand,Asia South East,0,0,0,1,1
2023-03-31,2023,1,Ukraine,Europe Other,2,0,0,0,0
2023-06-30,2023,2,Albania,Europe Other,1524,1343,991,0,991
2023-06-30,2023,2,Algeria,Africa North,0,0,0,3,3
2023-06-30,2023,2,Bolivia,America Central and South,2,2,1,0,1
2023-06-30,2023,2,Botswana,Africa Sub-Saharan,0,0,0,1,1
2023-06-30,2023,2,Brazil,America Central and South,28,28,25,0,25
2023-06-30,2023,2,Dominica,America Central and South,0,0,0,2,2
2023-06-30,2023,2,Ecuador,America Central and South,1,1,0,0,0
2023-06-30,2023,2,"Gambia, The",Africa Sub-Saharan,12,9,1,0,1
2023-06-30,2023,2,Ghana,Africa Sub-Saharan,6,6,1,0,1
2023-06-30,2023,2,India,Asia South,167,155,95,0,95
2023-06-30,2023,2,Kenya,Africa Sub-Saharan,10,6,1,0,1
2023-06-30,2023,2,Kosovo,Europe Other,2,1,1,0,1
2023-06-30,2023,2,Liberia,Africa Sub-Saharan,1,1,0,0,0
2023-06-30,2023,2,Mali,Africa Sub-Saharan,4,1,0,0,0
2023-06-30,2023,2,Mauritius,Africa Sub-Saharan,2,0,0,0,0
2023-06-30,2023,2,Morocco,Africa North,0,0,0,1,1
2023-06-30,2023,2,Nigeria,Africa Sub-Saharan,90,46,16,0,16
2023-06-30,2023,2,Philippines,Asia South East,0,0,0,1,1
2023-06-30,2023,2,Sierra Leone,Africa Sub-Saharan,6,0,0,0,0
2023-06-30,2023,2,South Africa,Africa Sub-Saharan,5,1,1,0,1
2023-06-30,2023,2,St Kitts and Nevis,America Central and South,0,0,0,1,1
2023-06-30,2023,2,Syria,Middle East,0,0,0,1,1
2023-06-30,2023,2,Thailand,Asia South East,0,0,0,1,1
2023-06-30,2023,2,Tunisia,Africa North,0,0,0,5,5
2023-06-30,2023,2,Ukraine,Europe Other,9,1,0,0,0
2023-06-30,2023,2,United States,America North,0,0,0,1,1
2023-09-30,2023,3,Albania,Europe Other,1158,1083,640,0,640
2023-09-30,2023,3,Bangladesh,Asia South,0,0,0,7,7
2023-09-30,2023,3,Bolivia,America Central and South,3,2,0,0,0
2023-09-30,2023,3,Brazil,America Central and South,51,50,35,0,35
2023-09-30,2023,3,Canada,America North,0,0,0,3,3
2023-09-30,2023,3,China,Asia East,0,0,0,1,1
2023-09-30,2023,3,Ecuador,America Central and South,1,0,0,0,0
2023-09-30,2023,3,Egypt,Africa North,0,0,0,4,4
2023-09-30,2023,3,"Gambia, The",Africa Sub-Saharan,22,17,2,0,2
2023-09-30,2023,3,Ghana,Africa Sub-Saharan,30,18,5,0,5
2023-09-30,2023,3,India,Asia South,241,219,109,0,109
2023-09-30,2023,3,Iraq,Middle East,0,0,0,3,3
2023-09-30,2023,3,Kenya,Africa Sub-Saharan,28,14,4,0,4
2023-09-30,2023,3,Kosovo,Europe Other,5,5,2,0,2
2023-09-30,2023,3,Liberia,Africa Sub-Saharan,1,1,0,0,0
2023-09-30,2023,3,Malawi,Africa Sub-Saharan,1,1,0,0,0
2023-09-30,2023,3,Mali,Africa Sub-Saharan,7,2,1,0,1
2023-09-30,2023,3,Mauritius,Africa Sub-Saharan,7,4,0,0,0
2023-09-30,2023,3,Mongolia,Asia East,2,2,0,0,0
2023-09-30,2023,3,Morocco,Africa North,0,0,0,1,1
2023-09-30,2023,3,Nigeria,Africa Sub-Saharan,167,103,30,0,30
2023-09-30,2023,3,North Macedonia,Europe Other,2,2,1,0,1
2023-09-30,2023,3,Pakistan,Asia South,0,0,0,7,7
2023-09-30,2023,3,Poland,EU 8,0,0,0,1,1
2023-09-30,2023,3,Romania,EU 2,0,0,0,2,2
2023-09-30,2023,3,Sierra Leone,Africa Sub-Saharan,18,12,1,0,1
2023-09-30,2023,3,Somalia,Africa Sub-Saharan,0,0,0,1,1
2023-09-30,2023,3,South Africa,Africa Sub-Saharan,7,4,2,0,2
2023-09-30,2023,3,St Kitts and Nevis,America Central and South,0,0,0,1,1
2023-09-30,2023,3,Trinidad and Tobago,America Central and South,0,0,0,1,1
2023-09-30,2023,3,Ukraine,Europe Other,123,0,0,0,0
