Date,Year,Quarter,Return destination,Return destination region,Number of foreign national offender returns
2013-10-01,2013,4,Colombia,America Central and South,5
2013-10-01,2013,4,Congo,Africa Sub-Saharan,1
2013-10-01,2013,4,Congo (Democratic Republic),Africa Sub-Saharan,3
2013-10-01,2013,4,Cyprus,EU Other,2
2013-10-01,2013,4,Czech Republic,EU 8,19
2013-10-01,2013,4,Dominica,America Central and South,1
2013-10-01,2013,4,Ecuador,America Central and South,1
2013-10-01,2013,4,Egypt,Africa North,2
2013-10-01,2013,4,Estonia,EU 8,4
2013-10-01,2013,4,Ethiopia,Africa Sub-Saharan,1
2013-10-01,2013,4,France,EU 14,34
2013-10-01,2013,4,"Gambia, The",Africa Sub-Saharan,6
2013-10-01,2013,4,Georgia,Europe Other,3
2013-10-01,2013,4,Germany,EU 14,8
2013-10-01,2013,4,Ghana,Africa Sub-Saharan,18
2013-10-01,2013,4,Greece,EU 14,2
2013-10-01,2013,4,Guatemala,America Central and South,3
2013-10-01,2013,4,Guinea,Africa Sub-Saharan,1
2013-10-01,2013,4,Hungary,EU 8,7
2013-10-01,2013,4,India,Asia South,28
2013-10-01,2013,4,Iran,Middle East,1
2013-10-01,2013,4,Iraq,Middle East,23
2013-10-01,2013,4,Ireland,EU 14,5
2013-10-01,2013,4,Italy,EU 14,14
2013-10-01,2013,4,Ivory Coast,Africa Sub-Saharan,1
2013-10-01,2013,4,Jamaica,America Central and South,50
2013-10-01,2013,4,Jordan,Middle East,1
2013-10-01,2013,4,Kenya,Africa Sub-Saharan,2
2013-10-01,2013,4,Korea (South),Asia East,1
2013-10-01,2013,4,Kosovo,Europe Other,6
2013-10-01,2013,4,Kyrgyzstan,Asia Central,1
2013-10-01,2013,4,Latvia,EU 8,28
2013-10-01,2013,4,Lebanon,Middle East,1
2013-10-01,2013,4,Libya,Africa North,3
2013-10-01,2013,4,Lithuania,EU 8,79
2013-10-01,2013,4,Malawi,Africa Sub-Saharan,2
2013-10-01,2013,4,Malaysia,Asia South East,5
2013-10-01,2013,4,Mauritius,Africa Sub-Saharan,7
2013-10-01,2013,4,Mexico,America Central and South,4
2013-10-01,2013,4,Moldova,Europe Other,1
2013-10-01,2013,4,Mongolia,Asia East,1
2013-10-01,2013,4,Morocco,Africa North,6
2013-10-01,2013,4,Nepal,Asia South,4
2013-10-01,2013,4,Netherlands,EU 14,20
2013-10-01,2013,4,Nigeria,Africa Sub-Saharan,59
2013-10-01,2013,4,Norway,Europe Other,3
2013-10-01,2013,4,Other and unknown,Other,64
2013-10-01,2013,4,Pakistan,Asia South,59
2013-10-01,2013,4,Philippines,Asia South East,2
2013-10-01,2013,4,Poland,EU 8,88
2013-10-01,2013,4,Portugal,EU 14,16
2013-10-01,2013,4,Romania,EU 2,189
2013-10-01,2013,4,Senegal,Africa Sub-Saharan,2
2013-10-01,2013,4,Sierra Leone,Africa Sub-Saharan,1
2013-10-01,2013,4,Slovakia,EU 8,15
2013-10-01,2013,4,Somalia,Africa Sub-Saharan,4
2013-10-01,2013,4,South Africa,Africa Sub-Saharan,7
2013-10-01,2013,4,Spain,EU 14,8
2013-10-01,2013,4,Sri Lanka,Asia South,9
2013-10-01,2013,4,St. Lucia,America Central and South,3
2013-10-01,2013,4,St. Vincent and the Grenadines,America Central and South,1
2013-10-01,2013,4,Sweden,EU 14,4
2013-10-01,2013,4,Tanzania,Africa Sub-Saharan,2
2013-10-01,2013,4,Thailand,Asia South East,1
2013-10-01,2013,4,Togo,Africa Sub-Saharan,1
2013-10-01,2013,4,Trinidad and Tobago,America Central and South,6
2013-10-01,2013,4,Turkey,Europe Other,7
2013-10-01,2013,4,Uganda,Africa Sub-Saharan,5
2013-10-01,2013,4,Ukraine,Europe Other,5
2013-10-01,2013,4,United Arab Emirates,Middle East,1
2013-10-01,2013,4,United States,America North,10
2013-10-01,2013,4,Uzbekistan,Asia Central,1
2013-10-01,2013,4,Venezuela,America Central and South,2
2013-10-01,2013,4,Vietnam,Asia South East,94
2013-10-01,2013,4,Zimbabwe,Africa Sub-Saharan,5
2014-01-01,2014,1,Afghanistan,Asia Central,20
2014-01-01,2014,1,Albania,Europe Other,57
2014-01-01,2014,1,Algeria,Africa North,11
2014-01-01,2014,1,Angola,Africa Sub-Saharan,1
2014-01-01,2014,1,Argentina,America Central and South,1
2014-01-01,2014,1,Australia,Oceania,1
2014-01-01,2014,1,Austria,EU 14,1
2014-01-01,2014,1,Bangladesh,Asia South,19
2014-01-01,2014,1,Barbados,America Central and South,3
2014-01-01,2014,1,Belarus,Europe Other,1
2014-01-01,2014,1,Belgium,EU 14,7
2014-01-01,2014,1,Bolivia,America Central and South,3
2014-01-01,2014,1,Brazil,America Central and South,7
2014-01-01,2014,1,Bulgaria,EU 2,13
2014-01-01,2014,1,Burundi,Africa Sub-Saharan,1
2014-01-01,2014,1,Canada,America North,3
2014-01-01,2014,1,Chile,America Central and South,1
2014-01-01,2014,1,China,Asia East,41
2014-01-01,2014,1,Colombia,America Central and South,8
2014-01-01,2014,1,Congo (Democratic Republic),Africa Sub-Saharan,1
2014-01-01,2014,1,Cyprus,EU Other,1
2014-01-01,2014,1,Czech Republic,EU 8,13
2014-01-01,2014,1,Dominica,America Central and South,1
2014-01-01,2014,1,Ecuador,America Central and South,1
2014-01-01,2014,1,Egypt,Africa North,2
2014-01-01,2014,1,Estonia,EU 8,1
2014-01-01,2014,1,Fiji,Oceania,2
2014-01-01,2014,1,Finland,EU 14,1
2014-01-01,2014,1,France,EU 14,52
2014-01-01,2014,1,"Gambia, The",Africa Sub-Saharan,1
2014-01-01,2014,1,Georgia,Europe Other,1
2014-01-01,2014,1,Germany,EU 14,7
2014-01-01,2014,1,Ghana,Africa Sub-Saharan,13
2014-01-01,2014,1,Greece,EU 14,1
2014-01-01,2014,1,Guinea,Africa Sub-Saharan,3
2014-01-01,2014,1,Guyana,America Central and South,1
2014-01-01,2014,1,Hong Kong,Asia East,1
2014-01-01,2014,1,Hungary,EU 8,7
2014-01-01,2014,1,India,Asia South,42
2014-01-01,2014,1,Iran,Middle East,7
2014-01-01,2014,1,Iraq,Middle East,17
2014-01-01,2014,1,Ireland,EU 14,7
2014-01-01,2014,1,Israel,Middle East,1
2014-01-01,2014,1,Italy,EU 14,9
2014-01-01,2014,1,Ivory Coast,Africa Sub-Saharan,3
2014-01-01,2014,1,Jamaica,America Central and South,56
2014-01-01,2014,1,Kenya,Africa Sub-Saharan,6
2014-01-01,2014,1,Korea (South),Asia East,1
2014-01-01,2014,1,Kosovo,Europe Other,2
2014-01-01,2014,1,Latvia,EU 8,49
2014-01-01,2014,1,Lebanon,Middle East,2
2014-01-01,2014,1,Libya,Africa North,3
2014-01-01,2014,1,Lithuania,EU 8,90
2014-01-01,2014,1,Malawi,Africa Sub-Saharan,2
2014-01-01,2014,1,Malaysia,Asia South East,10
2014-01-01,2014,1,Malta,EU Other,1
2014-01-01,2014,1,Mauritius,Africa Sub-Saharan,4
2014-01-01,2014,1,Mexico,America Central and South,2
2014-01-01,2014,1,Moldova,Europe Other,2
2014-01-01,2014,1,Morocco,Africa North,4
2014-01-01,2014,1,Nepal,Asia South,3
2014-01-01,2014,1,Netherlands,EU 14,18
2014-01-01,2014,1,Nigeria,Africa Sub-Saharan,66
2014-01-01,2014,1,Norway,Europe Other,2
2014-01-01,2014,1,Other and unknown,Other,69
2014-01-01,2014,1,Pakistan,Asia South,45
2014-01-01,2014,1,Panama,America Central and South,1
2014-01-01,2014,1,Poland,EU 8,130
2014-01-01,2014,1,Portugal,EU 14,22
2014-01-01,2014,1,Romania,EU 2,184
2014-01-01,2014,1,Russia,Europe Other,1
2014-01-01,2014,1,Rwanda,Africa Sub-Saharan,1
2014-01-01,2014,1,Senegal,Africa Sub-Saharan,1
2014-01-01,2014,1,Serbia,Europe Other,1
2014-01-01,2014,1,Sierra Leone,Africa Sub-Saharan,5
2014-01-01,2014,1,Slovakia,EU 8,10
2014-01-01,2014,1,Slovenia,EU 8,1
2014-01-01,2014,1,Somalia,Africa Sub-Saharan,11
2014-01-01,2014,1,South Africa,Africa Sub-Saharan,2
2014-01-01,2014,1,Spain,EU 14,13
2014-01-01,2014,1,Sri Lanka,Asia South,10
2014-01-01,2014,1,St. Vincent and the Grenadines,America Central and South,1
2014-01-01,2014,1,Sudan,Africa North,2
2014-01-01,2014,1,Swaziland,Africa Sub-Saharan,1
2014-01-01,2014,1,Sweden,EU 14,4
2014-01-01,2014,1,Switzerland,Europe Other,2
2014-01-01,2014,1,Thailand,Asia South East,2
2014-01-01,2014,1,Togo,Africa Sub-Saharan,1
2014-01-01,2014,1,Trinidad and Tobago,America Central and South,7
2014-01-01,2014,1,Tunisia,Africa North,3
2014-01-01,2014,1,Turkey,Europe Other,7
2014-01-01,2014,1,Uganda,Africa Sub-Saharan,2
2014-01-01,2014,1,Ukraine,Europe Other,3
2014-01-01,2014,1,United States,America North,4
2014-01-01,2014,1,Uzbekistan,Asia Central,2
2014-01-01,2014,1,Venezuela,America Central and South,2
2014-01-01,2014,1,Vietnam,Asia South East,77
2014-01-01,2014,1,Zambia,Africa Sub-Saharan,1
2014-01-01,2014,1,Zimbabwe,Africa Sub-Saharan,11
2014-04-01,2014,2,Afghanistan,Asia Central,11
2014-04-01,2014,2,Albania,Europe Other,53
2014-04-01,2014,2,Algeria,Africa North,17
2014-04-01,2014,2,Angola,Africa Sub-Saharan,2
2014-04-01,2014,2,Argentina,America Central and South,1
2014-04-01,2014,2,Australia,Oceania,1
2014-04-01,2014,2,Austria,EU 14,2
2014-04-01,2014,2,Bangladesh,Asia South,13
2014-04-01,2014,2,Belgium,EU 14,4
2014-04-01,2014,2,Brazil,America Central and South,11
2014-04-01,2014,2,Bulgaria,EU 2,13
2014-04-01,2014,2,Burkina,Africa Sub-Saharan,1
2014-04-01,2014,2,Cameroon,Africa Sub-Saharan,2
2014-04-01,2014,2,Canada,America North,2
2014-04-01,2014,2,Chile,America Central and South,4
2014-04-01,2014,2,China,Asia East,37
2014-04-01,2014,2,Colombia,America Central and South,5
2014-04-01,2014,2,Croatia,EU Other,5
2014-04-01,2014,2,Cyprus,EU Other,2
2014-04-01,2014,2,Czech Republic,EU 8,24
2014-04-01,2014,2,Dominica,America Central and South,1
2014-04-01,2014,2,Ecuador,America Central and South,1
2014-04-01,2014,2,Egypt,Africa North,1
2014-04-01,2014,2,Estonia,EU 8,3
2014-04-01,2014,2,France,EU 14,51
2014-04-01,2014,2,"Gambia, The",Africa Sub-Saharan,3
2014-04-01,2014,2,Germany,EU 14,12
2014-04-01,2014,2,Ghana,Africa Sub-Saharan,10
2014-04-01,2014,2,Greece,EU 14,1
2014-04-01,2014,2,Guinea,Africa Sub-Saharan,2
2014-04-01,2014,2,Hungary,EU 8,9
2014-04-01,2014,2,Iceland,Europe Other,1
2014-04-01,2014,2,India,Asia South,34
2014-04-01,2014,2,Iran,Middle East,3
2014-04-01,2014,2,Iraq,Middle East,10
2014-04-01,2014,2,Ireland,EU 14,2
2014-04-01,2014,2,Israel,Middle East,3
2014-04-01,2014,2,Italy,EU 14,15
2014-04-01,2014,2,Ivory Coast,Africa Sub-Saharan,2
2014-04-01,2014,2,Jamaica,America Central and South,32
2014-04-01,2014,2,Kenya,Africa Sub-Saharan,7
2014-04-01,2014,2,Korea (South),Asia East,1
2014-04-01,2014,2,Kosovo,Europe Other,2
2014-04-01,2014,2,Kuwait,Middle East,1
2014-04-01,2014,2,Kyrgyzstan,Asia Central,1
2014-04-01,2014,2,Latvia,EU 8,40
2014-04-01,2014,2,Libya,Africa North,2
2014-04-01,2014,2,Lithuania,EU 8,93
2014-04-01,2014,2,Macau,Asia East,1
2014-04-01,2014,2,Macedonia,Europe Other,1
2014-04-01,2014,2,Malaysia,Asia South East,5
2014-04-01,2014,2,Mali,Africa Sub-Saharan,2
2014-04-01,2014,2,Mauritius,Africa Sub-Saharan,4
2014-04-01,2014,2,Montenegro,Europe Other,1
2014-04-01,2014,2,Morocco,Africa North,16
2014-04-01,2014,2,Nepal,Asia South,3
2014-04-01,2014,2,Netherlands,EU 14,13
2014-04-01,2014,2,New Zealand,Oceania,1
2014-04-01,2014,2,Nigeria,Africa Sub-Saharan,36
2014-04-01,2014,2,Norway,Europe Other,1
2014-04-01,2014,2,Other and unknown,Other,124
2014-04-01,2014,2,Pakistan,Asia South,39
2014-04-01,2014,2,Peru,America Central and South,1
2014-04-01,2014,2,Philippines,Asia South East,1
2014-04-01,2014,2,Poland,EU 8,112
2014-04-01,2014,2,Portugal,EU 14,24
2014-04-01,2014,2,Romania,EU 2,201
2014-04-01,2014,2,Russia,Europe Other,5
2014-04-01,2014,2,Saudi Arabia,Middle East,1
2014-04-01,2014,2,Senegal,Africa Sub-Saharan,1
2014-04-01,2014,2,Serbia,Europe Other,1
2014-04-01,2014,2,Seychelles,Africa Sub-Saharan,1
2014-04-01,2014,2,Sierra Leone,Africa Sub-Saharan,1
2014-04-01,2014,2,Slovakia,EU 8,20
2014-04-01,2014,2,Somalia,Africa Sub-Saharan,9
2014-04-01,2014,2,South Africa,Africa Sub-Saharan,4
2014-04-01,2014,2,Spain,EU 14,10
2014-04-01,2014,2,Sri Lanka,Asia South,3
2014-04-01,2014,2,St. Kitts and Nevis,America Central and South,1
2014-04-01,2014,2,St. Lucia,America Central and South,3
2014-04-01,2014,2,St. Vincent and the Grenadines,America Central and South,2
2014-04-01,2014,2,Sweden,EU 14,1
2014-04-01,2014,2,Tanzania,Africa Sub-Saharan,2
2014-04-01,2014,2,Thailand,Asia South East,1
2014-04-01,2014,2,Trinidad and Tobago,America Central and South,4
2014-04-01,2014,2,Tunisia,Africa North,1
2014-04-01,2014,2,Turkey,Europe Other,10
2014-04-01,2014,2,Uganda,Africa Sub-Saharan,4
2014-04-01,2014,2,Ukraine,Europe Other,2
2014-04-01,2014,2,United States,America North,7
2014-04-01,2014,2,Venezuela,America Central and South,2
2014-04-01,2014,2,Vietnam,Asia South East,73
2014-04-01,2014,2,Zimbabwe,Africa Sub-Saharan,4
2014-07-01,2014,3,Afghanistan,Asia Central,12
2014-07-01,2014,3,Albania,Europe Other,54
2014-07-01,2014,3,Algeria,Africa North,4
2014-07-01,2014,3,Angola,Africa Sub-Saharan,3
2014-07-01,2014,3,Antigua and Barbuda,America Central and South,1
2014-07-01,2014,3,Argentina,America Central and South,2
2014-07-01,2014,3,Armenia,Europe Other,1
2014-07-01,2014,3,Australia,Oceania,1
2014-07-01,2014,3,"Bahamas, The",America Central and South,1
2014-07-01,2014,3,Bangladesh,Asia South,8
2014-07-01,2014,3,Belgium,EU 14,5
2014-07-01,2014,3,Benin,Africa Sub-Saharan,1
2014-07-01,2014,3,Bosnia and Herzegovina,Europe Other,1
2014-07-01,2014,3,Brazil,America Central and South,11
2014-07-01,2014,3,Bulgaria,EU 2,15
2014-07-01,2014,3,Cameroon,Africa Sub-Saharan,1
2014-07-01,2014,3,Canada,America North,2
2014-07-01,2014,3,Chile,America Central and South,2
2014-07-01,2014,3,China,Asia East,19
2014-07-01,2014,3,Colombia,America Central and South,7
2014-07-01,2014,3,Costa Rica,America Central and South,2
2014-07-01,2014,3,Cyprus,EU Other,1
2014-07-01,2014,3,Czech Republic,EU 8,25
2014-07-01,2014,3,Denmark,EU 14,5
2014-07-01,2014,3,Egypt,Africa North,3
2014-07-01,2014,3,Estonia,EU 8,3
2014-07-01,2014,3,France,EU 14,57
2014-07-01,2014,3,"Gambia, The",Africa Sub-Saharan,4
2014-07-01,2014,3,Georgia,Europe Other,2
2014-07-01,2014,3,Germany,EU 14,7
2014-07-01,2014,3,Ghana,Africa Sub-Saharan,14
2014-07-01,2014,3,Greece,EU 14,1
2014-07-01,2014,3,Hungary,EU 8,10
2014-07-01,2014,3,India,Asia South,30
2014-07-01,2014,3,Iran,Middle East,3
2014-07-01,2014,3,Iraq,Middle East,9
2014-07-01,2014,3,Ireland,EU 14,4
2014-07-01,2014,3,Italy,EU 14,10
2014-07-01,2014,3,Ivory Coast,Africa Sub-Saharan,1
2014-07-01,2014,3,Jamaica,America Central and South,39
2014-07-01,2014,3,Kenya,Africa Sub-Saharan,3
2014-07-01,2014,3,Kosovo,Europe Other,5
2014-07-01,2014,3,Kuwait,Middle East,1
2014-07-01,2014,3,Latvia,EU 8,49
2014-07-01,2014,3,Lebanon,Middle East,1
2014-07-01,2014,3,Lithuania,EU 8,108
2014-07-01,2014,3,Macau,Asia East,1
2014-07-01,2014,3,Malaysia,Asia South East,2
2014-07-01,2014,3,Mauritius,Africa Sub-Saharan,2
2014-07-01,2014,3,Mexico,America Central and South,3
2014-07-01,2014,3,Monaco,Europe Other,1
2014-07-01,2014,3,Morocco,Africa North,6
2014-07-01,2014,3,Nepal,Asia South,3
2014-07-01,2014,3,Netherlands,EU 14,20
2014-07-01,2014,3,Nigeria,Africa Sub-Saharan,44
2014-07-01,2014,3,Norway,Europe Other,1
2014-07-01,2014,3,Other and unknown,Other,71
2014-07-01,2014,3,Pakistan,Asia South,45
2014-07-01,2014,3,Paraguay,America Central and South,1
2014-07-01,2014,3,Peru,America Central and South,2
2014-07-01,2014,3,Philippines,Asia South East,3
2014-07-01,2014,3,Poland,EU 8,130
2014-07-01,2014,3,Portugal,EU 14,22
2014-07-01,2014,3,Romania,EU 2,232
2014-07-01,2014,3,Russia,Europe Other,1
2014-07-01,2014,3,Senegal,Africa Sub-Saharan,1
2014-07-01,2014,3,Serbia,Europe Other,1
2014-07-01,2014,3,Seychelles,Africa Sub-Saharan,1
2014-07-01,2014,3,Slovakia,EU 8,19
2014-07-01,2014,3,Somalia,Africa Sub-Saharan,3
2014-07-01,2014,3,South Africa,Africa Sub-Saharan,1
2014-07-01,2014,3,Spain,EU 14,8
2014-07-01,2014,3,Sri Lanka,Asia South,3
2014-07-01,2014,3,St. Lucia,America Central and South,3
2014-07-01,2014,3,St. Vincent and the Grenadines,America Central and South,1
2014-07-01,2014,3,Sudan,Africa North,1
2014-07-01,2014,3,Sweden,EU 14,4
2014-07-01,2014,3,Switzerland,Europe Other,1
2014-07-01,2014,3,Thailand,Asia South East,2
2014-07-01,2014,3,Trinidad and Tobago,America Central and South,2
2014-07-01,2014,3,Tunisia,Africa North,2
2014-07-01,2014,3,Turkey,Europe Other,8
2014-07-01,2014,3,Uganda,Africa Sub-Saharan,2
2014-07-01,2014,3,Ukraine,Europe Other,8
2014-07-01,2014,3,United Arab Emirates,Middle East,1
2014-07-01,2014,3,United States,America North,5
2014-07-01,2014,3,Uzbekistan,Asia Central,1
2014-07-01,2014,3,Vietnam,Asia South East,58
2014-07-01,2014,3,Yemen,Middle East,1
2014-07-01,2014,3,Zambia,Africa Sub-Saharan,3
2014-07-01,2014,3,Zimbabwe,Africa Sub-Saharan,4
2014-10-01,2014,4,Afghanistan,Asia Central,9
2014-10-01,2014,4,Albania,Europe Other,60
2014-10-01,2014,4,Algeria,Africa North,9
2014-10-01,2014,4,Angola,Africa Sub-Saharan,3
2014-10-01,2014,4,Argentina,America Central and South,2
2014-10-01,2014,4,Armenia,Europe Other,1
2014-10-01,2014,4,Australia,Oceania,1
2014-10-01,2014,4,Austria,EU 14,1
2014-10-01,2014,4,Bangladesh,Asia South,6
2014-10-01,2014,4,Barbados,America Central and South,3
2014-10-01,2014,4,Belarus,Europe Other,1
2014-10-01,2014,4,Belgium,EU 14,3
2014-10-01,2014,4,Benin,Africa Sub-Saharan,1
2014-10-01,2014,4,Bolivia,America Central and South,1
2014-10-01,2014,4,Bosnia and Herzegovina,Europe Other,1
2014-10-01,2014,4,Botswana,Africa Sub-Saharan,1
2014-10-01,2014,4,Brazil,America Central and South,14
2014-10-01,2014,4,Bulgaria,EU 2,26
2014-10-01,2014,4,Cameroon,Africa Sub-Saharan,1
2014-10-01,2014,4,Canada,America North,2
2014-10-01,2014,4,Chile,America Central and South,2
2014-10-01,2014,4,China,Asia East,28
2014-10-01,2014,4,Colombia,America Central and South,3
2014-10-01,2014,4,Congo,Africa Sub-Saharan,2
2014-10-01,2014,4,Congo (Democratic Republic),Africa Sub-Saharan,4
2014-10-01,2014,4,Croatia,EU Other,3
2014-10-01,2014,4,Czech Republic,EU 8,27
2014-10-01,2014,4,Denmark,EU 14,3
2014-10-01,2014,4,Ecuador,America Central and South,1
2014-10-01,2014,4,Egypt,Africa North,2
2014-10-01,2014,4,Estonia,EU 8,4
2014-10-01,2014,4,Ethiopia,Africa Sub-Saharan,3
2014-10-01,2014,4,Finland,EU 14,1
2014-10-01,2014,4,France,EU 14,48
2014-10-01,2014,4,"Gambia, The",Africa Sub-Saharan,2
2014-10-01,2014,4,Georgia,Europe Other,1
2014-10-01,2014,4,Germany,EU 14,15
2014-10-01,2014,4,Ghana,Africa Sub-Saharan,17
2014-10-01,2014,4,Greece,EU 14,1
2014-10-01,2014,4,Grenada,America Central and South,1
2014-10-01,2014,4,Guyana,America Central and South,1
2014-10-01,2014,4,Honduras,America Central and South,1
2014-10-01,2014,4,Hong Kong,Asia East,3
2014-10-01,2014,4,Hungary,EU 8,15
2014-10-01,2014,4,India,Asia South,42
2014-10-01,2014,4,Iran,Middle East,2
2014-10-01,2014,4,Iraq,Middle East,5
2014-10-01,2014,4,Ireland,EU 14,1
2014-10-01,2014,4,Italy,EU 14,8
2014-10-01,2014,4,Ivory Coast,Africa Sub-Saharan,2
2014-10-01,2014,4,Jamaica,America Central and South,79
2014-10-01,2014,4,Kenya,Africa Sub-Saharan,4
2014-10-01,2014,4,Kosovo,Europe Other,1
2014-10-01,2014,4,Latvia,EU 8,51
2014-10-01,2014,4,Lebanon,Middle East,1
2014-10-01,2014,4,Lithuania,EU 8,102
2014-10-01,2014,4,Macedonia,Europe Other,2
2014-10-01,2014,4,Malawi,Africa Sub-Saharan,1
2014-10-01,2014,4,Malaysia,Asia South East,2
2014-10-01,2014,4,Mauritius,Africa Sub-Saharan,1
2014-10-01,2014,4,Mexico,America Central and South,2
2014-10-01,2014,4,Moldova,Europe Other,2
2014-10-01,2014,4,Morocco,Africa North,4
2014-10-01,2014,4,Mozambique,Africa Sub-Saharan,1
2014-10-01,2014,4,Nepal,Asia South,1
2014-10-01,2014,4,Netherlands,EU 14,20
2014-10-01,2014,4,New Zealand,Oceania,1
2014-10-01,2014,4,Niger,Africa Sub-Saharan,1
2014-10-01,2014,4,Nigeria,Africa Sub-Saharan,43
2014-10-01,2014,4,Norway,Europe Other,3
2014-10-01,2014,4,Oman,Middle East,1
2014-10-01,2014,4,Other and unknown,Other,102
2014-10-01,2014,4,Pakistan,Asia South,55
2014-10-01,2014,4,Peru,America Central and South,1
2014-10-01,2014,4,Poland,EU 8,158
2014-10-01,2014,4,Portugal,EU 14,30
2014-10-01,2014,4,Romania,EU 2,189
2014-10-01,2014,4,Russia,Europe Other,1
2014-10-01,2014,4,Singapore,Asia South East,1
2014-10-01,2014,4,Slovakia,EU 8,31
2014-10-01,2014,4,Somalia,Africa Sub-Saharan,9
2014-10-01,2014,4,South Africa,Africa Sub-Saharan,8
2014-10-01,2014,4,Spain,EU 14,15
2014-10-01,2014,4,Sri Lanka,Asia South,15
2014-10-01,2014,4,St. Lucia,America Central and South,3
2014-10-01,2014,4,St. Vincent and the Grenadines,America Central and South,3
2014-10-01,2014,4,Sudan,Africa North,1
2014-10-01,2014,4,Sweden,EU 14,4
2014-10-01,2014,4,Taiwan,Asia East,1
2014-10-01,2014,4,Tanzania,Africa Sub-Saharan,1
2014-10-01,2014,4,Thailand,Asia South East,1
2014-10-01,2014,4,Trinidad and Tobago,America Central and South,4
2014-10-01,2014,4,Tunisia,Africa North,1
2014-10-01,2014,4,Turkey,Europe Other,5
2014-10-01,2014,4,Ukraine,Europe Other,14
2014-10-01,2014,4,United Arab Emirates,Middle East,2
2014-10-01,2014,4,United States,America North,7
2014-10-01,2014,4,Uruguay,America Central and South,1
2014-10-01,2014,4,Uzbekistan,Asia Central,1
2014-10-01,2014,4,Vietnam,Asia South East,53
2014-10-01,2014,4,Zambia,Africa Sub-Saharan,2
2014-10-01,2014,4,Zimbabwe,Africa Sub-Saharan,8
2015-01-01,2015,1,Afghanistan,Asia Central,10
2015-01-01,2015,1,Albania,Europe Other,72
2015-01-01,2015,1,Algeria,Africa North,12
2015-01-01,2015,1,Angola,Africa Sub-Saharan,1
2015-01-01,2015,1,Argentina,America Central and South,1
2015-01-01,2015,1,Australia,Oceania,1
2015-01-01,2015,1,Bahrain,Middle East,1
2015-01-01,2015,1,Bangladesh,Asia South,10
2015-01-01,2015,1,Barbados,America Central and South,3
2015-01-01,2015,1,Belarus,Europe Other,2
2015-01-01,2015,1,Belgium,EU 14,5
2015-01-01,2015,1,Brazil,America Central and South,10
2015-01-01,2015,1,Bulgaria,EU 2,10
2015-01-01,2015,1,Cameroon,Africa Sub-Saharan,4
2015-01-01,2015,1,Canada,America North,5
2015-01-01,2015,1,Chile,America Central and South,4
2015-01-01,2015,1,China,Asia East,23
2015-01-01,2015,1,Colombia,America Central and South,2
2015-01-01,2015,1,Congo (Democratic Republic),Africa Sub-Saharan,2
2015-01-01,2015,1,Costa Rica,America Central and South,2
2015-01-01,2015,1,Croatia,EU Other,3
2015-01-01,2015,1,Cyprus,EU Other,2
2015-01-01,2015,1,Czech Republic,EU 8,26
2015-01-01,2015,1,Denmark,EU 14,3
2015-01-01,2015,1,Dominican Republic,America Central and South,1
2015-01-01,2015,1,Ecuador,America Central and South,4
2015-01-01,2015,1,Egypt,Africa North,5
2015-01-01,2015,1,Estonia,EU 8,4
2015-01-01,2015,1,Fiji,Oceania,2
2015-01-01,2015,1,Finland,EU 14,1
2015-01-01,2015,1,France,EU 14,51
2015-01-01,2015,1,Germany,EU 14,13
2015-01-01,2015,1,Ghana,Africa Sub-Saharan,21
2015-01-01,2015,1,Greece,EU 14,3
2015-01-01,2015,1,Grenada,America Central and South,1
2015-01-01,2015,1,Guyana,America Central and South,2
2015-01-01,2015,1,Honduras,America Central and South,1
