Date,Year,Quarter,Asylum application,Nationality,Region,Applicant type,UASC,Sex,Age Group,Applications
2021-06-30,2021,2,Asylum application raised,Belarus,Europe Other,Dependant,Non-UASC,Female,18 to 24,1
2021-06-30,2021,2,Asylum application raised,Central African Republic,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2021-06-30,2021,2,Asylum application raised,Central African Republic,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2021-06-30,2021,2,Asylum application raised,Central African Republic,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,2
2021-06-30,2021,2,Asylum application raised,Chad,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2021-06-30,2021,2,Asylum application raised,Chad,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,2
2021-06-30,2021,2,Asylum application raised,Chad,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,6
2021-06-30,2021,2,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Male,17 and under,1
2021-06-30,2021,2,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Male,18 to 24,22
2021-06-30,2021,2,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Female,25 to 39,1
2021-06-30,2021,2,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Male,25 to 39,25
2021-06-30,2021,2,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Male,40 and over,7
2021-06-30,2021,2,Asylum application raised,Egypt,Africa North,Main applicant,UASC,Male,17 and under,2
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Dependant,Non-UASC,Female,17 and under,5
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Dependant,Non-UASC,Male,17 and under,15
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Dependant,Non-UASC,Female,18 to 24,1
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Dependant,Non-UASC,Female,25 to 39,5
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,17 and under,2
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,4
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,18 to 24,37
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,120
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,25 to 39,40
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,270
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,40 and over,6
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,26
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,UASC,Female,17 and under,23
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,23
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,UASC,Male,18 to 24,1
2021-06-30,2021,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,UASC,Male,25 to 39,1
2021-06-30,2021,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Dependant,Non-UASC,Male,17 and under,2
2021-06-30,2021,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Dependant,Non-UASC,Female,17 and under,4
2021-06-30,2021,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Dependant,Non-UASC,Female,18 to 24,2
2021-06-30,2021,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Dependant,Non-UASC,Male,40 and over,1
2021-06-30,2021,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,2
2021-06-30,2021,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Female,18 to 24,5
2021-06-30,2021,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,29
2021-06-30,2021,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Female,25 to 39,6
2021-06-30,2021,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,47
2021-06-30,2021,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Female,40 and over,1
2021-06-30,2021,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,4
2021-06-30,2021,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,UASC,Female,17 and under,2
2021-06-30,2021,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,8
2021-06-30,2021,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,UASC,Male,18 to 24,1
2021-06-30,2021,2,Asylum application raised,"Gambia, The",Africa Sub-Saharan,Main applicant,Non-UASC,Female,17 and under,1
2021-06-30,2021,2,Asylum application raised,"Gambia, The",Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2021-06-30,2021,2,Asylum application raised,"Gambia, The",Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2021-06-30,2021,2,Asylum application raised,"Gambia, The",Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,1
2021-06-30,2021,2,Asylum application raised,Ghana,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,1
2021-06-30,2021,2,Asylum application raised,Guinea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2021-06-30,2021,2,Asylum application raised,Guinea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2021-06-30,2021,2,Asylum application raised,Guinea,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,1
2021-06-30,2021,2,Asylum application raised,Haiti,America Central and South,Main applicant,Non-UASC,Male,40 and over,1
2021-06-30,2021,2,Asylum application raised,India,Asia South,Dependant,Non-UASC,Female,17 and under,1
2021-06-30,2021,2,Asylum application raised,India,Asia South,Dependant,Non-UASC,Male,17 and under,1
2021-06-30,2021,2,Asylum application raised,India,Asia South,Dependant,Non-UASC,Female,25 to 39,1
2021-06-30,2021,2,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,25 to 39,14
2021-06-30,2021,2,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Female,40 and over,1
2021-06-30,2021,2,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,40 and over,6
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,17 and under,14
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Male,17 and under,16
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,18 to 24,1
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Male,25 to 39,3
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,25 to 39,13
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Male,40 and over,1
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,40 and over,6
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,17 and under,5
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Female,18 to 24,2
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,18 to 24,222
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Female,25 to 39,12
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,25 to 39,391
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Female,40 and over,9
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,40 and over,78
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Main applicant,UASC,Male,17 and under,99
2021-06-30,2021,2,Asylum application raised,Iran,Middle East,Main applicant,UASC,Male,25 to 39,2
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,17 and under,40
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Male,17 and under,46
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,18 to 24,7
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Male,25 to 39,8
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,25 to 39,19
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Male,40 and over,1
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,40 and over,6
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,17 and under,2
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,18 to 24,11
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,18 to 24,161
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,25 to 39,13
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,25 to 39,220
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,40 and over,4
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,40 and over,31
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Main applicant,UASC,Male,17 and under,37
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Main applicant,UASC,Male,18 to 24,1
2021-06-30,2021,2,Asylum application raised,Iraq,Middle East,Main applicant,UASC,Male,25 to 39,2
2021-06-30,2021,2,Asylum application raised,Ivory Coast,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2021-06-30,2021,2,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Female,17 and under,5
2021-06-30,2021,2,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Male,17 and under,7
2021-06-30,2021,2,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Female,25 to 39,3
2021-06-30,2021,2,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Female,40 and over,1
2021-06-30,2021,2,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Female,18 to 24,2
2021-06-30,2021,2,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Male,18 to 24,8
2021-06-30,2021,2,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Female,25 to 39,1
2021-06-30,2021,2,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Male,25 to 39,24
2021-06-30,2021,2,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Female,40 and over,1
2021-06-30,2021,2,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Male,40 and over,4
2021-06-30,2021,2,Asylum application raised,Lebanon,Middle East,Main applicant,Non-UASC,Male,25 to 39,1
2021-06-30,2021,2,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Male,17 and under,1
2021-06-30,2021,2,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Male,18 to 24,8
2021-06-30,2021,2,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Male,25 to 39,20
2021-06-30,2021,2,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Male,40 and over,1
2021-06-30,2021,2,Asylum application raised,Mauritania,Africa North,Main applicant,Non-UASC,Male,25 to 39,1
2021-06-30,2021,2,Asylum application raised,Morocco,Africa North,Main applicant,Non-UASC,Male,25 to 39,4
2021-06-30,2021,2,Asylum application raised,Occupied Palestinian Territories,Middle East,Main applicant,Non-UASC,Male,18 to 24,5
2021-06-30,2021,2,Asylum application raised,Occupied Palestinian Territories,Middle East,Main applicant,Non-UASC,Male,25 to 39,5
2021-06-30,2021,2,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,18 to 24,7
2021-06-30,2021,2,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,25 to 39,17
2021-06-30,2021,2,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,40 and over,3
2021-06-30,2021,2,Asylum application raised,Pakistan,Asia South,Main applicant,UASC,Male,17 and under,1
2021-06-30,2021,2,Asylum application raised,Refugee,Other,Dependant,Non-UASC,Female,17 and under,8
2021-06-30,2021,2,Asylum application raised,Refugee,Other,Dependant,Non-UASC,Male,17 and under,17
2021-06-30,2021,2,Asylum application raised,Refugee,Other,Dependant,Non-UASC,Female,18 to 24,1
2021-06-30,2021,2,Asylum application raised,Refugee,Other,Dependant,Non-UASC,Male,25 to 39,1
2021-06-30,2021,2,Asylum application raised,Refugee,Other,Dependant,Non-UASC,Female,25 to 39,4
2021-06-30,2021,2,Asylum application raised,Refugee,Other,Dependant,Non-UASC,Female,40 and over,1
2021-06-30,2021,2,Asylum application raised,Refugee,Other,Main applicant,Non-UASC,Male,18 to 24,8
2021-06-30,2021,2,Asylum application raised,Refugee,Other,Main applicant,Non-UASC,Female,25 to 39,2
2021-06-30,2021,2,Asylum application raised,Refugee,Other,Main applicant,Non-UASC,Male,25 to 39,24
2021-06-30,2021,2,Asylum application raised,Refugee,Other,Main applicant,Non-UASC,Female,40 and over,3
2021-06-30,2021,2,Asylum application raised,Refugee,Other,Main applicant,Non-UASC,Male,40 and over,10
2021-06-30,2021,2,Asylum application raised,Refugee,Other,Main applicant,UASC,Male,17 and under,6
2021-06-30,2021,2,Asylum application raised,Refugee,Other,Main applicant,UASC,Male,18 to 24,1
2021-06-30,2021,2,Asylum application raised,Russia,Europe Other,Dependant,Non-UASC,Male,17 and under,1
2021-06-30,2021,2,Asylum application raised,Russia,Europe Other,Main applicant,Non-UASC,Female,40 and over,1
2021-06-30,2021,2,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,6
2021-06-30,2021,2,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,6
2021-06-30,2021,2,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,4
2021-06-30,2021,2,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,UASC,Male,25 to 39,1
2021-06-30,2021,2,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,9
2021-06-30,2021,2,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,8
2021-06-30,2021,2,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,4
2021-06-30,2021,2,Asylum application raised,Sri Lanka,Asia South,Main applicant,Non-UASC,Male,18 to 24,3
2021-06-30,2021,2,Asylum application raised,Sri Lanka,Asia South,Main applicant,Non-UASC,Male,25 to 39,8
2021-06-30,2021,2,Asylum application raised,Sri Lanka,Asia South,Main applicant,Non-UASC,Male,40 and over,6
2021-06-30,2021,2,Asylum application raised,Stateless,Other,Dependant,Non-UASC,Male,17 and under,22
2021-06-30,2021,2,Asylum application raised,Stateless,Other,Dependant,Non-UASC,Female,17 and under,23
2021-06-30,2021,2,Asylum application raised,Stateless,Other,Dependant,Non-UASC,Female,18 to 24,1
2021-06-30,2021,2,Asylum application raised,Stateless,Other,Dependant,Non-UASC,Female,25 to 39,9
2021-06-30,2021,2,Asylum application raised,Stateless,Other,Dependant,Non-UASC,Female,40 and over,1
2021-06-30,2021,2,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Male,18 to 24,11
2021-06-30,2021,2,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Female,25 to 39,6
2021-06-30,2021,2,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Male,25 to 39,39
2021-06-30,2021,2,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Female,40 and over,2
2021-06-30,2021,2,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Male,40 and over,15
2021-06-30,2021,2,Asylum application raised,Stateless,Other,Main applicant,UASC,Male,17 and under,2
2021-06-30,2021,2,Asylum application raised,Sudan,Africa North,Dependant,Non-UASC,Female,17 and under,1
2021-06-30,2021,2,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Male,17 and under,2
2021-06-30,2021,2,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Female,18 to 24,1
2021-06-30,2021,2,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Male,18 to 24,132
2021-06-30,2021,2,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Male,25 to 39,145
2021-06-30,2021,2,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Male,40 and over,5
2021-06-30,2021,2,Asylum application raised,Sudan,Africa North,Main applicant,UASC,Male,17 and under,60
2021-06-30,2021,2,Asylum application raised,Sudan,Africa North,Main applicant,UASC,Male,18 to 24,4
2021-06-30,2021,2,Asylum application raised,Syria,Middle East,Dependant,Non-UASC,Male,17 and under,12
2021-06-30,2021,2,Asylum application raised,Syria,Middle East,Dependant,Non-UASC,Female,17 and under,16
2021-06-30,2021,2,Asylum application raised,Syria,Middle East,Dependant,Non-UASC,Female,25 to 39,4
2021-06-30,2021,2,Asylum application raised,Syria,Middle East,Dependant,Non-UASC,Female,40 and over,1
2021-06-30,2021,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Male,17 and under,5
2021-06-30,2021,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Female,18 to 24,2
2021-06-30,2021,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Male,18 to 24,174
2021-06-30,2021,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Female,25 to 39,5
2021-06-30,2021,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Male,25 to 39,137
